U09;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
9008041;Minister of Security;R・ブエナベントゥレ・ピネダ;44;PA;Prince of Terror;Medium;M46010;x
9008042;Head of Military Intelligence;アドリアン・レシノス;44;LWR;Technical Specialist;Medium;M46016;x
9008043;Head of Military Intelligence;ハコポ・アルベンス・グスマン;47;SD;Political Specialist;Medium;M46021;x
9008044;Head of Military Intelligence;トマス・メンドーサ・ウリベ;45;SL;Naval Intelligence Specialist;Medium;M46009;x
9008045;Head of Military Intelligence;フェリペ・ウリアルテ・トマス;45;SC;Logistics Specialist;Medium;M46060;x
9008046;Head of Military Intelligence;ギリェルモ・フロレス・アレンダノ;37;PA;Dismal Enigma;Medium;M46004;x
9008047;Head of Military Intelligence;マヌエル・アロヨ;44;PA;Naval Intelligence Specialist;Medium;M46031;x
9008048;Chief of Staff;カルロス・ディアス・デ・レオン;45;SD;School of Manoeuvre;Medium;M46063;x
9008049;Chief of Staff;マヌエル・オレリャナ;44;LWR;School of Defence;Medium;M46012;x
9008050;Chief of Staff;ホルヘ・ウビコ・カスタネダ;37;PA;School of Mass Combat;High;M46001;x
9008051;Chief of Army;ハコポ・アルベンス・グスマン;44;LWR;Decisive Battle Doctrine;Medium;M46021;x
9008052;Chief of Army;カルロス・ディアス・デ・レオン;45;SD;Armoured Spearhead Doctrine;Medium;M46063;x
9008053;Chief of Army;マヌエル・オレリャナ;45;SL;Static Defence Doctrine;Medium;M46012;x
9008054;Chief of Army;R・ブエナベントゥレ・ピネダ;45;SC;Guns and Butter Doctrine;Medium;M46010;x
9008055;Chief of Army;フェデリコ・ポンセ・バイデス;37;PA;Decisive Battle Doctrine;Medium;M46007;x
9008056;Chief of Navy;トマス・メンドーサ・ウリベ;45;SD;Indirect Approach Doctrine;Medium;M46009;x
9008057;Chief of Navy;ホルヘ・トリエーリョ・ガリド;44;LWR;Power Projection Doctrine;High;M46011;x
9008058;Chief of Navy;ホセ・エスイラ・アベル;45;SC;Open Seas Doctrine;Medium;M46019;x
9008059;Chief of Air Force;フランシスコ・ハビエル・アラナ;44;LWR;Vertical Envelopment Doctrine;Very High;M46027;x
9008060;Chief of Air Force;W・テッシュ・オルランド;45;SD;Air Superiority Doctrine;Medium;M46077;x
9008061;Chief of Air Force;ミゲル・ガルシア・グラナドス;45;SC;Carpet Bombing Doctrine;Medium;M46079;x
9008062;Chief of Staff;M・イディガラス・フエンテス;44;PA;School of Psychology;Medium;M46018;x
9008063;Head of Government;フェデリコ・ポンセ・バイデス;44;PA;Old General;Very High;M46007;x
9008064;Head of State;ラサロ・カルデナス;30;SD;Autocratic Charmer;High;M36001;x
9008065;Head of Government;ラサロ・カルデナス;30;SD;Flamboyant Tough Guy;High;M36001;x
9008066;Foreign Minister;エドゥアルド・アイ;30;SD;Great Compromiser;Medium;M36003;x
9008067;Minister of Armament;エンリケ・エストラダ・レイノソ;30;SD;Infantry Proponent;High;M36004;x
9008068;Minister of Security;フランシスコ・U・ベナビデス;30;SD;Man of the People;Medium;M36005;x
9008069;Head of Military Intelligence;プルタルコ・E・カリェス;30;SD;Political Specialist;Medium;M36006;x
9008070;Chief of Staff;ベンハミン・G・イル;30;SD;School of Defence;Very High;M36007;x
9008071;Chief of Army;パブロ・キロガ・エスカミリョ;30;SD;Static Defence Doctrine;Medium;M36008;x
9008072;Chief of Navy;エクトル・メイクセイロ;30;SD;Open Seas Doctrine;Medium;M36009;x
9008073;Chief of Air Force;グスタボ・サリナス・カミナ;30;SD;Air Superiority Doctrine;Medium;M36010;x
9008074;Head of State;マヌエル・アビラ・カマチョ;40;SD;Stern Imperialist;High;M36032;x
9008075;Head of State;ミゲル・アレマン・バルデス;46;SD;Benevolent Gentleman;High;M36033;x
9008076;Head of State;マヌエル・M・マルケス;40;SC;Insignificant Layman;High;M36034;x
9008077;Head of State;ルイス・ブスタマンテ・ベニテス;46;SC;Powerhungry Demagogue;High;M36035;x
9008078;Head of State;ピノ・G・カリェス;40;PA;Resigned Generalissimo;High;M36011;x
9008079;Head of State;ファン・アンドリュー・アルマサン;46;PA;Popular Figurehead;High;M36014;x
9008080;Head of State;ビセンテ・ロンバルド・トレダーノ;40;LE;Barking Buffoon;High;M36021;x
9008081;Head of State;プロコピオ・エレーラ;46;LE;Die-hard Reformer;High;M36025;x
9008082;Head of Government;マヌエル・アビラ・カマチョ;40;SD;Corporate Suit;High;M36032;x
9008083;Head of Government;ミゲル・アレマン・バルデス;46;SD;Smiling Oilman;High;M36033;x
9008084;Head of Government;マヌエル・M・マルケス;40;SC;Old General;High;M36034;x
9008085;Head of Government;ルイス・ブスタマンテ・ベニテス;46;SC;Silent Workhorse;High;M36035;x
9008086;Head of Government;ルイス・G・キンタナ;40;FA;Political Protege;High;M36012;x
9008087;Head of Government;ファン・アンドリュー・アルマサン;46;PA;Happy Amateur;High;M36014;x
9008088;Head of Government;ビセンテ・ロンバルド・トレダーノ;40;LE;Happy Amateur;High;M36021;x
9008089;Head of Government;プロコピオ・エレーラ;46;LE;Naive Optimist;High;M36025;x
9008090;Foreign Minister;エセキエル・パディリャ・ペナロサ;40;SD;Iron Fisted Brute;Medium;M36050;x
9008091;Foreign Minister;フランシスコ・カスティリョ・ナヘラ;45;SD;General Staffer;Medium;M36051;x
9008092;Foreign Minister;ハイメ・トレス・ボデ;46;SD;Apologetic Clerk;Medium;M36052;x
9008093;Foreign Minister;アレッソ・メレシオ;40;SC;Biased Intellectual;Medium;M36053;x
9008094;Foreign Minister;ファン・アンドリゥー・アラマサ;44;SC;Great Compromiser;Medium;M36054;x
9008095;Foreign Minister;ファン・G・ラスカラン;46;SC;Apologetic Clerk;Medium;M36055;x
9008096;Foreign Minister;ピノ・G・カリェス;40;PA;Biased Intellectual;Very Low;M36011;x
9008097;Foreign Minister;フランシスコ・R・セラノ;46;PA;General Staffer;Medium;M36057;x
9008098;Foreign Minister;マリアーノ・ポントン;40;LE;The Cloak N Dagger Schemer;Very High;M36023;x
9008099;Foreign Minister;ビセンテ・ロンバルド・トレダーノ;43;LE;Biased Intellectual;Very Low;M36021;x
9008100;Foreign Minister;マヌエル・C・テリェス;46;LE;Apologetic Clerk;Medium;M36060;x
9008101;Minister of Armament;エミリオ・ポルテス・ヒル;38;SD;Submarine Proponent;Medium;M36061;x
9008102;Minister of Armament;リオベルト・G・マケオ;40;SD;Battle Fleet Proponent;Medium;M36062;x
9008103;Minister of Armament;ホセ・マヌエル・プイグ;42;SD;Theoretical Scientist;Medium;M36063;x
9008104;Minister of Armament;アントニオ・カストロ・レアル;44;SD;Tank Proponent;Medium;M36064;x
9008105;Minister of Armament;アドルフォ・ルイス・コルティネス;46;SD;Administrative Genius;Medium;M36065;x
9008106;Minister of Armament;フランシスコ・R・セラノ;40;SC;Resource Industrialist;Medium;M36057;x
9008107;Minister of Armament;フロレンティノ・サンタナ;46;SC;laissez-faire capitalist;Medium;M36067;x
9008108;Minister of Armament;ファン・アンドリュー・アルマサン;40;FA;Corrupt Kleptocrat;Medium;M36014;x
9008109;Minister of Armament;マヌエル・M・マルケス;43;PA;laissez-faire capitalist;Medium;M36034;x
9008110;Minister of Armament;ルイス・G・キンタナ;46;PA;Military Entrepreneur;Low;M36012;x
9008111;Minister of Armament;ドロレス・サンタピアボ;40;LE;Air to Ground Proponent;Medium;M36071;x
9008112;Minister of Armament;フランシスコ・I・カシアン;43;LE;Administrative Genius;Medium;M36024;x
9008113;Minister of Security;アンドレス・F・フィゲロア;38;SD;Crime Fighter;Medium;M36073;x
9008114;Minister of Security;ヘナロ・エストラダ;40;SD;Prince of Terror;High;M36074;x
9008115;Minister of Security;ホアキン・アマロ・ドミンゲス;42;SD;Back Stabber;Very High;M36075;x
9008116;Minister of Security;ミゲル・アレマン・バルデス;43;SD;Man of the People;High;M36033;x
9008117;Minister of Security;アドルフォ・ルイス・コルティネス;45;SD;Silent Lawyer;Medium;M36065;x
9008118;Minister of Security;マヌエル・テリョ・バウラウド;46;SD;Compassionate Gentleman;Medium;M36078;x
9008119;Minister of Security;エンリケ・C・デル・リオ;40;SC;Compassionate Gentleman;Medium;M36017;x
9008120;Minister of Security;マヌエル・ゴメス・マリン;46;SC;Man of the People;Medium;M36080;x
9008121;Minister of Security;ファン・アンドリュー・アルマサン;40;FA;Crooked Kleptocrat;Medium;M36014;x
9008122;Minister of Security;フェリックス・マラガノ・フロレス;43;FA;Back Stabber;Medium;M36082;x
9008123;Minister of Security;ペドロ・ペナ・カバソス;46;PA;Man of the People;Medium;M36083;x
9008124;Minister of Security;プロコピオ・エレーラ;40;LE;Efficient Sociopath;Very High;M36025;x
9008125;Minister of Security;マリアーノ・ポントン;46;LE;Back Stabber;Very Low;M36023;x
9008126;Head of Military Intelligence;ラサロ・カルデナス;38;SD;Naval Intelligence Specialist;High;M36001;x
9008127;Head of Military Intelligence;マヌエル・アビラ・カマチョ;40;SD;Political Specialist;High;M36087;x
9008128;Head of Military Intelligence;エンリケ・エストラダ・レイノソ;46;SD;Dismal Enigma;High;M36004;x
9008129;Head of Military Intelligence;ファン・アンドリゥー・アラマサ;40;SC;Logistics Specialist;Medium;M36054;x
9008130;Head of Military Intelligence;ルイス・ブスタマンテ・ベニテス;46;SC;Naval Intelligence Specialist;High;M36035;x
9008131;Head of Military Intelligence;ビクトル・ムノス・カルデナス;40;PA;Industrial Specialist;Medium;M36091;x
9008132;Head of Military Intelligence;ヘスス・ガルサ・シリェル;46;PA;Logistics Specialist;Medium;M36016;x
9008133;Head of Military Intelligence;マヌエル・パラフォックス;40;LE;Dismal Enigma;Low;M36026;x
9008134;Head of Military Intelligence;ミゲル・コラッソ;46;LE;Political Specialist;Low;M36094;x
9008135;Chief of Staff;パブロ・キロガ・エスカミリョ;36;SD;School of Mass Combat;Medium;M36008;x
9008136;Chief of Staff;グスタボ・サリナス・カミナ;40;SD;School of Defence;Medium;M36010;x
9008137;Chief of Staff;エクトル・メイクセイロ;40;SC;School of Manoeuvre;Medium;M36009;x
9008138;Chief of Staff;ヘスス・バリェストレロス・ミランダ;40;FA;School of Manoeuvre;Low;M36100;x
9008139;Chief of Staff;エンリケ・C・デル・リオ;46;PA;School of Psychology;Low;M36017;x
9008140;Chief of Staff;アウグスティン・メンドーサ・カッズ;40;LE;School of Defence;High;M36102;x
9008141;Chief of Staff;マヌエル・パラフォックス;46;LE;School of Fire Support;Low;M36026;x
9008142;Chief of Army;パブロ・M・バレンスエラ;38;SD;Elastic Defence Doctrine;Medium;M36104;x
9008143;Chief of Army;フランシスコ・U・ベナビデス;40;SD;Armoured Spearhead Doctrine;Medium;M36005;x
9008144;Chief of Army;ヒルベルト・リモン・マルケス;40;SC;Static Defence Doctrine;Medium;M36106;x
9008145;Chief of Army;プルタルコ・E・カリェス;40;PA;Static Defence Doctrine;Low;M36006;x
9008146;Chief of Army;セサル・パラダ・エンリケス;46;PA;Elastic Defence Doctrine;Medium;M36110;x
9008147;Chief of Army;マティアス・サントス・ラモス;40;LE;Guns and Butter Doctrine;Medium;M36028;x
9008148;Chief of Army;ミゲル・コラッソ;46;LE;Armoured Spearhead Doctrine;High;M36094;x
9008149;Chief of Navy;エリベルト・ハラ・コロナ;38;SD;Base Control Doctrine;High;M36029;x
9008150;Chief of Navy;バスケス・デル・メルカド;46;SD;Power Projection Doctrine;High;M36114;x
9008151;Chief of Navy;エンリケ・パニシオ・バルガス;40;SC;Open Seas Doctrine;High;M36115;x
9008152;Chief of Navy;ビクトル・タピア・ブリオネス;40;PA;Open Seas Doctrine;Low;M36116;x
9008153;Chief of Navy;ルイス・イラム・トレド;46;PA;Open Seas Doctrine;Low;M36019;x
9008154;Chief of Air Force;アルベルト・サリナス・カラサ;38;SD;Army Aviation Doctrine;Medium;M36119;x
9008155;Chief of Air Force;エンリケ・パニシオ・バルガス;40;SC;Vertical Envelopment Doctrine;High;M36115;x
9008156;Chief of Air Force;エフライン・ロドリゲス・ベリオス;40;FA;Air Superiority Doctrine;Medium;M36122;x
9008157;Chief of Air Force;フリオ・エルナンデス・ガルシア;46;PA;Carpet Bombing Doctrine;Medium;M36123;x
9008158;Chief of Air Force;アグスティン・オラチェア・アビレス;40;LE;Vertical Envelopment Doctrine;Medium;M36030;x
9008159;Chief of Air Force;ヘスス・ガルサ・シリェル;36;FA;Carpet Bombing Doctrine;Medium;M36016;x
9008160;Head of State;アドルフォ・ルイス・コルティネス;52;SD;Insignificant Layman;High;M36065;x
9008161;Head of State;フロレンティノ・サンタナ;52;SC;Barking Buffoon;High;M36067;x
9008162;Head of Government;アドルフォ・ルイス・コルティネス;52;SD;Political Protege;High;M36065;x
9008163;Head of Government;フロレンティノ・サンタナ;52;SC;Smiling Oilman;High;M36067;x
9008164;Foreign Minister;ルイス・パディージャ・ネルボ;52;SD;Iron Fisted Brute;Medium;M36129;x
9008165;Foreign Minister;ルイス・ブスタマンテ・ベニテス;52;SC;General Staffer;Medium;M36035;x
9008166;Minister of Armament;マヌエル・テリョ・バウラウド;52;SD;Military Entrepreneur;Medium;M36131;x
9008167;Minister of Armament;アントニオ・ゴメス・ロブレード;52;SC;Battle Fleet Proponent;Medium;M36132;x
9008168;Minister of Security;オルソン・ホアレス・ブラウン;52;SD;Crime Fighter;Medium;M36133;x
9008169;Head of State;ニコラス・ロドリゲス・カラスコ;36;NS;Resigned Generalissimo;Medium;Nicolas_Rodriguez_Carrasco;x
9008170;Head of Government;ニコラス・ロドリゲス・カラスコ;36;NS;Old General;Medium;Nicolas_Rodriguez_Carrasco;x
9008171;Foreign Minister;サルヴァドール・アバスカル・インファンテ;36;NS;Ideological Crusader;Medium;Salvador_Abascal;x
9008172;Foreign Minister;マニュエル・トーレス・ブエノ;36;FA;Apologetic Clerk;Medium;unknown;x
9008173;Foreign Minister;ルイス・カルデロン・ベガ;36;SC;Ideological Crusader;Medium;Luis_Calderon_Vega;x
9008174;Head of State;アベラルド・ルハン;30;SD;Barking Buffoon;Medium;M36139;x
9008175;Head of Government;アベラルド・ルハン;30;SD;Political Protege;Medium;M36139;x
9008176;Head of State;ホセ・バルネ・イ・ビナヘラス;36;ML;Insignificant Layman;High;M33001;x
9008177;Head of Government;ミゲル・ゴメス・イ・アリアス;36;ML;Naive Optimist;High;M33002;x
9008178;Foreign Minister;ホセ・バルネ・イ・ビナヘラス;36;ML;Iron Fisted Brute;Medium;M33001;x
9008179;Minister of Armament;カルロス・プリオ;36;ML;Administrative Genius;Low;M33004;x
9008180;Minister of Security;セルジオ・カルボ;36;ML;Compassionate Gentleman;Medium;M33005;x
9008181;Head of Military Intelligence;マヌエル・フェラーラ;36;ML;Dismal Enigma;Medium;M33006;x
9008182;Chief of Staff;フリオ・サンギリ;36;ML;School of Defence;Medium;M33007;x
9008183;Chief of Army;サルバドル・カスタネダ・カストロ;36;ML;Elastic Defence Doctrine;Medium;M33008;x
9008184;Chief of Navy;ロドリゴ・A・フエンテス;36;ML;Open Seas Doctrine;Medium;M33009;x
9008185;Chief of Air Force;ドミンゴ・R・デル・トロ;36;ML;Army Aviation Doctrine;High;M33010;x
9008186;Head of State;ミゲル・ゴメス・イ・アリアス;36;ML;Benevolent Gentleman;High;M33002;x
9008187;Head of State;ヘラルド・マチャド;40;ML;Die-hard Reformer;High;M33032;x
9008188;Head of State;フェデリコ・ラデロ・ブル;36;SD;Insignificant Layman;High;M33014;x
9008189;Head of State;フルヘンシオ・バティスタ;40;SC;Resigned Generalissimo;High;M33034;x
9008190;Head of State;ラモン・グラウ・サン・マルティン;44;PA;Popular Figurehead;High;M33011;x
9008191;Head of State;ファン・マルティネス＝ビリェラ;36;LWR;Powerhungry Demagogue;High;M33021;x
9008192;Head of State;カルロス・プリオ;44;LWR;Popular Figurehead;High;M33004;x
9008193;Head of Government;ヘラルド・マチャド;36;ML;Silent Workhorse;High;M33032;x
9008194;Head of Government;エドゥアルド・チバス;40;ML;Political Protege;High;M33013;x
9008195;Head of Government;エウヘニオ・モリネ・カストロ;44;ML;Corporate Suit;High;M33040;x
9008196;Head of Government;フルヘンシオ・バティスタ;36;SD;Old General;High;M33034;x
9008197;Head of Government;カルロス・メンディエタ;40;SC;Flamboyant Tough Guy;High;M33042;x
9008198;Head of Government;フルヘンシオ・バティスタ;44;PA;Old General;High;M33034;x
9008199;Head of Government;アントニオ・G・オルメス;36;LWR;Naive Optimist;High;M33022;x
9008200;Head of Government;ホセ・イリサリ;41;LWR;Political Protege;High;M33023;x
9008201;Foreign Minister;ホルヘ・ルイス・エチャルテ;36;ML;The Cloak N Dagger Schemer;High;M33046;x
9008202;Foreign Minister;エドゥアルド・チバス;40;ML;Biased Intellectual;High;M33013;x
9008203;Foreign Minister;カルロス・メンディエタ;44;ML;Iron Fisted Brute;Medium;M33042;x
9008204;Foreign Minister;ホセ・マヌエル・コルティナ;36;SD;The Cloak N Dagger Schemer;Medium;M33049;x
9008205;Foreign Minister;ファン・レモス・イ・ルビオ;37;SD;General Staffer;Medium;M33050;x
9008206;Foreign Minister;ミゲル・カンパ・イ・カラベダ;39;SD;Ideological Crusader;Medium;M33051;x
9008207;Foreign Minister;ホセ・マヌエル・コルティナ;40;SC;The Cloak N Dagger Schemer;Medium;M33049;x
9008208;Foreign Minister;ホセ・アグスティン・マルティネス;42;SC;Biased Intellectual;Medium;M33053;x
9008209;Foreign Minister;E・サンティアゴ・サントベニオ;43;SC;Iron Fisted Brute;Medium;M33054;x
9008210;Foreign Minister;ホルヘ・マナシュ;44;SC;Apologetic Clerk;Medium;M33055;x
9008211;Foreign Minister;グスタボ・クエルボ・ルビオ;45;PA;Iron Fisted Brute;Medium;M33057;x
9008212;Foreign Minister;アルベルト・イノセンテ・アルバレス;46;PA;Great Compromiser;Medium;M33058;x
9008213;Foreign Minister;ホセ・イリサリ;36;LWR;Biased Intellectual;Very Low;M33023;x
9008214;Foreign Minister;カルロス・プリオ;44;LWR;Great Compromiser;Medium;M33004;x
9008215;Minister of Armament;エセキエル・ガルシア・エンセナ;36;ML;Administrative Genius;Medium;M33061;x
9008216;Minister of Armament;ミゲル・ゴメス・イ・アリアス;40;ML;laissez-faire capitalist;Medium;M33002;x
9008217;Minister of Armament;エドゥアルド・チバス;44;ML;Theoretical Scientist;Low;M33013;x
9008218;Minister of Armament;フルヘンシオ・バティスタ;36;SD;Corrupt Kleptocrat;Medium;M33034;x
9008219;Minister of Armament;ホセ・オルランド・フェレル;37;SD;Battle Fleet Proponent;Medium;M33065;x
9008220;Minister of Armament;ポリフィリオ・フランカ;40;SC;Corrupt Kleptocrat;Medium;M33066;x
9008221;Minister of Armament;フェデリコ・L・ブル;41;SC;Infantry Proponent;Low;M33014;x
9008222;Minister of Armament;A・デ・アグエロ・イ・ベタンクール;43;SC;Air to Ground Proponent;Medium;M33068;x
9008223;Minister of Armament;マヌエル・フェラーラ;44;PA;Corrupt Kleptocrat;Medium;M33006;x
9008224;Minister of Armament;アルベルト・オファリル;46;PA;Administrative Genius;Medium;M33070;x
9008225;Minister of Armament;カルロス・プリオ;36;LWR;Administrative Genius;High;M33004;x
9008226;Minister of Armament;ファン・マルティネス・ビリェラ;40;LWR;Submarine Proponent;Medium;M33021;x
9008227;Minister of Armament;ミゲル・カンパ・イ・カラベダ;44;LWR;Air to Ground Proponent;Medium;M33051;x
9008228;Minister of Security;エウヘニオ・モリネ・カストロ;36;ML;Crooked Kleptocrat;Medium;M33040;x
9008229;Minister of Security;ヘラルド・マチャド;40;ML;Efficient Sociopath;Medium;M33032;x
9008230;Minister of Security;カルロス・エビア;44;ML;Crime Fighter;High;M33015;x
9008231;Minister of Security;P・デ・ヘスス・カンディエ;36;SD;Back Stabber;Medium;M33077;x
9008232;Minister of Security;A・オデロ・イ・ガルシア;39;SD;Compassionate Gentleman;Medium;M33078;x
9008233;Minister of Security;ポリフィリオ・フランカ;40;SC;Crooked Kleptocrat;Medium;M33066;x
9008234;Minister of Security;C・デ・ラ・トリエンテ・イ・ペラサ;42;SC;Man of the People;Medium;M33080;x
9008235;Minister of Security;ギリェルモ・ポルテラ;43;SC;Back Stabber;Medium;M33081;x
9008236;Minister of Security;フルヘンシオ・バティスタ;44;PA;Crooked Kleptocrat;High;M33034;x
9008237;Minister of Security;アントニオ・S・デ・ブスタメンテ;46;PA;Crime Fighter;Medium;M33083;x
9008238;Minister of Security;サンダリオ・フンコ;36;LWR;Prince of Terror;Very Low;M33025;x
9008239;Minister of Security;ガブリエル・デ・ラ・カンパ・イ・クフィ;44;LWR;Man of the People;Low;M33085;x
9008240;Head of Military Intelligence;ホセ・バルネ・イ・ビナヘラス;36;ML;Political Specialist;Medium;M33001;x
9008241;Head of Military Intelligence;ファン・バルデス・イラリオ;40;ML;Logistics Specialist;Medium;M33016;x
9008242;Head of Military Intelligence;ラファエル・マルティネス・オルティス;44;ML;Dismal Enigma;Medium;M33088;x
9008243;Head of Military Intelligence;ラモン・グラウ・サン・マルティン;36;SD;Political Specialist;Low;M33011;x
9008244;Head of Military Intelligence;カルロス・エビア;38;SD;Industrial Specialist;Low;M33015;x
9008245;Head of Military Intelligence;ポリフィリオ・フランカ;40;SC;Dismal Enigma;Medium;M33066;x
9008246;Head of Military Intelligence;フェデリコ・ラデロ・ブル;44;PA;Technical Specialist;Medium;M33014;x
9008247;Head of Military Intelligence;ファン・バルデス・イラリオ;46;PA;Logistics Specialist;Medium;M33016;x
9008248;Head of Military Intelligence;アントニオ・G・オルメス;36;LWR;Dismal Enigma;Very Low;M33022;x
9008249;Head of Military Intelligence;フィデル・カストロ;44;LWR;Political Specialist;Very Low;M33095;x
9008250;Chief of Staff;フルヘンシオ・バティスタ;36;SC;School of Mass Combat;Undying;M33097;x
9008251;Chief of Staff;ファン・ブラス・エルナンデス;36;LWR;School of Manoeuvre;Medium;M33027;x
9008252;Chief of Staff;フィデル・カストロ;44;LWR;School of Mass Combat;Very Low;M33095;x
9008253;Chief of Army;フルヘンシオ・バティスタ;36;SC;Decisive Battle Doctrine;Undying;M33097;x
9008254;Chief of Army;ファン・ブラス・エルナンデス;36;LWR;Elastic Defence Doctrine;Medium;M33027;x
9008255;Chief of Army;ラウル・カストロ;44;LWR;Static Defence Doctrine;Medium;M33107;x
9008256;Chief of Navy;アンヘル・ゴンサレス;36;SC;Open Seas Doctrine;Medium;M33109;x
9008257;Chief of Navy;サンダリオ・フンコ;36;LWR;Open Seas Doctrine;Medium;M33025;x
9008258;Chief of Air Force;エンリケ・C・ロラス;36;ML;Naval Aviation Doctrine;Medium;M33020;x
9008259;Chief of Air Force;セルジオ・カルボ;44;ML;Vertical Envelopment Doctrine;Medium;M33005;x
9008260;Chief of Air Force;パラエス・メネンデス;44;PA;Air Superiority Doctrine;High;M33118;x
9008261;Chief of Air Force;アルバロ・P・キンタナ;36;LWR;Air Superiority Doctrine;High;M33030;x
9008262;Head of Military Intelligence;ガブリエル・デ・ラ・カンパ・イ・クフィ;41;LWR;Technical Specialist;Low;M33085;x
9008263;Head of Government;ラウル・ロペス・イ・カスティージョ;47;SC;Happy Amateur;High;M33121;x
9008264;Head of Government;マヌエル・デ・バロナ・ロレド;48;SC;Flamboyant Tough Guy;High;M33122;x
9008265;Head of Government;フェリックス・ランチス・サンチェス;50;SC;Political Protege;High;M33123;x
9008266;Head of Government;オスカル・イ・ロペス=マルティネス;51;SC;Naive Optimist;High;M33124;x
