U07;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
9006067;Minister of Security;ミダート・ベジ・フラシェリ;40;PA;Compassionate Gentleman;high;M32002;x
9006068;Minister of Security;オメル・ニシャニ;41;PA;Back Stabber;high;M32032;x
9006069;Minister of Security;イブラヒム・ビカク;43;PA;Prince of Terror;high;M32042;x
9006070;Minister of Security;ナジム・デドリ;44;PA;Efficient Sociopath;high;M32066;x
9006071;Minister of Security;コスタク・コタ;45;PA;Crime Fighter;high;M32052;x
9006072;Minister of Security;ネクシプ・デヴァ;46;PA;Silent Lawyer;high;M32107;x
9006073;Minister of Security;ジュップ・カザジ;36;SC;Crooked Kleptocrat;high;M32015;x
9006074;Minister of Security;ハリル・ネルグッティ;41;SL;Crime Fighter;high;M32109;x
9006075;Minister of Security;ミダート・ベジ・フラシェリ;42;SC;Compassionate Gentleman;high;M32002;x
9006076;Minister of Security;シェフケト・シュクピ;43;SL;Man of the People;high;M32071;x
9006077;Minister of Security;ムスタファ・メルリカ;44;SL;Back Stabber;high;M32057;x
9006078;Minister of Security;シェラル・ミトロヴィカ;46;SC;Crooked Kleptocrat;high;M32091;x
9006079;Minister of Security;マリク・ブシャティ;39;FA;Crooked Kleptocrat;high;M32024;x
9006080;Minister of Security;エクレム・リボホヴァ;41;FA;Man of the People;high;M32048;x
9006081;Minister of Security;コル・ビベ・ミラカジ;42;FA;Crooked Kleptocrat;high;M32074;x
9006082;Minister of Security;ヌヒ・ベリシャ;43;FA;Compassionate Gentleman;high;M32075;x
9006083;Minister of Security;パンディ・クリスト;39;ST;Prince of Terror;high;M32035;x
9006084;Minister of Security;ハッサン・シャカビ;41;ST;Compassionate Gentleman;high;M32077;x
9006085;Minister of Security;ハクシ・レシ;42;ST;Efficient Sociopath;high;M32014;x
9006086;Minister of Security;ズーディ・シャバニ;43;ST;Crime Fighter;high;M32121;x
9006087;Minister of Security;アジズ・スレジマニ;44;ST;Crooked Kleptocrat;high;M32040;x
9006088;Minister of Security;ハジレ・フェタウ;45;ST;Man of the People;high;M32039;x
9006089;Head of Military Intelligence;クアマル・パカジ;39;PA;Naval Intelligence Specialist;high;M32009;x
9006090;Head of Military Intelligence;フアト・アスラム;42;PA;Logistics Specialist;high;M32003;x
9006091;Head of Military Intelligence;アフマド・ザヒール;44;PA;Technical Specialist;high;M32127;x
9006092;Head of Military Intelligence;シャファー・イェピ;41;SC;Logistics Specialist;high;M32056;x
9006093;Head of Military Intelligence;レシェプ・ミトロヴィカ;42;SC;Political Specialist;high;M32046;x
9006094;Head of Military Intelligence;ハジレ・ディズダリ;44;SC;Technical Specialist;high;M32090;x
9006095;Head of Military Intelligence;シェラル・ミトロヴィカ;45;SC;Dismal Enigma;high;M32091;x
9006096;Head of Military Intelligence;ケマル・コマニ;39;FA;Dismal Enigma;high;M32007;x
9006097;Head of Military Intelligence;マリク・ブシャティ;42;FA;Logistics Specialist;high;M32024;x
9006098;Head of Military Intelligence;ハッサン・ベゴリ;43;FA;Political Specialist;high;M32073;x
9006099;Head of Military Intelligence;ヌヒ・ベリシャ;44;FA;Industrial Specialist;high;M32075;x
9006100;Head of Military Intelligence;エッサド・パチャ;39;ST;Dismal Enigma;high;M32036;x
9006101;Head of Military Intelligence;ズーディ・シャバニ;41;ST;Political Specialist;high;M32121;x
9006102;Head of Military Intelligence;アバズ・クピ;42;ST;Industrial Specialist;high;M32129;x
9006103;Head of Military Intelligence;ジュップ・カザジ;44;ST;Naval Intelligence Specialist;high;M32015;x
9006104;Head of Military Intelligence;ナノ・シャナ;45;ST;Logistics Specialist;high;M32098;x
9006105;Chief of Staff;レシェプ・ミトロヴィカ;39;PA;School of Mass Combat;high;M32046;x
9006106;Chief of Staff;ナジム・デドリ;42;PA;School of Fire Support;high;M32066;x
9006107;Chief of Staff;ハジレ・ディズダリ;42;SC;School of Defence;high;M32090;x
9006108;Chief of Staff;シェラル・ミトロヴィカ;43;SC;School of Manoeuvre;high;M32091;x
9006109;Chief of Staff;ソクラト・アゴリ;44;SC;School of Psychology;high;M32149;x
9006110;Chief of Staff;シェフケト・ヴァーラシ;40;FA;School of Psychology;high;M32047;x
9006111;Chief of Staff;コル・ビベ・ミラカジ;41;FA;School of Manoeuvre;high;M32074;x
9006112;Chief of Staff;クリスト・カジュピ;42;FA;School of Mass Combat;high;M32145;x
9006113;Chief of Staff;メメート・シェフ;39;ST;School of Mass Combat;high;M32017;x
9006114;Chief of Staff;ズーディ・シャバニ;42;ST;School of Manoeuvre;high;M32121;x
9006115;Chief of Staff;プレンク・ペルヴィジ;44;ST;School of Fire Support;high;M32156;x
9006116;Chief of Army;セリム・モイショウ;38;PA;Elastic Defence Doctrine;high;M32018;x
9006117;Chief of Army;クリスト・カジュピ;39;PA;Static Defence Doctrine;high;M32145;x
9006118;Chief of Army;ソクラト・アゴリ;42;PA;Guns and Butter Doctrine;high;M32149;x
9006119;Chief of Army;アレクサンダー・モリ;44;PA;Decisive Battle Doctrine;high;M32161;x
9006120;Chief of Army;ハジレ・ディズダリ;42;SC;Decisive Battle Doctrine;high;M32090;x
9006121;Chief of Army;シェラル・ミトロヴィカ;44;SC;Guns and Butter Doctrine;high;M32091;x
9006122;Chief of Army;ムスタファ・メルリカ;45;SL;Static Defence Doctrine;high;M32057;x
9006123;Chief of Army;ケマル・コマニ;36;FA;Armoured Spearhead Doctrine;high;M32007;x
9006124;Chief of Army;コル・ビベ・ミラカジ;42;FA;Elastic Defence Doctrine;high;M32074;x
9006125;Chief of Army;メメート・シェフ;39;ST;Guns and Butter Doctrine;high;M32017;x
9006126;Chief of Army;ハッサン・シャカビ;42;ST;Decisive Battle Doctrine;high;M32077;x
9006127;Chief of Army;プレンク・ペルヴィジ;44;ST;Elastic Defence Doctrine;high;M32156;x
9006128;Chief of Army;アジズ・スレジマニ;45;ST;Armoured Spearhead Doctrine;high;M32040;x
9006129;Chief of Navy;レシェプ・ミトロヴィカ;40;PA;Indirect Approach Doctrine;high;M32046;x
9006130;Chief of Navy;スティッフェン・デルヴィン;41;PA;Base Control Doctrine;high;M32020;x
9006131;Chief of Navy;ナジム・デドリ;42;PA;Decisive Naval Battle Doctrine;high;M32066;x
9006132;Chief of Navy;ネクシプ・デヴァ;44;PA;Power Projection Doctrine;high;M32107;x
9006133;Chief of Navy;シェラル・ミトロヴィカ;42;SC;Base Control Doctrine;high;M32091;x
9006134;Chief of Navy;ハジレ・ディズダリ;44;SC;Decisive Naval Battle Doctrine;high;M32090;x
9006135;Chief of Navy;イスマエル・ガクサ;39;FA;Open Seas Doctrine;high;M32029;x
9006136;Chief of Navy;ハッサン・ベゴリ;42;FA;Power Projection Doctrine;high;M32073;x
9006137;Chief of Navy;ハジレ・フェタウ;39;ST;Decisive Naval Battle Doctrine;high;M32039;x
9006138;Chief of Navy;エンヴェル・ホッジャ;42;ST;Open Seas Doctrine;high;M32034;x
9006139;Chief of Navy;ハリル・ネルグッティ;44;ST;Power Projection Doctrine;high;M32109;x
9006140;Chief of Air Force;フィクリ・ディネ;42;PA;Army Aviation Doctrine;high;M32043;x
9006141;Chief of Air Force;ネクシプ・デヴァ;44;PA;Carpet Bombing Doctrine;high;M32107;x
9006142;Chief of Air Force;アフマド・ザヒール;45;PA;Air Superiority Doctrine;high;M32127;x
9006143;Chief of Air Force;シェラル・ミトロヴィカ;42;SC;Air Superiority Doctrine;high;M32091;x
9006144;Chief of Air Force;ソクラト・アゴリ;44;SC;Army Aviation Doctrine;high;M32149;x
9006145;Chief of Air Force;スティッフェン・デルヴィン;39;FA;Naval Aviation Doctrine;high;M32020;x
9006146;Chief of Air Force;エクレム・リボホヴァ;40;FA;Carpet Bombing Doctrine;high;M32048;x
9006147;Chief of Air Force;ヌヒ・ベリシャ;41;FA;Army Aviation Doctrine;high;M32075;x
9006148;Chief of Air Force;ハッサン・ベゴリ;42;FA;Vertical Envelopment Doctrine;high;M32073;x
9006149;Chief of Air Force;アジズ・スレジマニ;39;ST;Vertical Envelopment Doctrine;high;M32040;x
9006150;Chief of Air Force;エンヴェル・ホッジャ;42;ST;Carpet Bombing Doctrine;high;M32034;x
9006151;Chief of Air Force;ハジレ・フェタウ;43;ST;Air Superiority Doctrine;high;M32039;x
9006152;Chief of Air Force;プレンク・ペルヴィジ;44;ST;Naval Aviation Doctrine;high;M32156;x
9006153;Chief of Air Force;ズーディ・シャバニ;45;ST;Army Aviation Doctrine;high;M32121;x
9006154;Head of State;ゲオルギオス2世;36;PA;Insignificant Layman;high;M18001;x
9006155;Head of Government;コンスタンティノス・デメルチス;36;PA;Naive Optimist;high;M18002;x
9006156;Foreign Minister;コンスタンティノス・デメルチス;36;PA;Biased Intellectual;high;M18002;x
9006157;Minister of Armament;ゲオルギオス・マントザヴィノス;36;PA;Military Entrepreneur;high;M18004;x
9006158;Minister of Security;ゲオルギオス・ロゴセティス;36;PA;Crime Fighter;high;M18005;x
9006159;Head of Military Intelligence;ゲオルギオス・ロゴセティス;36;PA;Dismal Enigma;high;M18005;x
9006160;Chief of Staff;テオドール・パンガロス;36;PA;School of Defence;high;M18007;x
9006161;Chief of Army;アレクサンドロス・パパゴス;36;PA;Elastic Defence Doctrine;high;M18008;x
9006162;Chief of Navy;アナスタシオ・サケラリオウ;36;PA;Open Seas Doctrine;high;M18009;x
9006163;Chief of Air Force;エレフテリオス・ヴェネゼロス;36;PA;Army Aviation Doctrine;high;M18010;x
9006164;Head of State;ゲオルギオス2世;36;SL;Insignificant Layman;high;M18001;x
9006165;Head of State;大主教ダマスキノス;41;SL;Barking Buffoon;high;M18032;x
9006166;Head of State;パヴロス1世;47;SL;Die-hard Reformer;high;M18033;x
9006167;Head of State;ゲオルギオス2世;36;SC;Insignificant Layman;high;M18001;x
9006168;Head of State;大主教ダマスキノス;41;SC;Barking Buffoon;high;M18032;x
9006169;Head of State;パヴロス1世;47;SC;Die-hard Reformer;high;M18033;x
9006170;Head of State;ゲオルギオス2世;36;FA;Insignificant Layman;high;M18001;x
9006171;Head of State;大主教ダマスキノス;41;PA;Barking Buffoon;high;M18032;x
9006172;Head of State;グリゴリエフ・ムルノフ;41;NS;Weary Stiffneck;high;M18040;x
9006173;Head of State;マリオ・ヴェルセリノ;42;NS;Resigned Generalissimo;high;M18041;x
9006174;Head of State;ラインハルト・アルテンバーグ;43;NS;Autocratic Charmer;high;M18042;x
9006175;Head of State;パヴロス1世;47;PA;Die-hard Reformer;high;M18033;x
9006176;Head of State;ギオルギス・シアントス;36;ST;Popular Figurehead;high;M18021;x
9006177;Head of State;ニコス・ザハリアディス;44;ST;Autocratic Charmer;high;M18022;x
9006178;Head of Government;テミストクレス・ソフォウリス;36;SL;Flamboyant Tough Guy;high;M18014;x
9006179;Head of Government;ゲオルギオス・パパンドレオ;44;SL;Silent Workhorse;high;M18015;x
9006180;Head of Government;パナジオリス・ポウリトサス;46;SL;Smiling Oilman;high;M18048;x
9006181;Head of Government;イオアニス・メタクサス;36;SC;Old General;high;M18049;x
9006182;Head of Government;アレクサンドロス・コリジス;41;SC;Political Protege;high;M18050;x
9006183;Head of Government;エマノウエル・ツォウデロス;41;SC;Happy Amateur;high;M18051;x
9006184;Head of Government;ソフォクレス・ヴェニゼロス;44;SC;Naive Optimist;high;M18012;x
9006185;Head of Government;コンスタンティノス・ツァルダリス;46;SC;Old General;high;M18053;x
9006186;Head of Government;ディミトリオス・マキシモス;47;SC;Political Protege;high;M18054;x
9006187;Head of Government;パナジス・ツァルダリス;36;FA;Flamboyant Tough Guy;high;M18055;x
9006188;Head of Government;ゲオルギアス・ツォラコグロウ;41;NS;Old General;high;M18056;x
9006189;Head of Government;コンスタンティノス・ロゴセトポウロス;42;NS;Corporate Suit;high;M18057;x
9006190;Head of Government;イオアニス・ラリス;43;NS;Naive Optimist;high;M18058;x
9006191;Head of Government;大主教ダマスキノス;45;PA;Flamboyant Tough Guy;high;M18032;x
9006192;Head of Government;ニコラオス・プラスティラス;45;PA;Old General;high;M18060;x
9006193;Head of Government;ペトロス・ヴォウルガリス;45;PA;Naive Optimist;high;M18061;x
9006194;Head of Government;パナジオティス・カネロポウロス;45;PA;Smiling Oilman;high;M18062;x
9006195;Head of Government;ミリティアデス・ポルフィロギンス;36;ST;Ambitious Union Boss;high;M18029;x
9006196;Head of Government;ニコス・ザハリアディス;41;ST;Smiling Oilman;high;M18022;x
9006197;Head of Government;エヴリピディス・バキルトリス;44;ST;Happy Amateur;high;M18065;x
9006198;Head of Government;マルコス・ヴァフィアディス;46;ST;Backroom Backstabber;high;M18066;x
9006199;Foreign Minister;ゲオルギオス・パパンドレオ;44;SL;Biased Intellectual;high;M18015;x
9006200;Foreign Minister;イオアニス・サフィアノポウロス;45;SL;Great Compromiser;high;M18068;x
9006201;Foreign Minister;コンスタンティノス・レンティス;46;SL;Apologetic Clerk;high;M18069;x
9006202;Foreign Minister;イオアニス・メタクサス;36;SC;General Staffer;high;M18049;x
9006203;Foreign Minister;アレクサンドロス・コリジス;41;SC;Great Compromiser;high;M18050;x
9006204;Foreign Minister;エマノウエル・ツォウデロス;41;SC;Apologetic Clerk;high;M18051;x
9006205;Foreign Minister;ソフォクレス・ヴェニゼロス;44;SC;Great Compromiser;high;M18012;x
9006206;Foreign Minister;コンスタンティノス・ツァルダリス;46;ML;The Cloak N Dagger Schemer;high;M18053;x
9006207;Foreign Minister;デモステネス・ニコラディス;36;FA;Ideological Crusader;high;M18075;x
9006208;Foreign Minister;ゲオルギアス・ツォラコグロウ;41;NS;General Staffer;high;M18056;x
9006209;Foreign Minister;コンスタンティノス・ロゴセトポウロス;42;NS;Biased Intellectual;high;M18057;x
9006210;Foreign Minister;イオアニス・ラリス;43;NS;The Cloak N Dagger Schemer;high;M18058;x
9006211;Foreign Minister;ゲオルギオス・パパンドレオ;45;PA;Biased Intellectual;high;M18015;x
9006212;Foreign Minister;イオアネス・ソクラテス・ポリティス;45;PA;Apologetic Clerk;high;M18080;x
9006213;Foreign Minister;パナジオティス・カネロポウロス;45;PA;Great Compromiser;high;M18062;x
9006214;Foreign Minister;パナジオティオス・デメスティカス;46;PA;General Staffer;high;M18082;x
9006215;Foreign Minister;ニコス・ザハリアディス;36;ST;Ideological Crusader;high;M18022;x
9006216;Foreign Minister;ミリティアデス・ポルフィロギンス;46;ST;General Staffer;high;M18029;x
9006217;Foreign Minister;ペトロス・ロウソス;47;ST;Biased Intellectual;high;M18085;x
9006218;Minister of Armament;マルコス・アガノソス;36;SL;Corrupt Kleptocrat;high;M18086;x
9006219;Minister of Armament;テオドロス・マーサル;37;SL;Resource Industrialist;high;M18087;x
9006220;Minister of Armament;テミストクレス・ソフォウリス;41;SL;Administrative Genius;high;M18014;x
9006221;Minister of Armament;アレクサンドロス・スヴォロス;44;SL;Resource Industrialist;high;M18089;x
9006222;Minister of Armament;デメトリオス・ゴウシス;45;SL;Battle Fleet Proponent;high;M18090;x
9006223;Minister of Armament;アレクショー・ツァモトス;36;SC;Submarine Proponent;high;M18091;x
9006224;Minister of Armament;アントワーヌ・フラングリ;38;SC;Air Superiority Proponent;high;M18092;x
9006225;Minister of Armament;タナソス・エクサハリス;39;SC;laissez-faire capitalist;high;M18093;x
9006226;Minister of Armament;タキス・ピペネリス;40;SC;Theoretical Scientist;high;M18094;x
9006227;Minister of Armament;エレフテリオス・ヴェネゼロス;41;SC;Air to Ground Proponent;high;M18010;x
9006228;Minister of Armament;ガエシア・ギアナドス;42;SC;Strategic Air Proponent;high;M18096;x
9006229;Minister of Armament;アナスタシオス・バルディヴィリアス;43;SC;Air to Sea Proponent;high;M18097;x
9006230;Minister of Armament;アナタシオス・カネロポウロス;44;SC;Administrative Genius;high;M18098;x
9006231;Minister of Armament;ギオルギオス・ラヴダス;45;SC;Tank Proponent;high;M18099;x
9006232;Minister of Armament;アルチビアデス・ステファノポウロス;46;SC;laissez-faire capitalist;high;M18100;x
9006233;Minister of Armament;パナジス・ツァルダリス;38;FA;Air to Sea Proponent;high;M18055;x
9006234;Minister of Armament;パヴロス・ミルジアディス;41;NS;Resource Industrialist;high;M18103;x
9006235;Minister of Armament;クリストス・チガンテス;42;NS;Resource Industrialist;high;M18104;x
9006236;Minister of Armament;ニコラオス・ヴォウツィナリス;43;NS;Theoretical Scientist;high;M18105;x
9006237;Minister of Armament;イオアニス・ヴェニゼロス;44;PA;Military Entrepreneur;high;M18106;x
9006238;Minister of Armament;ニコラオス・プラスティラス;45;PA;Infantry Proponent;high;M18060;x
9006239;Minister of Armament;ギオルギス・シアントス;36;ST;Resource Industrialist;high;M18021;x
9006240;Minister of Security;ゲオルギオス・パパンドレオ;36;SL;Efficient Sociopath;high;M18015;x
9006241;Minister of Security;マルコス・アガノソス;41;SL;Silent Lawyer;high;M18086;x
9006242;Minister of Security;エリアス・パナキリス;44;SL;Crime Fighter;high;M18111;x
9006243;Minister of Security;エヴァンジェロス・パパノウトソス;45;SL;Compassionate Gentleman;high;M18112;x
9006244;Minister of Security;パナジオリス・ポウリトサス;46;SL;Prince of Terror;high;M18048;x
9006245;Minister of Security;ギオルギオス・ニコライデス;36;SC;Back Stabber;high;M18114;x
9006246;Minister of Security;ラウル・ビビカ・ロセッティ;41;SC;Compassionate Gentleman;high;M18115;x
9006247;Minister of Security;ディミトリオス・マキシモス;44;SC;Crime Fighter;high;M18054;x
9006248;Minister of Security;コンスタンティノス・ツァルダリス;44;SC;Man of the People;high;M18117;x
9006249;Minister of Security;タナシス・アグニデス;45;SC;Efficient Sociopath;high;M18118;x
9006250;Minister of Security;パナジオティス・カファンタリス;46;SC;Silent Lawyer;high;M18119;x
9006251;Minister of Security;ステファノス・ラキアントス;47;SC;Crooked Kleptocrat;high;M18120;x
9006252;Minister of Security;クリストス・チガンテス;38;FA;Prince of Terror;high;M18104;x
9006253;Minister of Security;グリゴリエフ・ムルノフ;41;NS;Crime Fighter;high;M18040;x
9006254;Minister of Security;マリオ・ヴェルセリノ;42;NS;Back Stabber;high;M18041;x
9006255;Minister of Security;ラインハルト・アルテンバーグ;43;NS;Crooked Kleptocrat;high;M18042;x
9006256;Minister of Security;大主教ダマスキノス;44;PA;Efficient Sociopath;high;M18032;x
9006257;Minister of Security;アルチビアデス・ステファノポウロス;44;PA;Compassionate Gentleman;high;M18100;x
9006258;Minister of Security;クリストス・トリアンタフィリディス;46;PA;Man of the People;high;M18128;x
9006259;Minister of Security;ギアネス・イオアニデス;36;ST;Prince of Terror;high;M18025;x
9006260;Minister of Security;マルコス・ヴァフィアディス;41;ST;Silent Lawyer;high;M18066;x
9006261;Minister of Security;ストラトス・パイオムチス;45;ST;Efficient Sociopath;high;M18131;x
9006262;Head of Military Intelligence;ゲオルギオス・パパンドレオ;36;SL;Political Specialist;high;M18015;x
9006263;Head of Military Intelligence;コスタス・モウラス;44;SL;Naval Intelligence Specialist;high;M18133;x
9006264;Head of Military Intelligence;アナスタシオス・バルディヴィリアス;36;SC;Naval Intelligence Specialist;high;M18097;x
9006265;Head of Military Intelligence;ゲオルギオス・ドロソポウロス;41;SC;Technical Specialist;high;M18135;x
9006266;Head of Military Intelligence;ゲオルギオス・ストレイト;44;SC;Industrial Specialist;high;M18136;x
9006267;Head of Military Intelligence;アナタシオス・カネロポウロス;46;SC;Dismal Enigma;high;M18098;x
9006268;Head of Military Intelligence;アレクサンドロス・プロパニス;47;SC;Logistics Specialist;high;M18138;x
9006269;Head of Military Intelligence;クリストス・トリアンタフィリディス;36;FA;Dismal Enigma;high;M18128;x
9006270;Head of Military Intelligence;アルチビアデス・ステファノポウロス;37;FA;Industrial Specialist;high;M18100;x
9006271;Head of Military Intelligence;クリストス・チガンテス;41;NS;Industrial Specialist;high;M18104;x
9006272;Head of Military Intelligence;セヴァスティアノス・フォウリディス;42;NS;Logistics Specialist;high;M18142;x
9006273;Head of Military Intelligence;ナポレオン・ゼルヴァス;44;PA;Logistics Specialist;high;M18143;x
9006274;Head of Military Intelligence;ギアネス・イオアニデス;36;ST;Political Specialist;high;M18025;x
9006275;Head of Military Intelligence;エヴリピディス・バキルトリス;41;ST;Industrial Specialist;high;M18065;x
9006276;Chief of Staff;アレクサンドロス・パパゴス;36;SC;School of Defence;high;M18007;x
9006277;Chief of Staff;ギオルギオス・ラヴダス;39;SC;School of Manoeuvre;high;M18099;x
9006278;Chief of Staff;パラスコス・メリッシノス;40;SC;School of Mass Combat;high;M18152;x
9006279;Chief of Staff;ヴァシリオス・ツォウノウカス;44;SC;School of Fire Support;high;M18153;x
9006280;Chief of Staff;アナスタシオス・サケラリオウ;46;SC;School of Psychology;high;M18009;x
9006281;Chief of Staff;ギオルギオス・コンディリス;36;FA;School of Manoeuvre;high;M18155;x
9006282;Chief of Staff;ゲオルギアス・ツォラコグロウ;41;NS;School of Manoeuvre;high;M18056;x
9006283;Chief of Staff;ニコラオス・プラスティラス;44;PA;School of Psychology;high;M18060;x
9006284;Chief of Staff;レオニダス・パラスケヴォポウロス;46;PA;School of Mass Combat;high;M18159;x
9006285;Chief of Staff;ステファノス・サラフィス;36;ST;School of Mass Combat;high;M18027;x
9006286;Chief of Army;ギオルギオス・ロウソウポウロス;41;SL;Elastic Defence Doctrine;high;M18162;x
9006287;Chief of Army;ヴァシリオス・ツォウノウカス;41;SC;Decisive Battle Doctrine;high;M18153;x
9006288;Chief of Army;ゲオルギオス・ストレイト;44;SC;Guns and Butter Doctrine;high;M18136;x
9006289;Chief of Army;ギオルギオス・ラヴダス;45;SC;Armoured Spearhead Doctrine;high;M18099;x
