U92;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
1100019;ゼネラルダイノミクス;USA07;8;1930;2110;artillery;chemistry;mechanics;technical_efficiency;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100020;ノースロック・グラナン社;USA08;8;1900;2110;artillery;chemistry;mechanics;technical_efficiency;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100021;ロックウィード・マーディン;USA06;8;1900;2110;chemistry;electronics;artillery;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100022;マクダエル・ドクラム社;USA03;9;1900;2110;chemistry;electronics;general_equipment;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100023;ノースアメリカーナ;T132;7;1930;2110;chemistry;artillery;electronics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100024;欧州連合軍;nato1;9;1930;2110;centralized_execution;combined_arms_focus;small_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100025;大西洋連合軍;nato2;9;1930;2110;carrier_tactics;centralized_execution;large_taskforce_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100027;NATO即応部隊;nato3;9;1930;2110;combined_arms_focus;decentralized_execution;small_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100028;NATO宇宙総軍;nato4;9;1930;2110;aircraft_testing;bomber_tactics;decentralized_execution;fighter_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100029;ロスアラモス国立研究所;losalamos;9;1930;2110;nuclear_physics;nuclear_engineering;mathematics;management;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100030;シュコダ社;T1105;8;1970;1970;mechanics;industrial_engineering;management;technical_efficiency;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100031;ダッスオー;EU06;7;1930;2110;chemistry;artillery;mechanics;technical_efficiency;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100032;サーグ;EU05;9;1930;2110;aeronautics;electronics;mechanics;technical_efficiency;rocketry;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100033;パラヴィア・インダストリアル;EU09;9;1930;2110;chemistry;electronics;industrial_engineering;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100034;ユーロファイタス;EU04;9;1930;2110;artillery;mechanics;electronics;technical_efficiency;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100035;OTT;EU01;8;1930;2110;naval_artillery;artillery;chemistry;mechanics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100036;ラインメイタル社;EU03;8;1930;2110;artillery;chemistry;mechanics;electronics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100037;ダイムラー・ベンツ社;T_DFR_DaimlerBenz;7;1930;2110;artillery;electronics;industrial_engineering;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100038;ジーメンス社;T14;7;1930;2110;electronics;industrial_engineering;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100039;エンフィールド工廠;T305;7;1930;2110;artillery;general_equipment;mechanics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100040;ルノー社;T1410;7;1930;2110;general_equipment;industrial_engineering;management;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100041;シュナイダー社;T1413;7;1930;2110;artillery;chemistry;electronics;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1100042;ボフォースAB社;T3201;9;1930;2110;artillery;management;chemistry;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100043;LMエリクソン社;T3207;8;1930;2110;electronics;management;mechanics;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
