JMDB_12_DESC;BETAの襲撃により、懸命の防戦虚しくとうとう関東地方を奪われてしまい、とり残された多くの国民が犠牲となった。我々は、犠牲となった人々をそしてこの悲劇を引き起こしたＢＥＴＡへの恨みを決して忘れはしないだろう;;;;;;;;;;x
JMDB_13_DESC;BETAの襲撃により、懸命の防戦虚しくとうとう東北地方を奪われてしまい、とり残された多くの国民が犠牲となった。我々は、犠牲となった人々をそしてこの悲劇を引き起こしたＢＥＴＡへの恨みを決して忘れはしないだろう;;;;;;;;;;x
JMDB_14_DESC;BETAの襲撃により、懸命の防戦虚しくとうとう北海道地方を奪われてしまい、とり残された多くの国民が犠牲となった。我々は、犠牲となった人々をそしてこの悲劇を引き起こしたＢＥＴＡへの恨みを決して忘れはしないだろう;;;;;;;;;;x
JMDB_15_DESC;度重なるBETAの襲撃によりとうとう、日本列島から追い出されてしまった。だが、我々はいつの日か必ず戻ってくるぞ！下等生物共！;;;;;;;;;;x
JMDB_16_DESC;懸命な防戦虚しく、とうとう佐渡島が陥落してしまった。BETA共が本州に侵攻してくる前に対岸の新潟県で防衛体制を整えなければならない。;;;;;;;;;;x
JMDB_17_DESC;千年以上もの歴史を誇る都、京都が必至の防戦にも関わらず陥落してしまった。首都機能は既に帝都東京に移されているが、京都の陥落が兵士達の士気を下げねばよいが……;;;;;;;;;;x
JMDB_18_DESC;とうとう奴らは首都、京都の一歩手前まで来てしまった。だが、帝国斯衛軍をはじめとする日本帝国軍の精鋭部隊が既に万全の迎撃態勢を整えてはいる。しかし、万が一ということもある。我が国の経済の中心地である帝都東京を守るために関東平野に要塞線を築く計画が持ち上がっている。計画は三案あり、第一案は、神奈川県から埼玉県までの三か所に要塞線を築く。第二案は、神奈川県から群馬県までの四か所に要塞線を築く。第三案は、神奈川県から栃木県までの五か所に要塞線を築く案となる。もちろん、要塞を築く箇所を増やせばその分、完成が遅くなる。要塞線を築かず戦術機の生産や改修に費用を回すのもありだ。どの案が一番良いだろうか。;;;;;;;;;;x
JMDB_19_DESC;帝都東京を防衛するための関東防衛線が完成した。第一案の構想通り、神奈川県、東京都、埼玉県に要塞線が築かれた。これで、帝都の守りは盤石だ。;;;;;;;;;;x
JMDB_20_DESC;帝都東京を防衛するための関東防衛線が完成した。第二案の構想通り、神奈川県、東京都、埼玉県、群馬県に要塞線が築かれた。これで、帝都の守りは盤石だ。;;;;;;;;;;x
JMDB_21_DESC;帝都東京を防衛するための関東防衛線が完成した。第三案の構想通り、神奈川県、東京都、埼玉県、群馬県、栃木県に要塞線が築かれた。これで、帝都の守りは盤石だ。;;;;;;;;;;x
JMDB_22_DESC;偵察衛星によって佐渡島にハイヴが建設されたことが確認された。早急に攻略せねば、我々も旧大陸のようにBETAに蹂躙されてしまうだろう。;;;;;;;;;;x
JMDB_23_DESC;偵察衛星によって神奈川県の横浜にハイヴが建設されたことが確認された。早急に攻略せねば、我々も旧大陸のようにBETAに蹂躙されてしまうだろう。;;;;;;;;;;x
JMDB_24_DESC;偵察衛星によって長野県にハイヴが建設されたことが確認された。早急に攻略せねば、我々も旧大陸のようにBETAに蹂躙されてしまうだろう。;;;;;;;;;;x
JMDB_25_DESC;偵察衛星によって京都府にハイヴが建設されたことが確認された。早急に攻略せねば、我々も旧大陸のようにBETAに蹂躙されてしまうだろう。;;;;;;;;;;x
JMDB_26_DESC;偵察衛星によって山口県にハイヴが建設されたことが確認された。早急に攻略せねば、我々も旧大陸のようにBETAに蹂躙されてしまうだろう。;;;;;;;;;;x
JMDB_27_DESC;偵察衛星によって愛媛県にハイヴが建設されたことが確認された。早急に攻略せねば、我々も旧大陸のようにBETAに蹂躙されてしまうだろう。;;;;;;;;;;x
JMDB_28_DESC;偵察衛星によって佐賀県にハイヴが建設されたことが確認された。早急に攻略せねば、我々も旧大陸のようにBETAに蹂躙されてしまうだろう。;;;;;;;;;;x
JMDB_29_DESC;対BETA戦についての会議において、在日米軍が提案した作戦は今までの米軍の行いから予想できるものであったが、過激な内容であった。その内容とは、核兵器の飽和攻撃による殲滅。もしくは新型爆弾のG弾（五次元効果爆弾）を用いての殲滅というものであった。我が国の国内で国土を長い間、汚染する兵器を使用することは断じて許すわけにはいかない。だが、このまま通常戦力のみでBETA共を日本列島から追い出すことができるのか。我々は、どちらの道を選べばよいのだろうか……;;;;;;;;;;x
JMDB_30_DESC;我々は先の会議において、G弾の実戦投入に合意した。この決断によって、我らが故郷が長きに渡って汚染され続けることになるだろう。後に続く子孫達よ……我らのこの決断を許してくれ。;;;;;;;;;;x
JMDB_31_DESC;--------;;;;;;;;;;x
JMDB_32_DESC;対BETA戦についての会議において、在日米軍が提案した作戦は予想に反して穏健な内容であった。その内容とは、従来の通常戦力を用いての防衛作戦を行い、戦力が整ったところで総反撃を開始するというものであった。我々はこの作戦を歓迎するべきだろう。;;;;;;;;;;x
JMDB_33_DESC;アメリカ領グアムより、援軍が到着した。半世紀前に太平洋で戦った相手と共に闘うというのは可笑しくもあるが、それだけにその力には信頼がおける。日米が手を組んで勝てぬ相手などいないということを世界に知らしめてやろう！;;;;;;;;;;x
JMDB_34_DESC;我らの度重なる命令不服従に業を煮やしたのだろうか、アメリカ政府は一方的に日米安全保障条約の破棄と在日米軍の撤退を行った。米軍が撤退したいま、我らに残された戦力は半壊した帝国軍と国連軍のみである。これだけの戦力でBETA共から日本列島を守りきることができるのだろうか。;;;;;;;;;;x
JMDB_35_DESC;西日本の大半を侵略したBETA群は、止まることなく侵攻を続けている。既に西日本での戦いで帝国軍は半壊しており、戦力が圧倒的に足りない状況だ。この戦況において、軍高官の中には後方にいる訓練部隊や教導隊を投入するべきだと主張している者もいるらしい。戦力拡充にために後方に配置している訓練部隊や教導隊を前線に投入することは正しいことなのだろうか。;;;;;;;;;;x
JMDB_36_DESC;戦況が日に日に悪化していき、多くの同胞が犠牲となっている。この状況に心を痛めた政威大将軍殿下が自ら出陣し、国民のために戦うと言われた。一人でも戦力が欲しいこの戦況において、士気高揚・戦力拡充の両方を実現できる殿下の参戦はプラスに働くが……;;;;;;;;;;x
JMDB_37_DESC;国内にハイヴを建設されたいま、ハイヴ攻略のための戦力が必要とされている。必要とされる戦力において最も高価で生産に時間の掛かる兵器である再突入型駆逐艦をどのように入手するかが議論された。;;;;;;;;;;x
JMDB_38_DESC;国際連合の再三の要請に応じる形で大東亜連合軍が参戦した。同じアジア人である彼らは共に闘うのは、非常に心強い。;;;;;;;;;;x
JMDB_39_DESC;一度は我が国より撤退していった米軍が再び共に戦おうと交渉を行ってきた。彼らの狙いは、我が国に建設されたハイヴにG弾を試したいということなのだろうとは簡単に予測がつく。だが、少しでも戦力が欲しいいま、彼らの戦力は、G弾を撃たれる危険性を考慮してもとても魅力的だ。どうするべきであろうか？;;;;;;;;;;x
JMDB_40_DESC;予想していたとはいえ、くそったれなヤンキー共は我が国に事前通告もなしにG弾を使用した。我が国の国土は半永久的に汚染され続けるだろう。覚えていろヤンキーめ……;;;;;;;;;;x
JMDB_41_DESC;1998年のBETAによる、日本本土進攻より一年余りが経過した。多くの同胞、そして戦友が犠牲となったが、我々は優に150個を超える陸上部隊を整備した。今こそ、総反撃を行う時であろう。以下、総攻撃開始前の某軍高官の演説より抜粋\n諸君\n今日、この日……我等は誓おう\nBETAによって故郷を追われ、世界中に散った我らが同胞に\n祖国の為に、命を捧げた全ての戦友に\n必ずやBETA共を駆逐し、故郷を、我等が寄る辺を取り戻すということを\n諸君\nこれより、我等は祖国を蹂躙し、同胞を戦友を奪ったBETA共に総攻撃を開始する。\n故郷を、我等が寄る辺を必ず取り戻し、彼らの無念を晴らすぞ！\n全軍、全面攻勢を開始せよ！！;;;;;;;;;;x
JMDB_42_DESC;人類史上初のハイヴ攻略に成功した。この偉業は、人類の反撃への狼煙となるだろう。;;;;;;;;;;x
JMDB_43_DESC;人類史上初のハイヴ攻略に成功した。この偉業は、人類の反撃への狼煙となるだろう。;;;;;;;;;;x
JMDB_44_DESC;人類史上初のハイヴ攻略に成功した。この偉業は、人類の反撃への狼煙となるだろう。;;;;;;;;;;x
JMDB_45_DESC;人類史上初のハイヴ攻略に成功した。この偉業は、人類の反撃への狼煙となるだろう。;;;;;;;;;;x
JMDB_46_DESC;人類史上初のハイヴ攻略に成功した。この偉業は、人類の反撃への狼煙となるだろう。;;;;;;;;;;x
JMDB_47_DESC;人類史上初のハイヴ攻略に成功した。この偉業は、人類の反撃への狼煙となるだろう。;;;;;;;;;;x
JMDB_48_DESC;人類史上初のハイヴ攻略に成功した。この偉業は、人類の反撃への狼煙となるだろう。;;;;;;;;;;x
JMDB_49_DESC;人類史上初のハイヴ攻略に成功した。この偉業は、人類の反撃への狼煙となるだろう。;;;;;;;;;;x
JMDB_50_DESC;佐渡島ハイヴの攻略に成功した。このことにより、日本の領土から全てのハイヴを排除することに成功した。;;;;;;;;;;x
JMDB_51_DESC;鉄原島ハイヴの攻略に成功した。このことにより、西日本に対するBETAの脅威を取り除くことに成功した。;;;;;;;;;;x
JMDB_52_DESC;支援を表明してくれた周辺諸国が国連軍として参戦した。国家間の垣根を越えて、一つの人類としての力をBETA共に思い知らせてやろう。;;;;;;;;;;x
JMDB_53_DESC;Easeモードにおける初期戦力配置。;;;;;;;;;;x
JMDB_54_DESC;Normalモードにおける初期戦力配置。;;;;;;;;;;x
JMDB_55_DESC;Hardモードにおける初期戦力配置。;;;;;;;;;;x
JMDB_56_DESC;本シナリオにおける難易度を選択してください。難易度によって人類の初期戦力・労働力、BETAの初期戦力及びイベントが変化します。;;;;;;;;;;x
JMDB_57_DESC;中部地方日本海沿岸部に位置する石川県に大規模のBETA群が上陸してきた。おそらく、九州に上陸したBETA群と同じく重慶ハイヴより侵攻してきたものだろう。現地には、すでに軍が展開しておりBETAの強襲に対して応戦している。現地の部隊のみでは、大規模BETA群に対応するのは難しいことだろう。早急に援軍を送らなければならない。;;;;;;;;;;x
JMDB_101_DESC;--------;;;;;;;;;;x
JMDB_102_DESC;--------;;;;;;;;;;x
JMDB_103_DESC;--------;;;;;;;;;;x
JMDB_104_DESC;--------;;;;;;;;;;x
JMDB_105_DESC;--------;;;;;;;;;;x
JMDB_106_DESC;--------;;;;;;;;;;x
JMDB_107_DESC;--------;;;;;;;;;;x
JMDB_108_DESC;--------;;;;;;;;;;x
JMDB_109_DESC;--------;;;;;;;;;;x
JMDB_110_DESC;--------;;;;;;;;;;x
JMDB_111_DESC;--------;;;;;;;;;;x
JMDB_112_DESC;--------;;;;;;;;;;x
JMDB_113_DESC;--------;;;;;;;;;;x
JMDB_114_DESC;--------;;;;;;;;;;x
JMDB_115_DESC;--------;;;;;;;;;;x
JMDB_116_DESC;--------;;;;;;;;;;x
JMDB_117_DESC;--------;;;;;;;;;;x
JMDB_118_DESC;--------;;;;;;;;;;x
JMDB_119_DESC;--------;;;;;;;;;;x
JMDB_120_DESC;--------;;;;;;;;;;x
JMDB_121_DESC;--------;;;;;;;;;;x
JMDB_201_DESC;当初、予想していたよりもBETA共の侵攻ははやく、早急に対応策を練らなければならなくなった。そこで日本帝国に二つの作戦案を提示することが参謀本部より挙げられた。第一案、核兵器の飽和攻撃による殲滅又は新型爆弾、G弾(五次元効果弾)を用いての完全殲滅。第二案は、帝国に無用な反感と将来への禍根を残さないために通常戦力の増援による防衛作戦である。どちらの作戦が良いのだろうか。;;;;;;;;;;x
JMDB_202_DESC;日本帝国が我々が提示した防衛作戦に賛同した。これで心置きなくG弾を使用することができる。下等生物共に新型爆弾の味を教えてやろう。;;;;;;;;;;x
JMDB_203_DESC;--------;;;;;;;;;;x
JMDB_204_DESC;日本帝国が我々が提示した防衛作戦に賛同した。彼らとは半世紀前に太平洋で激闘を繰り広げた相手なので、共に闘うという今の状況が可笑しくもあるが、それだけに彼らの底力は分かっている。日米が手を組んで勝てぬ相手などいないということを世界に知らしめてやろう。;;;;;;;;;;x
JMDB_205_DESC;イエローモンキー共が我々が提示した作戦を拒否した。これまでにも何度もこちらの命令を聞こうともしなかったが、今回のことで合衆国政府は日米安全保障条約の破棄と日本に展開する軍を撤退させることも検討している。G弾を使用するには、我々が撤退した後、日本が窮地に立ってから再び参戦。イエローモンキー共に我々が行う作戦に文句を言う力を削ぐ策が良いだろか。;;;;;;;;;;x
JMDB_206_DESC;日米安全保障条約破棄により、日本より撤退を行ったが我が国の防衛上・そして経済上の理由から、日本列島をBETA共に落とされるわけにはいかない。こちらが一方的に破棄したということやこちらがG弾を試したがっているということを知っている彼の国は、参戦にはあまりいい顔はしないだろう。だが、彼の国の軍事力は既に半減している。我々の要求を撥ね退けることなどできないだろう。;;;;;;;;;;x
JMDB_207_DESC;日本帝国への通告なしでG弾を実戦投入した結果、BETA共の大半を凪払うという凄まじい結果になった。その威力は凄まじいの一言である。この爆弾さえあれば、BETA共から旧大陸が重力変調により汚染されるというリスクがあるが取り戻すこともできるだろう。なに、旧大陸が駄目になろうと我がアメリカがさえあれば、世界は問題なく回る。我がアメリカ合衆国こそが世界だ。;;;;;;;;;;x
JMDB_301_DESC;今だに参戦していない大東亜連合に対して対BETA戦に参戦するよう要請を行う。;;;;;;;;;;x
JMDB_302_DESC;BETAの脅威に晒されている日本帝国を救うため、多くの国から軍が派遣されてきた。彼らを国連軍としてまとめ、日本列島に巣食うBETA共を日本帝国軍と共に蹴散らしてやろう！;;;;;;;;;;x
JMDB_401_DESC;国際連合から日本列島で起こっている対BETA戦に参戦するように要請が来た。日本列島が陥落すれば、強力な国力を持つ国が一つ無くなるというだけでなく、軍事・経済・政治の全ての面において多大な影響が出ることが予測される。国際連合の要請を受け、参戦するべきだろう。;;;;;;;;;;x
JMDB_10001_DESC;ハイヴを攻略し、どうにか日本列島よりBETA群を追い払うことに成功した。だが、いまだに佐渡島にハイヴが残されており、BETAの脅威を日本列島を取り除くことはできなかった。;;;;;;;;;;x
JMDB_10002_DESC;日本の国土より完全にBETA共を追い払うことに成功した。今日という日を我々は決して忘れはしないだろう。;;;;;;;;;;x
JMDB_10003_DESC;BETA群の津波のごとき勢いの前に必死の防戦空しくとうとう日本列島より撤退するという事態になってしまった。だが、覚えていろ。我々は必ずや再び戻ってくるぞ！;;;;;;;;;;x
JMDB_10004_DESC;必死の防戦により、なんとか東日本を守りきることに成功した。だが、国内に二つものハイヴを建設されてしまった、いま、我々は絶望に彩られているだろう………;;;;;;;;;;x
## 英本土攻防戦;;;;;;;;;;;x
DMUK_2031_DESC;南部イングランドをBETAに占領された今、これ以上の北進を防ぐために訓練部隊や教導部隊を含めた全予備兵力の動員を行うべきだろうか。;;;;;;;;;;x
DMUK_2032_DESC;大陸での激戦で東西ドイツ軍は大きく損耗している。英本土防衛において両ドイツ軍の戦力は喉から手が出るほど欲しいものである。部隊を再編成するべきだろうか?;;;;;;;;;;x
DMUK_2033_DESC;グリーンランドで開かれた東西ドイツ首脳陣の会議において対立の解消と、対BETA戦においての軍事的、経済的、政治的協力を取り決めた。;;;;;;;;;;x
DMUK_2034_DESC;大陸から撤退した西ドイツ軍の再編成が終了し、西ドイツ陸軍第1戦術機甲軍が編成された。;;;;;;;;;;x
DMUK_2035_DESC;大陸から撤退した東ドイツ軍の再編成が終了し、東ドイツ陸軍第2戦術機甲軍が編成された。;;;;;;;;;;x
DMUK_2041_DESC;仏・西独陥落後の1985年以降、英国本土防衛戦が開始されると同時にBETAの欧州侵攻は更に勢いを増し、欧州戦線はイギリス、イタリア南部、スペイン、ポルトガル、ノルウェーの各戦線において辛うじて防衛を行っている状況であり、欧州連合軍の中核たるイギリスもBETAの大規模な上陸攻勢を受けてドーバー海峡の防衛拠点が陥落、ロンドンにおける攻防戦が始まっている状況であった。幸いにも英国本土防衛戦は海軍戦力の支援が可能な点から、人類側にとって完全に不利な状況でこそなかったが、その反面で水上戦闘艦艇の不足・損失が相次いで発生している状況でもあったため、欧州連合軍司令部はこの状況を打開すべく地中海にて活動している艦隊を回航、英国本土防衛戦へと参加させることを画策した。回航ルートには当初、アイリッシュ海側の航路が選ばれたが、BETA群の寸断を狙った対地砲撃任務を含んだことで航路は英仏海峡となり、かつての英仏海峡突破作戦――チャンネル・ダッシュを彷彿とさせる作戦となった。奇しくも、その回航部隊に選ばれたのは西ドイツ海軍であり、アフリカにおいて改装工事と修理を終えたばかりの「フリードリヒ・デア・グロッセ」「シャルンホルスト」「グナイゼナウ」「プリンツ・オイゲン」「リリー・マルレーン」を中心とする西ドイツ海軍水上打撃部隊の主力たる艦艇で構成されていた。また戦術機部隊を投入するために戦術機母艦・戦術機揚陸艦も随伴する大規模艦隊となった。また、虎の子の母艦群は海峡付近でのレーザー照射によるを回避するため、艦隊内では唯一アイルランド側の航路を目指すことになる。また、この作戦はスカラゲク海峡の撤退以後に行われた作戦の中では初となる攻勢作戦であり、西ドイツ陥落後の反攻作戦を待ちわびていた将兵達の士気は非常に高いものであった。  ;;;;;;;;;;x
DMUK_2301_DESC;グレートブリテン島にBETAが大規模上陸した今、米大陸防衛の観点からもグレートブリテン島を失うことは避けたい。召集された安全保障理事会では国連統合軍の英国への増派の協議が行われた。;;;;;;;;;;x
DMUK_2302_DESC;国連安全保障理事会で採択された対英国国連軍増派決議によって国連統合軍の増援が到着した。;;;;;;;;;;x
DMUK_2201_DESC;英国がBETAの手に落ちるようなことになればそこから米本土への侵攻も考えられると言う懸念から米軍上層部内で本土にいる部隊を英国に派遣するという意見が出た。;;;;;;;;;;x
DMUK_2202_DESC;米軍の統合参謀本部会議の決定と米大統領命令により米本土にいた第一騎兵師団を主力とする援英派遣軍が到着した。;;;;;;;;;;x
DMUK_2203_DESC;米軍内で出た本土部隊の英国派遣は本土防衛能力の減衰を招くため行われなかったが、米欧州方面軍の増援は行われることとなった。;;;;;;;;;;x
DMUK_1000001_DESC;BETAの大規模上陸から始まった英本土決戦は欧州連合軍、米軍、国連軍により英本土の奪還と言う結果となった。しかし対岸のフランスは未だBETAに占領されたままであり、今後もBETAの脅威は長くあり続けるだろう。;;;;;;;;;;x
DMUK_1000002_DESC;BETAの大規模上陸から始まった英本土決戦は欧州連合軍、米軍、国連軍により英本土の奪還と言う結果となった。また、フランス対岸にある程度の橋頭堡を築くことにも成功し、今後はそこからBETAの間引き作戦が行われるだろう。;;;;;;;;;;x
DMUK_1000003_DESC;BETAの大規模上陸から始まった英本土決戦は北部スコットランドまで追い詰められる結果となった。しかしグレートブリテン島の完全制圧だけはなんとしてでも避けなければならない。これ以上のBETAの勢力伸張は米本土への直接攻撃すら可能とするだろう。;;;;;;;;;;x
DMUK_1000004_DESC;BETAの大規模上陸から始まった英本土決戦はイングランド南部を奪還できないまま膠着状態に陥った。なんとしてでも事態を打開し、本土を奪還するべきだろう。;;;;;;;;;;x
## 欧州奪還作戦-メロヴィング-;;;;;;;;;;;x
MS_3031_DESC;パリとアムステルダムを奪還した今、更なる奪還作戦を遂行するために本土にて待機中の予備軍を投入するべきだろうか。;;;;;;;;;;x
MS_3041_DESC;「諸君、我々は今日この日を待った、待ち続けた。劣等生物どもに我々の家を踏み荒らされながらずっと待った。諸君、遂に我々は奴らから我々の家を取り戻すのだ。」;;;;;;;;;;x
MS_3055_DESC;日本での本土奪還-明星作戦-において横浜ハイヴに使用されたG弾を現在進行中のメロヴィング作戦においても使用するかどうかの会議が開かれた。周辺国への通達無しに行われた2発のG弾使用は周辺国との著しい外交関係悪化を招いた。今回はそれを防ぐために、G弾の使用権限を欧州連合軍司令部、国連統合軍司令部と分割し、米軍、欧州連合軍、国連軍3者の承諾によってのみG弾を使用可能とするという提案が欧州連合になされることとなった。;;;;;;;;;;x
MS_3056_DESC;欧州奪還作戦「メロヴィング」においてG弾を使用するかどうかという大論争が起こった。G弾は日本の横浜ハイヴ攻略において圧倒的な威力を見せ付けたが、周辺への環境汚染は最悪であった。この悪魔の兵器を使用して良いのだろうか。;;;;;;;;;;x
MS_3057_DESC;メロヴィング作戦成功のために、軍正面に展開中のBETAを少しでも減らすためにイタリア半島でのBETAに対しての陽動作戦を行う作戦案が参謀部に提出された。作戦を実行するべきだろうか;;;;;;;;;;x
MS_3059_DESC;メロヴィング作戦成功のために、軍正面に展開中のBETAを少しでも減らすためにバルカン半島でのBETAに対しての陽動作戦を行う作戦案が参謀部に提出された。作戦を実行するべきだろうか;;;;;;;;;;x
MS_3061_DESC;メロヴィング作戦成功のために、軍正面に展開中のBETAを少しでも減らすためにスカンディナビア半島でのBETAに対しての陽動作戦を行う作戦案が参謀部に提出された。作戦を実行するべきだろうか;;;;;;;;;;x
MS_3061_DESC;メロヴィング作戦成功のために、軍正面に展開中のBETAを少しでも減らすためにイベリア半島でのBETAに対しての陽動作戦を行う作戦案が参謀部に提出された。作戦を実行するべきだろうか;;;;;;;;;;x
MS_3071_DESC;我が軍の奮戦によって西ヨーロッパに鎮座し、欧州連合の大きなの脅威となっていたリヨンハイヴを攻略することに成功した！このハイヴが消滅することにより、グレートブリテン島へのBETAの前線拠点が遠くなり、米本土へ比較的近い位置にあるハイヴが1つ無くなることとなったのである。これは戦略上非常に大きな戦果だ。;;;;;;;;;;x
MS_3072_DESC;我が軍の奮戦によって中央ヨーロッパに鎮座し、欧州連合の大きなの脅威となっていたブタペストハイヴを攻略することに成功した！このハイヴが消滅することにより、グレートブリテン島へのBETAの前線拠点が遠くなり、米本土へ比較的近い位置にあるハイヴが1つ無くなることとなったのである。これは戦略上非常に大きな戦果だ。;;;;;;;;;;x
MS_3073_DESC;欧州奪還作戦を進めている我が国にとって、明星作戦により本土を奪還した日本帝国軍の経験は喉から手が出るほど欲しいものであった。軍首脳部は日本帝国軍の仕官、将官クラスの経験を得るために、日本帝国に対して軍事顧問団の派遣を要請した。;;;;;;;;;;x
MS_3074_DESC;ハイヴ攻略に定石となっているHSST(再突入型駆逐艦)の増強を行う計画が参謀本部に提案された。現状欧州連合、米軍、国連統合軍にはある程度まとまった数のHSSTが配備されているが、今後これが不足する自体が予想されるためにこの計画は提案された。ただしHSSTを増産するとなると多額の資金が必要になることは必至である。どうするべきだろうか。;;;;;;;;;;x
MS_3301_DESC;現在進行中の欧州奪還作戦の今後の展開について、召集された安全保障理事会では国連統合軍の欧州への増派の協議が行われた。;;;;;;;;;;x
MS_3302_DESC;現在進行中の欧州奪還作戦の今後の展開について、召集された安全保障理事会で決定された国連統合軍の増派部隊が到着した。;;;;;;;;;;x
MS_3201_DESC;現在進行中の欧州奪還作戦の今後の展開について、召集された統合参謀本部会議では米軍の欧州への増派の協議が行われた。;;;;;;;;;;x
MS_3202_DESC;現在進行中の欧州奪還作戦の今後の展開について、召集された統合参謀本部会議で決定された米軍の増派部隊が到着した。;;;;;;;;;;x
## スワラージ作戦-;;;;;;;;;;;x
SWAD_6001_DESC;インド戦線での戦力増強を1つの目標としているスワラージ作戦による増援の第一陣が到着した。;;;;;;;;;;x
SWAD_6002_DESC;インド戦線での戦力増強を1つの目標としているスワラージ作戦による増援の第二陣が到着した。;;;;;;;;;;x
SWAD_6003_DESC;インド戦線での戦力増強を1つの目標としているスワラージ作戦による増援の第三陣が到着した。;;;;;;;;;;x
