#  STRING NAME (do not change!);French;;;;;;;;;;X;;;;;;;;
################################################################################################################################################;;;;;;;;;;;x;;;;;;;;
## Muv-Luv_Alternative_MOD用イベント												              ##;;;;;;;;;;;x;;;;;;;;
################################################################################################################################################;;;;;;;;;;;x;;;;;;;;
#;;;;;;;;;;;x;;;;;;;;
####################################;;;;;;;;;;;x;;;;;;;;
## ランダムイベント                 ;;;;;;;;;;;x;;;;;;;;
####################################;;;;;;;;;;;x;;;;;;;;
EVT_1070R_DESC;今日、秘密警察の広報局から、ここ数か月にわたり何人かの政府高官を監視していることが明らかにされました。逮捕される高官が複数になる可能性について言及されているものの、実名の公表は控えています。しかし信頼できる情報源を頼りに同局の報告を読むと監視されている高官の実名がわかります。この信頼できる情報源とは政府でもきわめて高い地位にある人物です。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1070A;OK;;;;;;;;;;x;;;;;;;;
EVT_1090R_NAME;議会のスキャンダル;;;;;;;;;;x;;;;;;;;
EVT_1090R_DESC;先週、政府の有力人物の黒い疑惑の発覚に我々は憤りを覚えました。今週、その大臣がスキャンダルへの関与を否定する演説を行うはずでしたが、取りやめとなりました。しかし全国ネットのラジオ会社の敏腕レポーターに問い詰められると、実は関与について世間に嘘をつき、最高裁でも何度か嘘の証言をしたと半ば白状しました。この発言により政府首班が内閣再編を強いられるのはほぼ間違いないと、我々の政治担当記者は予想しています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1090A;OK;;;;;;;;;;x;;;;;;;;
EVT_1110R_NAME;戦争支持の大規模デモ;;;;;;;;;;x;;;;;;;;
EVT_1110R_DESC;今日、首都において戦争を支持する大規模なデモが行われました。デモに参加した数万人の人々は、そこで演説をするために集まった閣僚と野党議員に喝采を送りました。政府首班と野党党首はともに圧政を非難し、昨年起こった忌まわしい出来事が二度とこの国に起きないようにすると誓いました。国家元首も演説を行い、その中で国民に一致団結して政府を支え、世界に平和を取り戻し、民主主義を守るための政策を支持するように訴えました。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1110A;OK;;;;;;;;;;x;;;;;;;;
EVT_1120R_NAME;大規模な反戦デモ;;;;;;;;;;x;;;;;;;;
EVT_1120R_DESC;今日、首都において平和を訴える大規模なデモが行われました。この反戦デモに参加した数万人の人々は、そこで演説をするために集まった閣僚と野党議員に喝采を送りました。政府首班と野党党首は参戦に反対し、国民の意見を無視してこの国を戦争に巻き込むようなことは絶対にないと断言しました。国家元首も演説を行い、その中で国民に一致団結して政府を支え、民主主義を守り、母なる祖国を戦争に巻き込まないための政府の政策を支持するように訴えました。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1120A;OK;;;;;;;;;;x;;;;;;;;
EVT_1130R_NAME;パルチザンの反乱;;;;;;;;;;x;;;;;;;;
EVT_1130R_DESC;我々の前線特派員が占領統治局の管轄下にあるプロヴィンスから独占レポートを送ってきました。それによるとここ数週間、我らが愛すべき国の兵士と資産を直接狙った破壊工作やゲリラ攻撃が特定のプロヴィンスで行われているとのことです。政府の広報担当官は、こうした動きは不快ではあるが大きな問題ではなく、反逆者が敵国に炊きつけられて行っているだけなので、すぐに鎮圧されるだろうと語っています。また。この事件の詳細と当局の対抗策に関して検閲を通った公式の記事が、まもなく我々の手元に送られてくるとのことです。我が国の誉れ高き兵士たちが卑劣なテロリストたちに全滅させられた様子を我々の特派員が撮影したのですが、残念なことに発表を禁じられています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1130A;OK;;;;;;;;;;x;;;;;;;;
EVT_1131R_NAME;パルチザンの反乱;;;;;;;;;;x;;;;;;;;
EVT_1131R_DESC;我々の前線特派員が占領統治局の管轄下にあるプロヴィンスから独占レポートを送ってきました。それによるとここ数週間、我らが愛すべき国の兵士と資産を直接狙った破壊工作やゲリラ攻撃が特定のプロヴィンスで行われているとのことです。政府の広報担当官は、こうした動きは不快ではあるが大きな問題ではなく、反逆者が敵国に炊きつけられて行っているだけなので、すぐに鎮圧されるだろうと語っています。また。この事件の詳細と当局の対抗策に関して検閲を通った公式の記事が、まもなく我々の手元に送られてくるとのことです。我が国の誉れ高き兵士たちが卑劣なテロリストたちに全滅させられた様子を我々の特派員が撮影したのですが、残念なことに発表を禁じられています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1131A;OK;;;;;;;;;;x;;;;;;;;
EVT_1132R_NAME;パルチザンの反乱;;;;;;;;;;x;;;;;;;;
EVT_1132R_DESC;我々の前線特派員が占領統治局の管轄下にあるプロヴィンスから独占レポートを送ってきました。それによるとここ数週間、我らが愛すべき国の兵士と資産を直接狙った破壊工作やゲリラ攻撃が特定のプロヴィンスで行われているとのことです。政府の広報担当官は、こうした動きは不快ではあるが大きな問題ではなく、反逆者が敵国に炊きつけられて行っているだけなので、すぐに鎮圧されるだろうと語っています。また。この事件の詳細と当局の対抗策に関して検閲を通った公式の記事が、まもなく我々の手元に送られてくるとのことです。我が国の誉れ高き兵士たちが卑劣なテロリストたちに全滅させられた様子を我々の特派員が撮影したのですが、残念なことに発表を禁じられています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1132A;OK;;;;;;;;;;x;;;;;;;;
EVT_1133R_NAME;パルチザンの反乱;;;;;;;;;;x;;;;;;;;
EVT_1133R_DESC;我々の前線特派員が占領統治局の管轄下にあるプロヴィンスから独占レポートを送ってきました。それによるとここ数週間、我らが愛すべき国の兵士と資産を直接狙った破壊工作やゲリラ攻撃が特定のプロヴィンスで行われているとのことです。政府の広報担当官は、こうした動きは不快ではあるが大きな問題ではなく、反逆者が敵国に炊きつけられて行っているだけなので、すぐに鎮圧されるだろうと語っています。また。この事件の詳細と当局の対抗策に関して検閲を通った公式の記事が、まもなく我々の手元に送られてくるとのことです。我が国の誉れ高き兵士たちが卑劣なテロリストたちに全滅させられた様子を我々の特派員が撮影したのですが、残念なことに発表を禁じられています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1133A;OK;;;;;;;;;;x;;;;;;;;
EVT_1140R_NAME;クーデター未遂事件 ― 反逆者の処刑;;;;;;;;;;x;;;;;;;;
EVT_1140R_DESC;先週起きたクーデター未遂事件以後、情報網が封鎖されているため、国内がどういう状況になっているのかわかりません。3日以上にわたり、政府の情報筋はすべてクーデター未遂事件が起こったことを否定しています。しかし我々が掴んだ情報によると、国賊が愚かにも政府要人の暗殺を計画していた模様です。しかし幸いにもこの計画は失敗に終わり、生き残った者たちは昨夜、軍事裁判にかけられました。そこで関係者全員がこの悪辣極まりない蛮行に加わったことを認め、夜が明ける前に絞首刑に処されました。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1140A;OK;;;;;;;;;;x;;;;;;;;
EVT_1150R_NAME;クーデター成功 ― 倒れる政権;;;;;;;;;;x;;;;;;;;
EVT_1150R_DESC;先週発生したクーデターにより、情報網が封鎖されているため、国内がどういう状況になっているのかわかりません。3日以上にわたり、クーデターが成功したのかどうか、政府の各情報筋から得られる回答はまちまちです。しかし我々が掴んだ情報によると、憂国の士が集い、悪しき政府を打倒する周到な計画を準備していた模様です。クーデターは見事成功し、それに続いて旧政府の残党との権力闘争が起こりました。しかし憂国の士たちはこれに勝利し、国の実権を掌握しました。これが我々の愛する国の新たなる始まりとなることを願います。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1150A;OK;;;;;;;;;;x;;;;;;;;
EVT_1001R_NAME;英雄が軍の戦略を批判する記事を発表;;;;;;;;;;x;;;;;;;;
EVT_1001R_DESC;休暇で戦線を離れた戦争の英雄が、今の戦争のやり方を痛烈に批判する過激な記事を発表しました。勝利するには別のやり方をしなければだめだとの声を上げたのです。すでに各方面から、彼の言っていることには一理あるとか、あの“老人”を辞職させるべきだなど、さまざまな意見が挙がっています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1001A;OK;;;;;;;;;;x;;;;;;;;
EVT_1002R_NAME;婦人団体が軍に物品を寄贈;;;;;;;;;;x;;;;;;;;
EVT_1002R_DESC;婦人団体がティーパーティーを開き、軍隊や兵士の役に立つ物品の寄付が大量に集まりました。これで軍隊は物資の備蓄を増やすことができます。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1002A;OK;;;;;;;;;;x;;;;;;;;
EVT_1003R_NAME;青年運動により志願兵が増える;;;;;;;;;;x;;;;;;;;
EVT_1003R_DESC;今日、全国青年運動の指導者が全国に向け演説を行いました。その演説の中で指導者は、政治教義や道徳向上に力を入れた教育を行っている現在、高校教育と兵役はほぼ同じになっており、全国の若者が臨むなら、党が運営する高校を辞めても、すぐに軍人として戦えると訴えました。なぜなら高校ですでに12か月間にわたる軍事教練を受けているからだということです。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1003A;OK;;;;;;;;;;x;;;;;;;;
EVT_1004R_NAME;工場で女性の労働力が求められる;;;;;;;;;;x;;;;;;;;
EVT_1004R_DESC;政府は今日、国家労働計画を発表しました。この計画の目的は、女性に男性と同じく工場労働者として働くこと認め、膨大な数の男性労働者を兵士として動員できるようにすることです。いくつかの女性団体の広報担当者は、これは女性の権利にとって大きな前進だと語っています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1004A;OK;;;;;;;;;;x;;;;;;;;
EVT_1005R_NAME;首都での軍事パレード;;;;;;;;;;x;;;;;;;;
EVT_1005R_DESC;首都周辺に駐屯する全部隊から選りすぐられた精鋭が、乱れひとつない完璧な軍服姿で意気揚々と首都に集結しました。そして数千人の群衆が見守るなか、我が軍の軍事パレードが行われました。現場にいたレポーターによれば、パレード終了後、観衆からは、“この人たちなら、敵を叩きのめしてくれる”とか、“パパ、パパ、戦車の上に載っている、あのでっかいヒゲをつけた男の人見た？　あの人、銃剣でグーフィーを殺したって言ってたよ！　パパ、ほんとに殺したのかな？”といった感想が聞かれたとのことです。我が国の防衛は信頼できる兵士たちの手に委ねられていることを、こうして全国の皆さんにお伝えできたことを誇りに思います。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1005A;OK;;;;;;;;;;x;;;;;;;;
EVT_1006R_NAME;政府が民間企業を国有化;;;;;;;;;;x;;;;;;;;
EVT_1006R_DESC;今日の全国向けの演説で、我らが偉大な指導者は、国民を搾取して利益をむさぼる不誠実な企業をこれ以上見逃しておけないと語りました。政令第3256号bの補足から、16の旧公社が公共関係省に接収されることがわかっています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1006A;OK;;;;;;;;;;x;;;;;;;;
EVT_1007R_NAME;戦争避難民の大量流入;;;;;;;;;;x;;;;;;;;
EVT_1007R_DESC;軍需大臣が昨日発表した兵員募集計画について次のような説明をしています。“敵の激しい襲撃を受け、何千人もの人々が家を失った。彼らの多くが我々から武器を得て、戦闘態勢を整えつつある。彼らの敵は我々の敵でもある。彼らはその敵と戦い、自らの力で受難の時を終わらせようとしているのだ。”;;;;;;;;;;x;;;;;;;;
ACTIONNAME1007A;OK;;;;;;;;;;x;;;;;;;;
EVT_1008R_NAME;大規模ストライキ;;;;;;;;;;x;;;;;;;;
EVT_1008R_DESC;今週末、大産業地帯の1つで大規模なストライキが起こりました。労働組合の指導者たちは現政権が要求を受け入れるまで闘争を続けると言っています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1008A;OK;;;;;;;;;;x;;;;;;;;
EVT_1009R_NAME;アーティストが国民感情を反映した曲をレコーディングして大ヒット;;;;;;;;;;x;;;;;;;;
EVT_1009R_DESC;どこにでもいそうな無名の男性シンガーが突如として有名人となりました。彼を有名にしたのは、外国に送られた兵士が愛する妻に手紙を書く様子を歌ったラブソングです。この曲が発表されると、国営ラジオのポピュラー部門の人気チャート1位になりました。この歌は前線で戦う兵士たちの間でも、本国でも大ヒットとなっています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1009A;OK;;;;;;;;;;x;;;;;;;;
EVT_1011R_NAME;一流の科学者が我が国へ亡命;;;;;;;;;;x;;;;;;;;
EVT_1011R_DESC;昨日、敵国の科学分野で中心的存在の学者が、研究スタッフ全員を引き連れて我が国の首都に到着しました。この科学者が我々のレポーターに語ったところでは、自国の自由な知的探求を弾圧する風潮の下では研究が行えなかった、この国ではなんの邪魔もなく研究に打ち込めるので嬉しいとのことです。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1011A;OK;;;;;;;;;;x;;;;;;;;
EVT_1012R_NAME;偶然による発見。研究の奇跡的な大躍進;;;;;;;;;;x;;;;;;;;
EVT_1012R_DESC;一週間前、科学研究についての1つのニュースを伝えました。そして今日嬉しいことに、我が国のひとりの科学者がある分野において大きな前進を成し遂げました。ある一流大学の教授の話では、こうしたことは1世紀に1度あるかないかの発見だということです。今回の発見をした科学者は我々に、そのアイディアを思いついたのは、カップに入った紅茶を床に落としてした時だと語ってくれました。おそらく床にこぼれた熱い紅茶が色彩豊かな模様を描き、それがヒントとなったようです。本人がそういっているので、そうなのでしょう。これはまさに天才だ、としか言いようがないですね。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1012A;OK;;;;;;;;;;x;;;;;;;;
EVT_1013R_NAME;民間主導による生産拡大;;;;;;;;;;x;;;;;;;;
EVT_1013R_DESC;全国の40\%%以上の企業が予想を超える利益を確保したとの発表を受け、再び株価は全面的に上昇しています。財務大臣もこれを歓迎しています。株価の上昇により、生産が拡大し、公共部門の歳出が抑えられるからです。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1013A;OK;;;;;;;;;;x;;;;;;;;
EVT_1014R_NAME;暴走する政治家;;;;;;;;;;x;;;;;;;;
EVT_1014R_DESC;ある大臣が他の閣僚といくつかの点で意見の相違があることは以前から知られていました。それが今になって意見の相違について討論会を行うと発表したのです。“真実を語ること、真実をきちんと語ることは断じて悪いことではない。基本的にそれがこの国の姿勢なのだ”と語っています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1014A;無視する;;;;;;;;;;x;;;;;;;;
ACTIONNAME1014B;討論会に応じる;;;;;;;;;;x;;;;;;;;
EVT_1015R_NAME;暴走する政治家;;;;;;;;;;x;;;;;;;;
EVT_1015R_DESC;ある大臣が他の閣僚といくつかの点で意見の相違があることは以前から知られていました。それが今になって意見の相違について討論会を行うと発表したのです。“真実を語ること、真実をきちんと語ることは断じて悪いことではない。基本的にそれがこの国の姿勢なのだ”と語っています。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1015A;黙れ！;;;;;;;;;;x;;;;;;;;
ACTIONNAME1015B;無視する;;;;;;;;;;x;;;;;;;;
EVT_1016R_NAME;共産党を禁止する;;;;;;;;;;x;;;;;;;;
EVT_1016R_DESC;先週、強硬な保守派として知られる議員より提出された共産党を禁止する法案が、本日議会で審議されます。これについて政治担当記者は次のように言っています。“状況から考えて、この法案は否決されるでしょう。ここまで表現の自由を制限すべきだと本気で考えている議員はほとんどいません。”;;;;;;;;;;x;;;;;;;;
ACTIONNAME1016A;否決;;;;;;;;;;x;;;;;;;;
ACTIONNAME1016B;可決;;;;;;;;;;x;;;;;;;;
EVT_1017R_NAME;ファシスト党を禁止する;;;;;;;;;;x;;;;;;;;
EVT_1017R_DESC;先週、筋金入りの自由主義派として知られる議員より提出されたファシスト党を禁止する法案が、本日議会で審議されます。これについて政治担当記者は次のように言っています。“状況から考えて、この法案は否決されるでしょう。ここまで表現の自由を制限すべきだと本気で考えている議員はほとんどいません。”;;;;;;;;;;x;;;;;;;;
ACTIONNAME1017A;否決;;;;;;;;;;x;;;;;;;;
ACTIONNAME1017B;可決;;;;;;;;;;x;;;;;;;;
EVT_1018R_NAME;技術チームのスキル向上;;;;;;;;;;x;;;;;;;;
EVT_1018R_DESC;技術チームが自ら持つ人材を活用して、スキルを向上させました。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1018A;素晴らしい;;;;;;;;;;x;;;;;;;;
EVT_1019R_NAME;技術チームのスキル向上;;;;;;;;;;x;;;;;;;;
EVT_1019R_DESC;研究を集中して行ったことにより、この技術研究チームは改善されました。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1019A;高い名声を勝ち得る;;;;;;;;;;x;;;;;;;;
EVT_1021R_NAME;研究しない技術研究チームのスキルが低下;;;;;;;;;;x;;;;;;;;
EVT_1021R_DESC;研究をしていないため、この技術チームは有能な研究員の1人を解雇せざるを得なくなりました。;;;;;;;;;;x;;;;;;;;
ACTIONNAME1021A;まったく残念だ;;;;;;;;;;x;;;;;;;;
EVT_1151R_NAME;キリスト教系恭順派の拡大;;;;;;;;;;;;;;;;;;
EVT_1151R_DESC;BETAを「神が遣わした試練」と解釈する原理主義思想が若年層を中心に広がり始めている。彼らは各地で抗議活動などを行っている。どうしたものか･･････。;;;;;;;;;;;;;;;;;;
ACTIONNAME1151A;厄介な奴等だ;;;;;;;;;;x;;;;;;;;
EVT_1157R_DESC;BETA大戦によりユーラシア大陸の環境は殆ど破壊されてしまった。1980年代からの欧州寒冷化やアジアの巨大台風などが例だ。;;;;;;;;;;x;;;;;;;;
EVT_1159R_DESC;文化遺産を保護すべきだとの声が上がっている。伝統的な文化が潰える事はあってはならないだろう。;;;;;;;;;;x;;;;;;;;
EVT_1163R_DESC;戦場で動けなくなった味方の戦術機を庇い、生還すると言う快挙を成し遂げた英雄が誕生した！;;;;;;;;;;;;;;;;;;
EVT_1168R_DESC;両親を失った少女が道端で泣き、復讐を誓うと言う事件が起こった。近くにいた市民は心を強く打たれた。;;;;;;;;;;;;;;;;;;
ACTIONNAME1168A;この少女を雇って今後も有効活用させてもらおう;;;;;;;;;;;;;;;;;;
####################################;;;;;;;;;;;x;;;;;;;;
## 秘密兵器イベント                 ;;;;;;;;;;;x;;;;;;;;
####################################;;;;;;;;;;;x;;;;;;;;
EVT_8000_NAME;理論的大躍進-秘密兵器-;;;;;;;;;;x;;;;;;;;
EVT_8000_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連の人工衛星の開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8001_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連のイージスシステムの開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8002_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連の車両用電磁投射砲の開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8003_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連の荷電粒子砲の開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8004_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連のG元素の解析への道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8005_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連のG弾の開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8006_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連の再突入型駆逐艦の開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8007_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連の戦略航空軌道要塞の開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8008_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連の戦略合神機の開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8009_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連の核兵器の開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8010_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連のスーパーコンピューターの開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8011_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連の戦略ミサイルの開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8012_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連のXM関連の開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8013_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連の無人兵器への開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
EVT_8016_DESC;秘密計画が1つの成果をもたらした。関係各社が共同研究を行い、その理論的成果を参謀本部に提出したのだ。さらに実証研究を進めれば、一連の艦艇及び戦術機用電磁投射砲への開発に道が開かれるだろう。;;;;;;;;;;x;;;;;;;;
####################################;;;;;;;;;;;x;;;;;;;;
## 史実シナリオイベント             ;;;;;;;;;;;x;;;;;;;;
####################################;;;;;;;;;;;x;;;;;;;;
## Mobilization;;;;;;;;;;;x;;;;;;;;
EVT_101_DESC;BETAの地球侵攻は以前から予想されていた。BETAの勢力が小規模なうちにこれを叩かなければならない。軍の緊急動員を行うべきだろうか？;;;;;;;;;;x;;;;;;;;
EVT_102_DESC;BETAの侵攻速度は予想より遥かに速かった。人民解放軍と我が軍はBETAに劣勢を強いられている。戦術核の投入による焦土戦術を行うべきだろうか？;;;;;;;;;;x;;;;;;;;
EVT_103_DESC;ソヴィエト陸軍の師団は3つの区分に分かれていた。充足率が4分の3から完全充足状態のカテゴリーⅠ、半分から4分の3のカテゴリーⅡ、4分の1のカテゴリーⅢである。即時戦闘能力を維持しているカテゴリーⅠを動員するべきだろうか？;;;;;;;;;;x;;;;;;;;
EVT_104_DESC;ソヴィエト陸軍は第2次世界大戦後、東欧諸国に大規模な部隊を駐留させていた。このうちNATO正面と対峙している東ドイツを除く東欧諸国に駐留している部隊をBETAとの戦闘に用いるべきだろうか？;;;;;;;;;;x;;;;;;;;
EVT_105_DESC;東ドイツ駐留ソヴィエト陸軍は9個戦車師団、10個自動車化狙撃兵師団を擁し、全ての師団がカテゴリーⅠであった。この部隊はNATOの正面戦線たる西ドイツへの侵攻の第一陣として用いられるものであった。この部隊を引き抜くことはNATOに対して脆弱な側面を晒すことになる。それを覚悟の上でBETAとの戦闘に動員するべきだろうか？;;;;;;;;;;x;;;;;;;;
EVT_106_DESC;ソヴィエト陸軍の師団は3つの区分に分かれていた。充足率が4分の3から完全充足状態のカテゴリーⅠ、半分から4分の3のカテゴリーⅡ、4分の1のカテゴリーⅢである。カテゴリーⅡを動員するべきだろうか？;;;;;;;;;;x;;;;;;;;
EVT_107_DESC;カテゴリーⅡの動員が完了した。;;;;;;;;;;x;;;;;;;;
EVT_108_DESC;ソヴィエト陸軍の師団は3つの区分に分かれていた。充足率が4分の3から完全充足状態のカテゴリーⅠ、半分から4分の3のカテゴリーⅡ、4分の1のカテゴリーⅢである。カテゴリーⅢを動員するべきだろうか？;;;;;;;;;;x;;;;;;;;
EVT_109_DESC;カテゴリーⅢの動員が完了した。;;;;;;;;;;x;;;;;;;;
EVT_110_DESC;BETAの脅威は我々の想像を遥かに超えていた。これを打ち破るためには国家の総力を傾けなければならないだろう。;;;;;;;;;;x;;;;;;;;
EVT_1_DESC;このイベントでは、地対地ミサイル、対艦ミサイル、戦術核、再突入型駆逐艦、輸送機といった空軍戦力をプレイヤーが担当する国家に初期配置します。;;;;;;;;;;x;;;;;;;;
## 日本ユニークユニット生産イベント;;;;;;;;;;;x;;;;;;;;
