#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#;;;;;;;;;;;X
# Countries!;;;;;;;;;;;X
#;;;;;;;;;;;X
U34;BETA-オリョクミンスク-;;;;;;;;;;X
U35;BETA-ヴェルホヤンスク-;;;;;;;;;;X
U36;BETA-エヴェンスク-;;;;;;;;;;X
## マブラヴMODオリジナル設定;;;;;;;;;;X;
# 欧州;;;;;;;;;;X;
U37;BETA-ロンドン-;;;;;;;;;;X
U38;BETA-ダブリン-;;;;;;;;;;X
U39;BETA-レイキャヴィク-;;;;;;;;;;X
U40;BETA-グリーンランド-;;;;;;;;;;X
U41;BETA-バミューダ-;;;;;;;;;;X
U42;BETA-アゾレス-;;;;;;;;;;X
U43;BETA-パレルモ-;;;;;;;;;;X
# アフリカ;;;;;;;;;;X;
U44;BETA-カルタ-;;;;;;;;;;X
U45;BETA-アディスアベバ-;;;;;;;;;;X
U46;BETA-エリザベートヴィル-;;;;;;;;;;X
U47;BETA-ヨハネスブルク-;;;;;;;;;;X
U48;BETA-ガシャカ-;;;;;;;;;;X
U49;BETA-ダカール-;;;;;;;;;;X
U50;BETA-トリポリ-;;;;;;;;;;X
U51;BETA-アルジェ-;;;;;;;;;;X
U52;BETA-タマタブ-;;;;;;;;;;X
# アジア;;;;;;;;;;X;
U53;BETA-シンガポール-;;;;;;;;;;X
U54;BETA-パコン-;;;;;;;;;;X
U55;BETA-メンディ-;;;;;;;;;;X
U56;BETA-マニラ-;;;;;;;;;;X
U57;BETA-台北-;;;;;;;;;;X
U58;BETA-キャンベラ-;;;;;;;;;;X
U59;BETA-ダーウィン-;;;;;;;;;;X
U60;BETA-ニュープリマス-;;;;;;;;;;X
U61;BETA-グアム-;;;;;;;;;;X
U62;BETA-ホノルル-;;;;;;;;;;X
U63;BETA-コロンボ-;;;;;;;;;;X
U64;BETA-オハ-;;;;;;;;;;X
U65;BETA-秋田-;;;;;;;;;;X
U66;BETA-カムチャッカ-;;;;;;;;;;X
# 北米;;;;;;;;;;X;
U67;BETA-ベセル-;;;;;;;;;;X
U68;BETA-エドモントン-;;;;;;;;;;X
U69;BETA-オタワ-;;;;;;;;;;X
U70;BETA-ソルトレイク-;;;;;;;;;;X
U71;BETA-リンカーン-;;;;;;;;;;X
U72;BETA-ダラス-;;;;;;;;;;X
U73;BETA-シカゴ-;;;;;;;;;;X
U74;BETA-マコン-;;;;;;;;;;X
U75;BETA-ワシントン-;;;;;;;;;;X
# 中米;;;;;;;;;;X;
U76;BETA-レオン-;;;;;;;;;;X
U77;BETA-カマグエイ-;;;;;;;;;;X
U78;BETA-パナマ-;;;;;;;;;;X
# 南米;;;;;;;;;;X;
U79;BETA-マナカブル-;;;;;;;;;;X
U80;BETA-ゴイアス-;;;;;;;;;;X
U81;BETA-メンドーサ-;;;;;;;;;;X
U82;BETA--;;;;;;;;;;X
U83;BETA--;;;;;;;;;;X
U84;BETA--;;;;;;;;;;X
U85;BETA--;;;;;;;;;;X
U86;BETA--;;;;;;;;;;X
U87;BETA--;;;;;;;;;;X
U88;BETA--;;;;;;;;;;X
U89;BETA--;;;;;;;;;;X
U90;BETA--;;;;;;;;;;X
# 新作成国家等;;;;;;;;;;X;
U91;イギリス連邦;;;;;;;;;;X
U92;北大西洋条約機構;;;;;;;;;;X
U93;トーゴ;;;;;;;;;;X
U94;ガンビア;;;;;;;;;;X
U95;バングラディシュ;;;;;;;;;;X
U96;カタール;;;;;;;;;;X
U97;バーレーン;;;;;;;;;;X
U98;BETA--;;;;;;;;;;X
U99;BETA--;;;;;;;;;;X
# バトルシナリオ使用国家;;;;;;;;;;X;
DDR;ドイツ民主共和国;;;;;;;;;;X
#####;;;;;;;;;;X;
################################# 未使用国タグ #################################;;;;;;;;;;X;
#####;;;;;;;;;;X;
ETH;エチオピア;;;;;;;;;;X
SPR;スペイン（共和派）;;;;;;;;;;X
CRO;クロアチア;;;;;;;;;;X
SLO;スロヴァキア;;;;;;;;;;X
ALB;アルバニア;;;;;;;;;;X
SAU;サウジアラビア;;;;;;;;;;X
EGY;エジプト;;;;;;;;;;x
HAI;ハイチ;;;;;;;;;;x
ICL;アイスランド;;;;;;;;;;x
IRQ;イラク;;;;;;;;;;x
JOR;ヨルダン;;;;;;;;;;x
LEB;レバノン;;;;;;;;;;x
LIB;リベリア;;;;;;;;;;x
LUX;ルクセンブルク;;;;;;;;;;x
MIN;（未定義国家）;;;;;;;;;;X
SPA;スペイン;;;;;;;;;;X
CHI;中華民国;;;;;;;;;;X
CZE;チェコスロヴァキア;;;;;;;;;;X
IRE;アイルランド;;;;;;;;;;X
EST;エストニア;;;;;;;;;;X
LAT;ラトヴィア;;;;;;;;;;X
LIT;リトアニア;;;;;;;;;;X
FIN;フィンランド;;;;;;;;;;X
PER;イラン;;;;;;;;;;X
AFG;アフガニスタン;;;;;;;;;;X
VIC;赤道ギニア;;;;;;;;;;X
MAN;ザンビア;;;;;;;;;;X
MTN;モンテネグロ;;;;;;;;;;X
SAR;サラワク;;;;;;;;;;X
SER;セルビア;;;;;;;;;;X
SIK;シンガポール;;;;;;;;;;X
SYR;シリア;;;;;;;;;;X
TAN;サントメ･プリンシペ;;;;;;;;;;X
TIB;チベット;;;;;;;;;;X
YEM;イエメン;;;;;;;;;;X
ALG;アルジェリア;;;;;;;;;;X
ARM;アルメニア;;;;;;;;;;X
AZB;アゼルバイジャン;;;;;;;;;;X
BLR;ベラルーシ;;;;;;;;;;X
GEO;グルジア;;;;;;;;;;X
IDC;スリランカ;;;;;;;;;;X
KAZ;カザフスタン;;;;;;;;;;X
KYG;キルギスタン;;;;;;;;;;X
LBY;リビア;;;;;;;;;;X
MOR;モロッコ;;;;;;;;;;X
PAL;パレスチナ;;;;;;;;;;X
RUS;ロシア;;;;;;;;;;X
SIB;クウェート;;;;;;;;;;X
SLV;スロヴェニア;;;;;;;;;;X
TAJ;タジキスタン;;;;;;;;;;X
TUN;チュニジア;;;;;;;;;;X
TRK;トルクメニスタン;;;;;;;;;;X
UKR;ウクライナ;;;;;;;;;;X
UZB;ウズベキスタン;;;;;;;;;;X
ANG;アンゴラ;;;;;;;;;;X
ARA;アラブ首長国連邦;;;;;;;;;;X
BEN;ベナン;;;;;;;;;;X
BOS;ボスニア;;;;;;;;;;X
CAL;ニジェール;;;;;;;;;;X
CAM;カメルーン;;;;;;;;;;X
CGX;ケニア;;;;;;;;;;X
CON;ザイール共和国;;;;;;;;;;X
CSA;ウガンダ;;;;;;;;;;X
CSX;ルワンダ;;;;;;;;;;X
CXB;ブルンジ;;;;;;;;;;X
CYN;タンザニア;;;;;;;;;;X
CYP;マラウィ;;;;;;;;;;X
DFR;ドイツ連邦共和国;;;;;;;;;;X
EAF;ボツワナ;;;;;;;;;;X
EQA;コンゴ共和国;;;;;;;;;;X
EUS;中央アフリカ共和国;;;;;;;;;;X
FLA;チャド;;;;;;;;;;X
GAB;ガボン;;;;;;;;;;X
GLD;ガーナ;;;;;;;;;;X
GUI;ギニア;;;;;;;;;;X
GUY;ガイアナ;;;;;;;;;;X
ISR;イスラエル;;;;;;;;;;X
KUR;コートジボワール;;;;;;;;;;X
MAD;マダガスカル;;;;;;;;;;X
MAL;マリ連邦;;;;;;;;;;X
MEN;オートボルタ共和国;;;;;;;;;;X
MOZ;モザンビーク;;;;;;;;;;X
NAM;ナミビア;;;;;;;;;;X
NIG;ナイジェリア;;;;;;;;;;X
OTT;オスマントルコ;;;;;;;;;;X
PRI;ギニアビサウ;;;;;;;;;;X
PRK;朝鮮民主主義人民共和国;;;;;;;;;;X
QUE;セネガル;;;;;;;;;;X
RHO;ローデシア共和国;;;;;;;;;;X
RSI;モーリタニア;;;;;;;;;;X
SCA;スカンディナヴィア;;;;;;;;;;X
SCO;カーボベルデ;;;;;;;;;;X
SIE;シエラレオネ;;;;;;;;;;X
SOM;ソマリア;;;;;;;;;;X
SUD;スーダン;;;;;;;;;;X
TEX;スリナム;;;;;;;;;;X
TRA;レソト;;;;;;;;;;X
WLL;スワジランド;;;;;;;;;;X
#####;;;;;;;;;;X;
################################# 使用予定国タグ #################################;;;;;;;;;;X;
#####;;;;;;;;;;X;
ENG;イギリス;;;;;;;;;;X
FRA;フランス;;;;;;;;;;X
GER;ドイツ;;;;;;;;;;X
HOL;オランダ;;;;;;;;;;X
POR;ポルトガル;;;;;;;;;;X
ITA;イタリア;;;;;;;;;;X
POL;ポーランド;;;;;;;;;;X
NOR;ノルウェー;;;;;;;;;;X
BEL;ベルギー;;;;;;;;;;X
DEN;デンマーク;;;;;;;;;;X
SCH;スイス;;;;;;;;;;X
GRE;ギリシア;;;;;;;;;;X
BUL;ブルガリア;;;;;;;;;;X
YUG;ユーゴスラビア;;;;;;;;;;X
HUN;ハンガリー;;;;;;;;;;X
ROM;ルーマニア;;;;;;;;;;X
AUS;オーストリア;;;;;;;;;;X
CHC;中華人民共和国;;;;;;;;;;X
SWE;スウェーデン;;;;;;;;;;X
TUR;トルコ;;;;;;;;;;X
#####;;;;;;;;;;X;
CON_-;;;;;;;;;;;x
CON_Africa;アフリカ;;;;;;;;;;x
CON_Asia;アジア;;;;;;;;;;x
CON_Europe;ヨーロッパ;;;;;;;;;;x
CON_NAmerica;北アメリカ;;;;;;;;;;x
CON_Oceania;オセアニア;;;;;;;;;;x
CON_SAmerica;南アメリカ;;;;;;;;;;x
#;;;;;;;;;;;x
AREA_-;;;;;;;;;;;x
AREA_ADELAIDE;アデレード;;;;;;;;;;x
AREA_AFGHANISTAN;アフガニスタン;;;;;;;;;;x
AREA_AGATS;アガッツ;;;;;;;;;;x
AREA_ALABAMA;アラバマ;;;;;;;;;;x
AREA_ALASKA;アラスカ;;;;;;;;;;x
AREA_ALASKAN_ARCHIPELAGO;アリューシャン東部;;;;;;;;;;x
AREA_ALBANIA;アルバニア;;;;;;;;;;x
AREA_ALBERTA;アルバータ;;;;;;;;;;x
AREA_ALGERIAN_COAST;アルジェリア沿岸;;;;;;;;;;x
AREA_ALICE_SPRINGS;アリススプリングズ;;;;;;;;;;x
AREA_ALPES_PROVENCE;プロバンス・アルプ;;;;;;;;;;x
AREA_AMUR;アムール;;;;;;;;;;x
AREA_ANATOLIAN_NORTH_COAST;アナトリア北部沿岸;;;;;;;;;;x
AREA_ANATOLIAN_SOUTH_COAST;アナトリア南部沿岸;;;;;;;;;;x
AREA_ANGOLAN_COAST;アンゴラ沿岸;;;;;;;;;;x
AREA_ANGOLAN_PLAINS;アンゴラ平原;;;;;;;;;;x
AREA_ANHUI;アンホイ;;;;;;;;;;x
AREA_ANTILLES;アンティル諸島;;;;;;;;;;x
AREA_APPENNINE_RIDGE;アペニノ山脈;;;;;;;;;;x
AREA_AQUITAINE;アキテーヌ;;;;;;;;;;x
AREA_ARABIAN_DESERT;アラビア砂漠;;;;;;;;;;x
AREA_ARIZONA;アリゾナ;;;;;;;;;;x
AREA_ARKANSAS;アーカンソー;;;;;;;;;;x
AREA_ARKHANGELSK;アルハンゲリスク;;;;;;;;;;x
AREA_ARMENIA_AZERBAIJAN;アルメニア･アゼルバイジャン;;;;;;;;;;x
AREA_ASTRAKHAN;アストラハン;;;;;;;;;;x
AREA_ASUNCION;アスンシオン;;;;;;;;;;x
AREA_ATTICA;アッチカ;;;;;;;;;;x
AREA_AUSTRIA;オーストリア;;;;;;;;;;x
AREA_BABO;バブール;;;;;;;;;;x
AREA_BADEN_WURTTEMBERG;バーデンウュルテンベルク;;;;;;;;;;x
AREA_BAHAMAS_ISLANDS;バハマ諸島;;;;;;;;;;x
AREA_BALEARES;バレアレス;;;;;;;;;;x
AREA_BAVARIA;ババリア;;;;;;;;;;x
AREA_BECHUANALAND;ベチュアナランド;;;;;;;;;;x
AREA_BENGAL;ウェストベンガル;;;;;;;;;;x
AREA_BENGAZI;ベンガジ;;;;;;;;;;x
AREA_BERMUDA;バミューダ;;;;;;;;;;x
AREA_BESSARABIA;ベッサラビア;;;;;;;;;;x
AREA_BOHEMIA;ボヘミア;;;;;;;;;;x
AREA_BOMBAY;ボンベイ;;;;;;;;;;x
AREA_BONIN;ボニン;;;;;;;;;;x
AREA_BOSNIA;ボスニア;;;;;;;;;;x
AREA_BOSPORUS;ボスポラス海峡;;;;;;;;;;x
AREA_BOUGAINVILLE;ソロモン諸島北部;;;;;;;;;;x
AREA_BOURGOGNE_CHAMPAGNE;ブルゴーニュ・シャンパーニュ;;;;;;;;;;x
AREA_BRANDENBURG;ブランデンブルク;;;;;;;;;;x
AREA_BRASILIA;ブラジリア;;;;;;;;;;x
AREA_BREST_LITOVSK;ブレストリトフスク;;;;;;;;;;x
AREA_BRISBANE;ブリスベン;;;;;;;;;;x
AREA_BRITISH_COLUMBIA;ブリティッシュコロンビア;;;;;;;;;;x
AREA_BRITTANY;ブリタニー;;;;;;;;;;x
AREA_BULGARIA;ブルガリア;;;;;;;;;;x
AREA_BURMA;ビルマ南部;;;;;;;;;;x
AREA_CAIRNS;ケアンズ;;;;;;;;;;x
AREA_CALIFORNIA;カリフォルニア;;;;;;;;;;x
AREA_CAMEROONIAN_JUNGLE;カメルーン密林地帯;;;;;;;;;;x
AREA_CANARIAS;カナリアス;;;;;;;;;;x
AREA_CANTABRIC_CHAIN;カンタブリカ山地;;;;;;;;;;x
AREA_CAP_VERDE_ISLANDS;ヴェルデ岬諸島;;;;;;;;;;x
AREA_CAPE;ケープ;;;;;;;;;;x
AREA_CARACAS;カラカス;;;;;;;;;;x
AREA_CAROLINESE;カロリン諸島;;;;;;;;;;x
AREA_CATALONIA;カタルーニャ;;;;;;;;;;x
AREA_CELEBES;セレベス島;;;;;;;;;;x
AREA_CENTRAL_AFRICA_DESERT;アフリカ砂漠中部;;;;;;;;;;x
AREA_CENTRAL_AFRICA_PLAINS;アフリカ平原中部;;;;;;;;;;x
AREA_CENTRAL_FINLAND;フィンランド中部;;;;;;;;;;x
AREA_CENTRAL_ITALY;イタリア中部;;;;;;;;;;x
AREA_CENTRAL_NORWAY;ノルウェー中部;;;;;;;;;;x
AREA_CENTRAL_RAINFORESTS;熱帯雨林中部;;;;;;;;;;x
AREA_CENTRAL_SERBIA;セルビア中部;;;;;;;;;;x
AREA_CENTRAL_SPAIN;スペイン中部;;;;;;;;;;x
AREA_CENTRAL_TURKEY;トルコ中部;;;;;;;;;;x
AREA_CHAHAR;チャハル;;;;;;;;;;x
AREA_CHIHUAHUA;チワワ;;;;;;;;;;x
AREA_CHILE;チリ;;;;;;;;;;x
AREA_CHILEAN_ARCHIPELAGO;チリ群島;;;;;;;;;;x
AREA_COLORADO;コロラド;;;;;;;;;;x
AREA_CONNECTICUT_RHODE_ISLAND;コネチカット・ロードアイランド;;;;;;;;;;x
AREA_CONTINENTAL_SPAIN;スペイン本土;;;;;;;;;;x
AREA_COSTA_DEL_SOL;コスタデルソル;;;;;;;;;;x
AREA_CROATIA;クロアチア;;;;;;;;;;x
AREA_CUBA;キューバ;;;;;;;;;;x
AREA_DANAKIL_PLATEAU;ダナキル高原;;;;;;;;;;x
AREA_DARWIN;ダーウィン;;;;;;;;;;x
AREA_DECCAR;デカン;;;;;;;;;;x
AREA_DELHI;デリー;;;;;;;;;;x
AREA_DELTA;デルタ;;;;;;;;;;x
AREA_DENMARK;デンマーク;;;;;;;;;;x
AREA_DIEGO_GARCIA_ISLAND;ディエゴガルシア島;;;;;;;;;;x
AREA_DNEPROPRETOVSK;ドニプロペトロフシク;;;;;;;;;;x
AREA_EAST_ANDALUCIA;アンダルシア東部;;;;;;;;;;x
AREA_EAST_ATLAS;イーストアトラス;;;;;;;;;;x
AREA_EAST_ENGLAND;イングランド東部;;;;;;;;;;x
AREA_EAST_JAVA;ジャワ東部;;;;;;;;;;x
AREA_EAST_PERSIA;ペルシア東部;;;;;;;;;;x
AREA_EAST_PRUSSIA;プロイセン東部;;;;;;;;;;x
AREA_EAST_SERBIA;セルビア東部;;;;;;;;;;x
AREA_EASTERN_ANATOLIA;アナトリア東部;;;;;;;;;;x
AREA_EASTERN_GHAT;ガート東部;;;;;;;;;;x
AREA_EASTERN_HUNGARY;ハンガリー東部;;;;;;;;;;x
AREA_EGYPTIAN_COAST;エジプト沿岸;;;;;;;;;;x
AREA_EIRE;エール;;;;;;;;;;x
AREA_EL_ALAMEIN;エルアラメイン;;;;;;;;;;x
AREA_EL_RIF;エルリフ;;;;;;;;;;x
AREA_ESPIRTU_SANTO;エスピリトゥサント;;;;;;;;;;x
AREA_ESTONIA;エストニア;;;;;;;;;;x
AREA_ETHIOPIAN_HIGHLAND;エチオピア高地;;;;;;;;;;x
AREA_FIJI;フィジー;;;;;;;;;;x
AREA_FLANDERS;フランドル;;;;;;;;;;x
AREA_FLORES_TIMOR;フロレス・チモール;;;;;;;;;;x
AREA_FLORIDA;フロリダ;;;;;;;;;;x
AREA_FUJIAN;フーチエン;;;;;;;;;;x
AREA_GABES;ガベス;;;;;;;;;;x
AREA_GANSU;カンスー;;;;;;;;;;x
AREA_GEORGIA;ジョージア;;;;;;;;;;x
AREA_GEORGIEN;グルジア;;;;;;;;;;x
AREA_GOETALAND;イェータランド;;;;;;;;;;x
AREA_GOLD_COAST;ゴールドコースト;;;;;;;;;;x
AREA_GREEK_ISLAND;ギリシャ島;;;;;;;;;;x
AREA_GRODNO;グロドノ;;;;;;;;;;x
AREA_GUADALCANAL;ソロモン諸島南部;;;;;;;;;;x
AREA_GUANGDONG;カントン;;;;;;;;;;x
AREA_GUANGXI;コワンシー;;;;;;;;;;x
AREA_GUAYANA;グアヤナ;;;;;;;;;;x
AREA_GUINEAN_COAST;ギニア沿岸;;;;;;;;;;x
AREA_GUIZHOU;コイチョウ;;;;;;;;;;x
AREA_GULF_OF_LYON;リヨン湾;;;;;;;;;;x
AREA_HANNOVER_MAGDEBURG;ハノーファー;;;;;;;;;;x
AREA_HAWAII;ハワイ;;;;;;;;;;x
AREA_HEBEI;河北;;;;;;;;;;x
AREA_HEDJAZ;ヒジャーズ;;;;;;;;;;x
AREA_HEILONGJIANG;ヘイロンチャン;;;;;;;;;;x
AREA_HENAN;ホーナン;;;;;;;;;;x
AREA_HESSEN;ヘッセン;;;;;;;;;;x
AREA_HIMALAYAS;ヒマラヤ山脈;;;;;;;;;;x
AREA_HISPANIOLA;ヒスパニオラ島;;;;;;;;;;x
AREA_HOLSTEIN_MECKLEMBURG;メクレンブルク;;;;;;;;;;x
AREA_HONSHU;本州;;;;;;;;;;x
AREA_HUBEI;湖北;;;;;;;;;;x
AREA_HUNAN;湖南;;;;;;;;;;x
AREA_ICELAND;アイスランド;;;;;;;;;;x
AREA_IDAHO;アイダホ;;;;;;;;;;x
AREA_ILLINOIS;イリノイ;;;;;;;;;;x
AREA_INDIANA;インディアナ;;;;;;;;;;x
AREA_INDOCHINE;インドシナ;;;;;;;;;;x
AREA_INTERIOR_ALGERIA;アルジェリア奥地;;;;;;;;;;x
AREA_INTERIOR_LIBYA;リビア奥地;;;;;;;;;;x
AREA_IOWA;アイオワ;;;;;;;;;;x
AREA_IQUITOS;イキトス;;;;;;;;;;x
AREA_IRAQ;イラク;;;;;;;;;;x
AREA_IRKUTSK;イルクーツク;;;;;;;;;;x
AREA_IVORY_COAST;コートジボワール;;;;;;;;;;x
AREA_JIANGSU;チヤンスー;;;;;;;;;;x
AREA_JIANGXI;チヤンシー;;;;;;;;;;x
AREA_JILIN;チーリン;;;;;;;;;;x
AREA_JOHNSON_ISLAND;ジョンソン島;;;;;;;;;;x
AREA_KAMCHATKA;カムチャツカ;;;;;;;;;;x
AREA_KANSAS;カンザス;;;;;;;;;;x
AREA_KARELIA;カレリア;;;;;;;;;;x
AREA_KASSARINE;カスリーヌ;;;;;;;;;;x
AREA_KAZAKSTAN;カザフスタン;;;;;;;;;;x
AREA_KAZAN;カザン;;;;;;;;;;x
AREA_KENTUCKY;ケンタッキー;;;;;;;;;;x
AREA_KENYA;ケニア;;;;;;;;;;x
AREA_KHABAROVSK;ハバロフスク;;;;;;;;;;x
AREA_KHARKOV;ハリコフ;;;;;;;;;;x
AREA_KIEV;キエフ;;;;;;;;;;x
AREA_KIRGIZ_STEPPE;キルギス草原;;;;;;;;;;x
AREA_KIRGIZISTAN;キルギスタン;;;;;;;;;;x
AREA_KIROV;キーロフ;;;;;;;;;;x
AREA_KONGOLESE_JUNGLE;コンゴロ密林;;;;;;;;;;x
AREA_KOSTROMA;コストロマ;;;;;;;;;;x
AREA_KRAKOW;クラクフ;;;;;;;;;;x
AREA_KRASNODAR;クラスノダール;;;;;;;;;;x
AREA_KRIM;クリム;;;;;;;;;;x
AREA_KURDUFAN;クルドファン;;;;;;;;;;x
AREA_KURSK;クルスク;;;;;;;;;;x
AREA_KUYBYSHEV;クイビシェフ;;;;;;;;;;x
AREA_KYUSHU_SHIKOKU;九州・四国;;;;;;;;;;x
AREA_LA_PAZ;ラパス;;;;;;;;;;x
AREA_LA_PLATA;ラプラタ;;;;;;;;;;x
AREA_LAE;ニューギニア北東部;;;;;;;;;;x
AREA_LAKE;レイク;;;;;;;;;;x
AREA_LAKES;レイクス;;;;;;;;;;x
AREA_LAPLAND;ラップランド;;;;;;;;;;x
AREA_LATVIA;ラトヴィア;;;;;;;;;;x
AREA_LEBANON_SYRIA;レバノン・シリア;;;;;;;;;;x
AREA_LENINGRAD;レニングラード;;;;;;;;;;x
AREA_LEVANT;レバント;;;;;;;;;;x
AREA_LEYTE_ISLAND_GROUP;フィリピン東部;;;;;;;;;;x
AREA_LIAONING;リヤオヤン;;;;;;;;;;x
AREA_LIGURIAN_ISLANDS;リグリア諸島;;;;;;;;;;x
AREA_LIMA;リマ;;;;;;;;;;x
AREA_LIMOUSIN_AUVERGNE;リムーザン・オーベルニュ;;;;;;;;;;x
AREA_LITHUANIA;リトアニア;;;;;;;;;;x
AREA_LOIRE;ロアール;;;;;;;;;;x
AREA_LORRAINE_ALSACE;ロレーヌ・アルザス;;;;;;;;;;x
AREA_LOUISIANA;ルイジアナ;;;;;;;;;;x
AREA_LOWER_ARGENTINE;アルゼンチン南部;;;;;;;;;;x
AREA_LOWER_CALIFORNIA;カリフォルニア南部;;;;;;;;;;x
AREA_LUZON;ルソン;;;;;;;;;;x
AREA_LVOV;リボフ;;;;;;;;;;x
AREA_MADAGASCAR;マダガスカル;;;;;;;;;;x
AREA_MAGADAN;マガダン;;;;;;;;;;x
AREA_MAGDALENA;マグダレナ;;;;;;;;;;x
AREA_MAGHREB_COAST;マグレブ沿岸;;;;;;;;;;x
AREA_MAINE;メイン;;;;;;;;;;x
AREA_MALACKA;マラッカ;;;;;;;;;;x
AREA_MALIAN_DESERT;マリ砂漠;;;;;;;;;;x
AREA_MALIAN_VALLEYS;マリ渓谷;;;;;;;;;;x
AREA_MANAUS;マナウス;;;;;;;;;;x
AREA_MANITOBA;マニトバ;;;;;;;;;;x
AREA_MARACAIBO;マラカイボ;;;;;;;;;;x
AREA_MARCUS_WAKE;マーカス・ウェーク;;;;;;;;;;x
AREA_MARSHALLS;マーシャル諸島;;;;;;;;;;x
AREA_MARYLAND_DELAWARE;メリーランド・デラウェア;;;;;;;;;;x
AREA_MASSACHUSSETS;マサチューセッツ;;;;;;;;;;x
AREA_MATO_GROSSO;マトグロッソ;;;;;;;;;;x
AREA_MAURETANIA;マウレタニア;;;;;;;;;;x
AREA_MELBOURNE;メルボルン;;;;;;;;;;x
AREA_MELKOSOPOTJNIK;メルコソポティニク;;;;;;;;;;x
AREA_MEMEL;メーメル;;;;;;;;;;x
AREA_MEXICO_CITY;メキシコシティ;;;;;;;;;;x
AREA_MICHIGAN;ミシガン;;;;;;;;;;x
AREA_MIDWAY;ミッドウェー;;;;;;;;;;x
AREA_MINDANAO;ミンダナオ;;;;;;;;;;x
AREA_MINNESOTA;ミネソタ;;;;;;;;;;x
AREA_MINSK;ミンスク;;;;;;;;;;x
AREA_MISSISSIPPI;ミシシッピ;;;;;;;;;;x
AREA_MISSOURI;ミズーリ;;;;;;;;;;x
