U91;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
1000516;サー・シドニー・フェアベーン・ロウウェル;T516;6;1950;2100;combined_arms_focus;decentralized_execution;individual_courage;small_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000517;トーマス・ブレーミー;T_AST_Thomas_Blamey;4;1938;2100;centralized_execution;combined_arms_focus;individual_courage;large_unit_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000518;メルボルン大学;T_AST_UnivMelburne;5;1930;2100;chemistry;electronics;mathematics;mechanics;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000519;ヴィッカース・アームストロング社;T505;5;1930;2100;aeronautics;artillery;mechanics;naval_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000520;ウィルフレッド・ハリントン;T_AST_Wilfred_Harrington;4;1954;2100;centralized_execution;naval_training;small_taskforce_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000521;ウィリアム・ボストック;T_AST_William_Bostock;5;1930;2100;aircraft_testing;bomber_tactics;centralized_execution;combined_arms_focus;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000522;ウーメラ試験設備;T_AST_WoomeraTestRange;5;1947;2100;aeronautics;electronics;management;nuclear_engineering;rocketry;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000901;アンドリュー・マクノートン;T908;5;1939;2100;infantry_focus;large_unit_tactics;centralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000902;アブロ・カナダ;T302;5;1945;2100;aeronautics;electronics;technical_efficiency;chemistry;rocketry;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000903;A・A・L・カフ;T_CAN_AA_Cuffe;5;1930;2100;fighter_tactics;aircraft_testing;decentralized_execution;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000904;バラード乾船渠;T_CAN_BurrardDryDock;4;1930;2100;naval_artillery;naval_engineering;technical_efficiency;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000905;カナディア社;T_CAN_Canadair;6;1944;2100;aeronautics;artillery;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000906;カナディアン・カー＆ファンドリー社;T_CAN_CanadianCarFoundrt;5;1930;2100;aeronautics;technical_efficiency;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000907;カナディアン・ロコモティブ・カンパニー;T_CAN_CanadianLocomotiveCompany;5;1930;2100;mechanics;general_equipment;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000908;カナダ太平洋鉄道;T_CAN_CPR;5;1930;2100;mechanics;technical_efficiency;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000909;カナディアン・ヴィッカーズ社;T_CAN_CanadianVickers;6;1930;2100;naval_engineering;aeronautics;technical_efficiency;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000910;チョークリバー研究所;T917;4;1943;2100;mathematics;nuclear_physics;nuclear_engineering;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000911;カナダ太平洋鉄道アンガス工場;T_CAN_AngusShops;5;1930;2100;mechanics;technical_efficiency;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000912;デ・ハビランド・カナダ;T_CAN_deHavilland;5;1930;2100;aeronautics;chemistry;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000913;フランク＝ロバート・ミラー;T_CAN_Frank-Robert_Miller;5;1942;2100;bomber_tactics;fighter_tactics;aircraft_testing;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000914;ジョージ・クロイル;T911;4;1930;2100;bomber_tactics;aircraft_testing;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000915;ゲルハルト・ヘルツベルグ;T_CAN_Gerhard_Herzberg;6;1935;2100;chemistry;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000916;ハロルド・ベイリー＝グローマン;T912;4;1938;2100;naval_training;small_taskforce_tactics;centralized_execution;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000917;ハロルド・コクセター;T_CAN_Harold_Coxeter;5;1930;2100;mathematics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000918;ハリー・デウォルフ;T918;4;1947;2100;naval_training;small_taskforce_tactics;carrier_tactics;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000919;ヘンリー・クリーラー;T913;4;1940;2100;infantry_focus;large_unit_tactics;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000920;ジョン・イングリス社;T_CAN_JohnInglisCompany;4;1930;2100;artillery;general_equipment;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000921;ロング・ビーチ海軍工廠;T_CAN_LongBranchArsenal;5;1930;2100;artillery;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000922;モントリオール機関車製造所;T_CAN_MontrealLocomotiveWorks;5;1930;2100;mechanics;technical_efficiency;artillery;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000923;パーシー・ネルス;T_CAN_Percy_Nelles;5;1930;2100;naval_training;large_taskforce_tactics;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000924;ポリマー 社;T_CAN_Polycorp;5;1930;2100;chemistry;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000925;カナダ王立軍事大学;T_CAN_RoyalMilitaryCollege;4;1930;2100;infantry_focus;large_unit_tactics;centralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000926;シャウィニガン造水発電所;T_CAN_ShawiniganWater;5;1930;2100;electronics;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000927;セントジョン造船所;T_CAN_StJohnShipbuilding;5;1930;2100;naval_artillery;naval_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000928;ビクトリア機械廠;T_CAN_VictoriaMachineryDepot;5;1930;2100;naval_engineering;technical_efficiency;electronics;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000929;ビクトリー・エアクラフト社;T_CAN_VictoryAircraft;5;1930;2100;aeronautics;chemistry;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000926;ウォータールー工業社;T_CAN_WaterlooManufacturing;4;1930;2100;mechanics;artillery;electronics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000930;ウィリアム・T・トゥッテ;T_CAN_William_Tutte;5;1930;2100;mathematics;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
1000931;トロント大学;T916;5;1930;2100;mathematics;mechanics;management;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009001;アディントン工場;T_NZL_AddingtonWorkshops;4;1930;2100;artillery;mechanics;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009002;アーサー・ネヴィル;T_NZL_Arthur_Nevill;5;1930;2100;fighter_tactics;centralized_execution;management;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009003;バーナード・フライバーグ;T9000;6;1930;2100;centralized_execution;small_unit_tactics;combined_arms_focus;individual_courage;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009004;カライアピ・ドック;T_NZL_CalliopeDock;4;1930;2100;naval_engineering;technical_efficiency;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009005;植民地弾薬製造社;T_NZL_ColonialAmmunitionCo;4;1930;2100;artillery;mechanics;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009006;デヴォンポート海軍基地;T_NZL_DevonportNavalBase;4;1930;2100;naval_engineering;naval_artillery;electronics;technical_efficiency;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009008;エドワード・パリー;T_NZL_Edward_Parry;5;1930;2100;small_taskforce_tactics;centralized_execution;naval_training;seamanship;large_taskforce_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009009;アーネスト・マースデン;T_NZL_Ernest_Marsden;4;1930;2100;mathematics;electronics;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009010;フォード・ニュージーランド社;T_NZL_FordNZL;4;1930;2100;technical_efficiency;artillery;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009011;フランク・レニー;T_NZL_Frank_Rennie;5;1946;2100;decentralized_execution;small_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009012;ジェネラル・モータース社ニュージーランド工場;T_NZL_GeneralMotors;4;1930;2100;artillery;technical_efficiency;mechanics;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009013;グレアム・パーキンソン;T_NZL_Graham_Parkinson;5;1930;2100;combined_arms_focus;small_unit_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009014;ジョン・ダイガン;T_NZL_John_Duigan;5;1930;2100;centralized_execution;large_unit_tactics;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009015;ケンプソーン・プロッサー社;T_NZL_KempthorneProsserCo;5;1930;2100;industrial_engineering;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009016;レナード・M・イシト;T_NZL_Leonard_Isitt;5;1930;2100;bomber_tactics;centralized_execution;piloting;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009017;オタフフ工場;T_NZL_OtahuhuWorkshops;4;1930;2100;mechanics;general_equipment;industrial_engineering;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009018;ポート･チャマーズ;T_NZL_PortChalmers;4;1930;2100;naval_engineering;technical_efficiency;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009019;ロデリック・カー;T9004;6;1938;2100;combined_arms_focus;piloting;aircraft_testing;bomber_tactics;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
10009020;オタゴ大学;T_NZL_OtagoUniversity;3;1930;2100;mathematics;chemistry;mechanics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
