U08;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
9007026;Head of Government;ラモン・カスティリョ;40;PA;Old General;high;M35005;x
9007027;Head of Government;マヌエル・マリア・デ・イリオンド;46;SC;Silent Workhorse;high;M35034;x
9007028;Head of Government;マルセロ・T・アルベアル;36;SL;Naive Optimist;high;M35035;x
9007029;Head of Government;ロブスティアーノ・パントロン・コスタス;42;SL;Smiling Oilman;high;M35036;x
9007030;Head of Government;バルダサッレ・バルディ・ヒメネス;36;SD;Political Protege;high;M35037;x
9007031;Head of Government;グスタボ・メンドーサ・クルティン;40;SD;Corporate Suit;high;M35038;x
9007032;Head of Government;ロベルト・M・オルティス;36;PA;Flamboyant Tough Guy;high;M35039;x
9007033;Head of Government;フリオ・A・ロカ;40;SC;Happy Amateur;high;M35040;x
9007034;Head of Government;ペドロ・パブロ・ラミレス;43;PA;Old General;high;M35055;x
9007035;Head of Government;セサル・アルメギノ;44;PA;Ambitious Union Boss;high;M35042;x
9007036;Head of Government;カルロス・アルベルト・プエイレドン;36;FA;Flamboyant Tough Guy;high;M35011;x
9007037;Head of Government;ファン・ドミンゴ・ペロン;45;LWR;Naive Optimist;high;M35021;x
9007038;Foreign Minister;アルベルト・ウエヨ;38;SC;Apologetic Clerk;high;M35004;x
9007039;Foreign Minister;アルベルト・ヒルベルト;40;SC;Ideological Crusader;high;M35061;x
9007040;Foreign Minister;ペドロ・アランブル;44;SC;General Staffer;high;M35062;x
9007041;Foreign Minister;ダニエル・カポ・ロドリゲス;46;SC;The Cloak N Dagger Schemer;high;M35063;x
9007042;Foreign Minister;オラシオ・オヤ・サン・アルテ;36;SL;Ideological Crusader;high;M35064;x
9007043;Foreign Minister;マヌエル・ラモン・アルバラド;38;SL;Iron Fisted Brute;high;M35065;x
9007044;Foreign Minister;マルセロ・T・アルベアル;40;SL;Great Compromiser;high;M35035;x
9007045;Foreign Minister;ロブスティアーノ・パントロン・コスタス;44;SL;Iron Fisted Brute;high;M35036;x
9007046;Foreign Minister;ヒルベルト・A・パエス;46;SL;Biased Intellectual;high;M35068;x
9007047;Foreign Minister;ラウル・ビセンシオ・グスマン;36;SD;Great Compromiser;high;M35069;x
9007048;Foreign Minister;エドゥアルド・ミヤ・ベルムデス;38;SD;Apologetic Clerk;high;M35070;x
9007049;Foreign Minister;ダニエル・カポ・ロドリゲス;40;SD;The Cloak N Dagger Schemer;high;M35063;x
9007050;Foreign Minister;ホセ・マリア・カンティロ;38;PA;Biased Intellectual;high;M35072;x
9007051;Foreign Minister;フリオ・A・ロカ;40;PA;Apologetic Clerk;high;M35040;x
9007052;Foreign Minister;ギリェルモ・ローテ;41;PA;Iron Fisted Brute;high;M35074;x
9007053;Foreign Minister;アルフォンソ・ルイス・ギナス;40;PA;The Cloak N Dagger Schemer;high;M35075;x
9007054;Foreign Minister;オルランド・ペルフォ;44;PA;General Staffer;high;M35076;x
9007055;Foreign Minister;エクトル・ベルネンゴ・リマ;45;PA;Ideological Crusader;high;M35023;x
9007056;Foreign Minister;セサル・アルメギノ;46;PA;Great Compromiser;high;M35042;x
9007057;Foreign Minister;カルロス・アルベルト・プエイレドン;36;FA;Apologetic Clerk;high;M35011;x
9007058;Foreign Minister;ファン・ブラムグリア;45;LWR;Great Compromiser;high;M35081;x
9007059;Foreign Minister;ファン・イサク・クック;47;LWR;Iron Fisted Brute;high;M35082;x
9007060;Minister of Armament;リサンドロ・デ・ラ・トーレ;37;SC;Resource Industrialist;high;M35084;x
9007061;Minister of Armament;ルイス・ポデスタ・コスタ;38;SC;Air To Ground Proponent;high;M35014;x
9007062;Minister of Armament;ペドロ・アランブル;40;SC;Tank Proponent;high;M35062;x
9007063;Minister of Armament;アグスティン・ロドリゲス;44;SC;Administrative Genius;high;M35087;x
9007064;Minister of Armament;エルピディオ・ゴンサレス;36;SL;Resource Industrialist;high;M35088;x
9007065;Minister of Armament;ホセ・タンボルニ;38;SL;Administrative Genius;high;M35089;x
9007066;Minister of Armament;オルテンシオ・キハーノ;39;SL;Strategic Air Proponent;high;M35015;x
9007067;Minister of Armament;エンリケ・マルティネス;41;SL;Military Entrepreneur;high;M35091;x
9007068;Minister of Armament;ホルヘ・デ・ラ・トーレ;40;SL;Submarine Proponent;high;M35006;x
9007069;Minister of Armament;マヌエル・A・ロドリゲス;43;SL;Infantry Proponent;high;M35007;x
9007070;Minister of Armament;ファン・ドミンゴ・ペロン;44;SL;Tank Proponent;high;M35021;x
9007071;Minister of Armament;バルトロメオ・デ・ラ・コリーナ;46;SL;Air to Sea Proponent;high;M35095;x
9007072;Minister of Armament;ウンベルト・デ・セハス・ベルダ;36;SD;Theoretical Scientist;high;M35096;x
9007073;Minister of Armament;ファン・オステロ・メディナ;40;SD;Resource Industrialist;high;M35097;x
9007074;Minister of Armament;ギリェルモ・ローテ;38;PA;Corrupt Kleptocrat;high;M35074;x
9007075;Minister of Armament;フェデリコ・ピネド;39;PA;laissez-faire capitalist;high;M35099;x
9007076;Minister of Armament;フリオ・A・ロカ;40;PA;Battle Fleet Proponent;high;M35040;x
9007077;Minister of Armament;アウグスト・ディアス・ブスタン;41;PA;Military Entrepreneur;high;M35101;x
9007078;Minister of Armament;アントニオ・パロディ;40;PA;Air Superiority Proponent;high;M35010;x
9007079;Minister of Armament;エデルミロ・ファレル;43;PA;Infantry Proponent;high;M35041;x
9007080;Minister of Armament;ホセ・マリア・カンティロ;44;PA;Submarine Proponent;high;M35072;x
9007081;Minister of Armament;ファン・オステロ・メディナ;46;PA;Resource Industrialist;high;M35097;x
9007082;Minister of Armament;オルテンシオ・キハーノ;45;LWR;Strategic Air Proponent;high;M35015;x
9007083;Minister of Armament;フランシスコ・ロペス・マルティン;47;LWR;Air to Sea Proponent;high;M35109;x
9007084;Minister of Armament;アルベルト・バリェ;47;LWR;Theoretical Scientist;high;M35110;x
9007085;Minister of Security;マヌエル・マリア・デ・イリオンド;36;SC;Prince of Terror;high;M35034;x
9007086;Minister of Security;レオポルド・メロ;38;SC;Compassionate Gentleman;high;M35112;x
9007087;Minister of Security;ホルヘ・エスコバル・コル;40;SC;Prince of Terror;high;M35113;x
9007088;Minister of Security;アルベルト・ヒルベルト;44;SC;Crooked Kleptocrat;high;M35061;x
9007089;Minister of Security;エンリケ・マルティネス;36;SL;Man of the People;high;M35091;x
9007090;Minister of Security;オラシオ・オヤ・サン・アルテ;37;SL;Silent Lawyer;high;M35064;x
9007091;Minister of Security;アグスティン・ロドリゲス;38;SL;Compassionate Gentleman;high;M35087;x
9007092;Minister of Security;ホセ・タンボルニ;41;SL;Crime Fighter;high;M35089;x
9007093;Minister of Security;ギリェルモ・ローテ;40;SL;Crooked Kleptocrat;high;M35074;x
9007094;Minister of Security;オルテンシオ・キハーノ;44;SL;Efficient Sociopath;high;M35015;x
9007095;Minister of Security;アルベルト・ヒルベルト;46;SL;Crooked Kleptocrat;high;M35061;x
9007096;Minister of Security;ロベルト・ティトー・シアベッサ;36;SD;Compassionate Gentleman;high;M35123;x
9007097;Minister of Security;グスタボ・メンドーサ・クルティン;40;SD;Man of the People;high;M35038;x
9007098;Minister of Security;トマス・アルベルト・レ・ブレトン;38;PA;Man of the People;high;M35125;x
9007099;Minister of Security;ペドロ・パブロ・ラミレス;39;PA;Efficient Sociopath;high;M35126;x
9007100;Minister of Security;ギリェルモ・ローテ;44;PA;Crooked Kleptocrat;high;M35074;x
9007101;Minister of Security;エドゥアルド・ミヤ・ベルムデス;47;PA;Efficient Sociopath;high;M35070;x
9007102;Minister of Security;ロベルト・M・オルティス;36;FA;Back Stabber;high;M35039;x
9007103;Minister of Security;オルテンシオ・キハーノ;38;FA;Efficient Sociopath;high;M35015;x
9007104;Minister of Security;アウグスト・ディアス・ブスタン;40;FA;Silent Lawyer;high;M35101;x
9007105;Minister of Security;アントニオ・ルイス・ディアス;45;LWR;Crooked Kleptocrat;high;M35025;x
9007106;Minister of Security;エバ・ペロン;47;LWR;Man of the People;high;M35134;x
9007107;Head of Military Intelligence;ディオヘネス・タボアダ;36;SC;Industrial Specialist;high;M35135;x
9007108;Head of Military Intelligence;マヌエル・マリア・デ・イリオンド;40;SC;Political Specialist;high;M35034;x
9007109;Head of Military Intelligence;ラモン・カスティリョ;42;SC;Dismal Enigma;high;M35005;x
9007110;Head of Military Intelligence;アグスティン・ロドリゲス;36;SL;Political Specialist;high;M35087;x
9007111;Head of Military Intelligence;ホルヘ・デ・ラ・トーレ;38;SL;Dismal Enigma;high;M35006;x
9007112;Head of Military Intelligence;エルピディオ・ゴンサレス;40;SL;Technical Specialist;high;M35088;x
9007113;Head of Military Intelligence;アルベルト・ヒルベルト;44;SL;Logistics Specialist;high;M35061;x
9007114;Head of Military Intelligence;バルトロメオ・デ・ラ・コリーナ;46;SL;Industrial Specialist;high;M35095;x
9007115;Head of Military Intelligence;バルダサッレ・バルディ・ヒメネス;36;SD;Logistics Specialist;high;M35037;x
9007116;Head of Military Intelligence;オスカル・ベナビデス・ペレス;38;SD;Dismal Enigma;high;M35145;x
9007117;Head of Military Intelligence;ウンベルト・ハシント・バスケス;40;SD;Industrial Specialist;high;M35138;x
9007118;Head of Military Intelligence;ウリバルディ・ディアス・ブリテンベルク;40;SD;Technical Specialist;high;M35147;x
9007119;Head of Military Intelligence;フェリペ・ウルダピリェタ;38;PA;Logistics Specialist;high;M35148;x
9007120;Head of Military Intelligence;ロベルト・M・オルティス;39;PA;Industrial Specialist;high;M35039;x
9007121;Head of Military Intelligence;アドルフォ・ラウソン・ブスタマンテ;40;PA;Naval Intelligence Specialist;high;M35150;x
9007122;Head of Military Intelligence;ウンベルト・ハシント・バスケス;43;PA;Industrial Specialist;high;M35138;x
9007123;Head of Military Intelligence;ペドロ・グロッソ・ソト;36;FA;Dismal Enigma;high;M35016;x
9007124;Head of Military Intelligence;ペドロ・S・カサル;45;LWR;Naval Intelligence Specialist;high;M35009;x
9007125;Head of Military Intelligence;ホルヘ・ディ・パスクァーレ;47;LWR;Dismal Enigma;high;M35154;x
9007126;Head of Military Intelligence;グスタボ・メンドーサ・クルティン;47;LWR;Industrial Specialist;high;M35038;x
9007127;Chief of Staff;ホセ・マリア・サロベ;36;SC;School of Fire Support;high;M35156;x
9007128;Chief of Staff;フェリペ・ウルダピリェタ;40;SC;School of Psychology;high;M35148;x
9007129;Chief of Staff;ペドロ・パブロ・ラミレス;43;SC;School of Manoeuvre;high;M35055;x
9007130;Chief of Staff;フランシスコ・M・ベレス;36;SL;School of Fire Support;high;M35160;x
9007131;Chief of Staff;トマス・マルティネス;38;SL;School of Manoeuvre;high;M35161;x
9007132;Chief of Staff;ファン・ブランコ・カレラ;46;SL;School of Defence;high;M35164;x
9007133;Chief of Staff;ファン・ドミンゴ・ペロン;36;SD;School of Psychology;high;M35162;x
9007134;Chief of Staff;ホルヘ・マニ;40;SD;School of Mass Combat;high;M35159;x
9007135;Chief of Staff;カルロス・O・マルケス;38;PA;School of Mass Combat;high;M35017;x
9007136;Chief of Staff;エデルミロ・ファレル;43;SC;School of Psychology;high;M35041;x
9007137;Chief of Staff;カルロス・フォン・デル・ベッケ;46;PA;School of Defence;high;M35169;x
9007138;Chief of Staff;パブロ・サン・マルティン;45;LWR;School of Defence;high;M35027;x
9007139;Chief of Staff;パウル・カステックス・ラインフォルド;47;LWR;School of Psychology;high;M35172;x
9007140;Chief of Army;アグスティン・P・フスト;36;SC;Elastic Defence Doctrine;high;M35001;x
9007141;Chief of Army;ラウレアノ・アナヤ;38;SC;Armoured Spearhead Doctrine;high;M35174;x
9007142;Chief of Army;トマス・マルティネス;38;SL;Guns and Butter Doctrine;high;M35161;x
9007143;Chief of Army;ファン・ドミンゴ・ペロン;40;SL;Decisive Battle Doctrine;high;M35028;x
9007144;Chief of Army;ファン・ブランコ・カレラ;44;SL;Static Defence Doctrine;high;M35164;x
9007145;Chief of Army;エリベルト・ラ・ガリネ;36;SD;Static Defence Doctrine;high;M35029;x
9007146;Chief of Army;フランシスコ・M・ベレス;40;SD;Elastic Defence Doctrine;high;M35160;x
9007147;Chief of Army;マヌエル・サビオ;38;PA;Static Defence Doctrine;high;M35176;x
9007148;Chief of Army;カルロス・O・マルケス;40;PA;Decisive Battle Doctrine;high;M35017;x
9007149;Chief of Army;ペドロ・パブロ・ラミレス;42;PA;Guns and Butter Doctrine;high;M35055;x
9007150;Chief of Army;エンリケ・モソコニ;44;PA;Armoured Spearhead Doctrine;high;M35187;x
9007151;Chief of Army;ファン・ドミンゴ・ペロン;45;LWR;Armoured Spearhead Doctrine;high;M35028;x
9007152;Chief of Navy;エレアサル・ビデラ;36;SC;Decisive Naval Battle Doctrine;high;M35190;x
9007153;Chief of Navy;ルイス・シルバ・カラスコ;44;SC;Power Projection Doctrine;high;M35192;x
9007154;Chief of Navy;エルピディオ・ゴンサレス;36;SL;Base Control Doctrine;high;M35088;x
9007155;Chief of Navy;エリベルト・ラ・ガリネ;40;SL;Indirect Approach Doctrine;high;M35029;x
9007156;Chief of Navy;ファン・P・ペデモンテ;44;SL;Power Projection Doctrine;high;M35196;x
9007157;Chief of Navy;カルロス・プタリャ・ビグノロ;46;SL;Open Seas Doctrine;high;M35197;x
9007158;Chief of Navy;ルオゴ・カバリエリ;36;SD;Base Control Doctrine;high;M35198;x
9007159;Chief of Navy;レオン・サンチェス・スカッソ;38;PA;Open Seas Doctrine;high;M35200;x
9007160;Chief of Navy;ペドロ・パブロ・ラミレス;40;PA;Base Control Doctrine;high;M35126;x
9007161;Chief of Navy;ペドロ・グロッソ・ソト;44;PA;Indirect Approach Doctrine;high;M35016;x
9007162;Chief of Air Force;レオポルド・メロ;38;SC;Naval Aviation Doctrine;high;M35112;x
9007163;Chief of Air Force;オスカル・ムラトリオ;40;SC;Vertical Envelopment Doctrine;high;M35208;x
9007164;Chief of Air Force;ホセ・タンボルニ;36;SL;Army Aviation Doctrine;high;M35089;x
9007165;Chief of Air Force;ホルヘ・マニ;38;SL;Air Superiority Doctrine;high;M35159;x
9007166;Chief of Air Force;エクトル・デ・リバ;40;SL;Naval Aviation Doctrine;high;M35030;x
9007167;Chief of Air Force;バルトロメオ・デ・ラ・コリーナ;46;SL;Vertical Envelopment Doctrine;high;M35095;x
9007168;Chief of Air Force;オスカル・ベナビデス・ペレス;36;SD;Naval Aviation Doctrine;high;M35145;x
9007169;Chief of Air Force;ウリバルディ・ディアス・ブリテンベルク;40;SD;Army Aviation Doctrine;high;M35147;x
9007170;Chief of Air Force;アルベルト・ベルダケル;38;PA;Carpet Bombing Doctrine;high;M35213;x
9007171;Chief of Air Force;カルロス・O・マルケス;40;PA;Vertical Envelopment Doctrine;high;M35017;x
9007172;Chief of Air Force;カルロス・マウリノ;44;PA;Army Aviation Doctrine;high;M35020;x
9007173;Chief of Air Force;ガブリエル・A・エルマンソン;46;PA;Air Superiority Doctrine;high;M35220;x
9007174;Head of State;アドルフォ・ラウソン・ブスタマンテ;43;SC;Barking Buffoon;high;M35150;x
9007175;Head of Government;アドルフォ・ラウソン・ブスタマンテ;43;SC;Old Admiral;high;M35150;x
9007176;Foreign Minister;セグンド・R・ストルニ;43;SC;Iron Fisted Brute;high;M35225;x
9007177;Minister of Armament;ベニート・スエイロ;43;SC;laissez-faire capitalist;high;M35226;x
9007178;Minister of Security;ディエゴ・イシドロ・マソン;43;SC;Silent Lawyer;high;M35227;x
9007179;Head of Military Intelligence;ビセンテ・ウィドラブラ・ウリベ;43;SC;Technical Specialist;high;M35228;x
9007180;Chief of Army;アドルフォ・ラウソン・ブスタマンテ;41;SC;Decisive Battle Doctrine;high;M35150;x
9007181;Chief of Navy;セグンド・R・ストルニ;43;SC;Open Seas Doctrine;high;M35225;x
9007182;Head of State;ペドロ・パブロ・ラミレス;43;PA;Stern Imperialist;high;M35055;x
9007183;Foreign Minister;イポリト・ヘスス・パス;49;LWR;Apologetic Clerk;high;M35232;x
9007184;Foreign Minister;ヘロニモ・レモリーノ;51;LWR;The Cloak N Dagger Schemer;high;M35233;x
9007185;Head of Military Intelligence;ヘロニモ・レモリーノ;49;LWR;Political Specialist;high;M35233;x
9007186;Head of Government;アルベルト・ポデスタ・カステロ;49;SC;Corporate Suit;high;M35235;x
9007187;Foreign Minister;アルベルト・ポデスタ・カステロ;49;SC;Biased Intellectual;high;M35235;x
9007188;Chief of Army;ホセ・モリーナ・ゴメス;50;LWR;Decisive Battle Doctrine;high;L120020;x
9007189;Head of State;ホセ・テハダ・ソルサノ;36;SL;Weary Stiffneck;high;M43001;x
9007190;Head of Government;ホセ・テハダ・ソルサノ;36;SL;Smiling Oilman;high;M43001;x
9007191;Foreign Minister;ホセ・マリア・グティエレス;36;SL;Iron Fisted Brute;high;M43003;x
9007192;Minister of Armament;モリッツ・ホッホシルト;36;SL;laissez-faire capitalist;high;M43004;x
9007193;Minister of Security;ホセ・サントス・キンテロス;36;SL;Compassionate Gentleman;high;M43005;x
9007194;Head of Military Intelligence;カルロス・アルタミラノ;36;SL;Dismal Enigma;high;M43006;x
9007195;Chief of Staff;グアルベルト・ビジャロエル・ロペス;36;SL;School of Fire Support;high;M43007;x
9007196;Chief of Army;ハンス・クント;36;SL;Decisive Battle Doctrine;high;M43008;x
9007197;Chief of Navy;ヒル・イバラ・フアレス;36;SL;Indirect Approach Doctrine;high;M43009;x
9007198;Chief of Air Force;エクトール・ビルバオ・ロハ;36;SL;Army Aviation Doctrine;high;M43010;x
9007199;Head of State;エンリケ・フィノ;36;SD;Pig-headed Isolationist;high;M43031;x
9007200;Head of State;ヘルマン・ブッシュ・ベセラ;37;SD;Popular Figurehead;high;M43032;x
9007201;Head of State;ラファエル・フランコ・ラフェル;36;SL;Benevolent Gentleman;high;M43033;x
9007202;Head of State;ワルド・ベルモンテ・ポール;38;SL;Insignificant Layman;high;M43034;x
9007203;Head of State;ネストル・ギリェン・オルモス;44;SL;Autocratic Charmer;high;M43035;x
9007204;Head of State;アバドン・サアベドラ・マジェア;36;SC;Stern Imperialist;high;M43036;x
9007205;Head of State;カルロス・キンタニジャ・キロガ;38;SC;Resigned Generalissimo;high;M43037;x
9007206;Head of State;シモン・I・パティーニョ;40;SC;Powerhungry Demagogue;high;M43038;x
9007207;Head of State;トマス・モンヘ・グティエレス;45;SC;Ruthless Powermonger;high;M43039;x
9007208;Head of State;エウセビオ・アヤラ;43;LWR;Barking Buffoon;high;M43040;x
9007209;Head of State;グアルベルト・ビジャロエル・ロペス;44;LWR;Resigned Generalissimo;high;M43007;x
9007210;Head of State;ビクトル・パス・エステンソロ;46;SD;Powerhungry Demagogue;high;M43042;x
9007211;Head of State;ギリェルモ・ローラ;36;LE;Insignificant Layman;high;M43021;x
9007212;Head of State;ダニエル・サンチェス・ブスタマンテ;44;ST;Autocratic Charmer;high;M43023;x
9007213;Head of State;エンリケ・ペニャランダ・カスティリョ;39;PA;Stern Imperialist;high;M43045;x
9007214;Head of State;ヘルマン・ブトロン;36;FA;Resigned Generalissimo;high;M43011;x
9007215;Head of State;エドウィン・メラー;44;FA;Popular Figurehead;high;M43015;x
9007216;Head of Government;ダビッド・トロ・ルイロバ;36;SD;Old General;high;M43048;x
9007217;Head of Government;ヘルマン・ブッシュ・ベセラ;37;SD;Naive Optimist;high;M43032;x
9007218;Head of Government;アバドン・サアベドラ・マジェア;36;SC;Flamboyant Tough Guy;high;M43036;x
9007219;Head of Government;カルロス・キンタニジャ・キロガ;38;SC;Old General;high;M43037;x
9007220;Head of Government;シモン・I・パティーニョ;40;SC;Corporate Suit;high;M43038;x
9007221;Head of Government;エンリケ・エルツォグ・ガライサバル;45;SC;Silent Workhorse;high;M43053;x
9007222;Head of Government;ラファエル・フランコ・ラフェル;36;SL;Naive Optimist;high;M43033;x
9007223;Head of Government;ワルド・ベルモンテ・ポール;39;SL;Happy Amateur;high;M43034;x
9007224;Head of Government;フリアン・モンテジャーノ・カラスコ;44;SL;Political Protege;high;M43056;x
9007225;Head of Government;エウセビオ・アヤラ;43;LWR;Ambitious Union Boss;high;M43040;x
9007226;Head of Government;グアルベルト・ビジャロエル・ロペス;44;LWR;Old General;high;M43007;x
9007227;Head of Government;ビクトル・パス・エステンソロ;46;LWR;Corporate Suit;high;M43042;x
9007228;Head of Government;ギリェルモ・ローラ;36;ST;Happy Amateur;high;M43021;x
9007229;Head of Government;ダニエル・サンチェス・ブスタマンテ;44;ST;Political Protege;high;M43023;x
9007230;Head of Government;エンリケ・ペニャランダ・カスティリョ;39;PA;Flamboyant Tough Guy;high;M43045;x
9007231;Head of Government;ホルヘ・パティノス;43;PA;Corporate Suit;high;M43063;x
9007232;Head of Government;ヘルマン・ブトロン;36;FA;Old General;high;M43011;x
9007233;Head of Government;エドウィン・メラー;44;FA;Corporate Suit;high;M43015;x
9007234;Foreign Minister;ルイス・グアチャリャ・ソラレス;36;SD;Great Compromiser;high;M43066;x
9007235;Foreign Minister;エンリケ・バルディビエソ・アパリシオ;37;SD;General Staffer;high;M43067;x
9007236;Foreign Minister;カルロス・サリナス・アラマヨ;38;SD;The Cloak N Dagger Schemer;high;M43068;x
9007237;Foreign Minister;ホセ・テハダ・ソルサノ;36;SL;Great Compromiser;high;M43001;x
9007238;Foreign Minister;ラファエル・フランコ・ラフェル;36;SL;General Staffer;high;M43033;x
9007239;Foreign Minister;フラチェスコ・ピエリーニ;38;SL;Biased Intellectual;high;M43071;x
9007240;Foreign Minister;トマス・マヌエル・エリオ;43;SL;Great Compromiser;high;M43072;x
9007241;Foreign Minister;エンリケ・エルツォグ・ガライサバル;46;SL;Apologetic Clerk;high;M43053;x
9007242;Foreign Minister;アバドン・サアベドラ・マジェア;36;SC;Apologetic Clerk;high;M43036;x
9007243;Foreign Minister;ウーゴ・バリビアン・ロハス;47;SC;General Staffer;high;M43077;x
9007244;Foreign Minister;アルベルト・オストリア・グティエレス;39;PA;Apologetic Clerk;high;M43075;x
9007245;Foreign Minister;エドゥアルド・アンセ・マティエンソ;42;PA;The Cloak N Dagger Schemer;high;M43076;x
9007246;Foreign Minister;トマス・マヌエル・エリオ;43;PA;Great Compromiser;high;M43072;x
9007247;Foreign Minister;ファン・メチン;36;FA;The Cloak N Dagger Schemer;high;M43013;x
9007248;Foreign Minister;ファビアン・バカ・チャベス;40;PA;Biased Intellectual;high;M43082;x
9007249;Foreign Minister;シモン・I・パティーニョ;43;FA;The Cloak N Dagger Schemer;high;M43038;x
9007250;Foreign Minister;ヘルマン・ブトロン;44;FA;Ideological Crusader;high;M43011;x
9007251;Foreign Minister;アルベルト・ディエス・デ・メディナ;38;LWR;Biased Intellectual;high;M43086;x
9007252;Foreign Minister;ビクトル・パス・エステンソロ;43;LWR;Biased Intellectual;high;M43042;x
9007253;Foreign Minister;ホセ・フランス・タマヨ;44;LWR;Ideological Crusader;high;M43088;x
9007254;Foreign Minister;エンリケ・バルディビエソ・アパリシオ;44;LWR;General Staffer;high;M43067;x
9007255;Foreign Minister;グスタボ・チャコン・モラレス;44;LWR;The Cloak N Dagger Schemer;high;M43090;x
9007256;Foreign Minister;ホセ・ピント・サンチェス;45;LWR;Iron Fisted Brute;high;M43091;x
9007257;Foreign Minister;アニセト・ソラレス;45;LWR;Great Compromiser;high;M43092;x
9007258;Foreign Minister;ダニエル・サンチェス・ブスタマンテ;36;LE;Iron Fisted Brute;high;M43023;x
9007259;Foreign Minister;ロベルト・イノホーサ;44;LE;Apologetic Clerk;high;M43024;x
9007260;Minister of Armament;エンリケ・フィノ;36;SD;Air Superiority Proponent;high;M43031;x
9007261;Minister of Armament;フラチェスコ・ピエリーニ;38;SL;Tank Proponent;high;M43071;x
9007262;Minister of Armament;エクトール・ビルバオ・ロハ;39;SL;Air to Ground Proponent;high;M43010;x
9007263;Minister of Armament;アバドン・サアベドラ・マジェア;40;SL;Air to Sea Proponent;high;M43036;x
9007264;Minister of Armament;アドルフォ・コスタ・ド・レイス;41;SL;Military Entrepreneur;high;M43101;x
9007265;Minister of Armament;ネストル・ギリェン・オルモス;43;SL;Resource Industrialist;high;M43035;x
9007266;Minister of Armament;フリアン・モンテジャーノ・カラスコ;46;SL;Administrative Genius;high;M43056;x
9007267;Minister of Armament;アバドン・サアベドラ・マジェア;39;SC;Theoretical Scientist;high;M43036;x
9007268;Minister of Armament;シモン・I・パティーニョ;40;SC;Resource Industrialist;high;M43038;x
9007269;Minister of Armament;マリオ・トレス;45;SC;Corrupt Kleptocrat;high;M43014;x
9007270;Minister of Armament;ダビッド・トロ・ルイロバ;40;PA;Corrupt Kleptocrat;high;M43048;x
9007271;Minister of Armament;カルロス・サリナス・アラマヨ;41;PA;Military Entrepreneur;high;M43068;x
9007272;Minister of Armament;ファビアン・バカ・チャベス;42;PA;Air to Sea Proponent;high;M43082;x
9007273;Minister of Armament;ウーゴ・バリビアン・ロハス;43;PA;Infantry Proponent;high;M43077;x
9007274;Minister of Armament;マリオ・トレス;36;FA;Corrupt Kleptocrat;high;M43014;x
9007275;Minister of Armament;アルベルト・オストリア・グティエレス;38;PA;Air to Ground Proponent;high;M43075;x
9007276;Minister of Armament;ホルヘ・パティノス;40;PA;Resource Industrialist;high;M43063;x
