U03;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
9002028;Head of Military Intelligence;エドワード・グライヒェン卿;36;PA;Dismal Enigma;high;M564028;x
9002029;Chief of Staff;サー・スキンデール・ヒタイ・カーン;36;SD;School of Psychology;high;M59096;x
9002030;Chief of Staff;ムハンマド・ヤヒヤ・カーン;45;SD;School of Fire Support;high;M59098;x
9002031;Chief of Staff;カシミール藩王H・H・シュリマン8世;36;PA;School of Mass Combat;high;M564031;x
9002032;Chief of Army;ムハンマド・アユブ・カーン;36;SD;Elastic Defence Doctrine;high;M59105;x
9002033;Chief of Army;ムハンマド・ヤヒヤ・カーン;45;SD;Armoured Spearhead Doctrine;high;M59098;x
9002034;Chief of Army;ウッダウラ太守ルクン;36;PA;Decisive Battle Doctrine;high;M564034;x
9002035;Chief of Navy;アリ・レーマン・カーン;36;SD;Base Control Doctrine;high;L505113;x
9002036;Chief of Navy;カーンジ太守H・H・ディワン3世;36;SD;Open Seas Doctrine;high;M564036;x
9002037;Chief of Air Force;アスガル・カーン;36;SD;Vertical Envelopment Doctrine;high;M59020;x
9002038;Chief of Air Force;H・H・アフマド・ウル＝ムルク;36;PA;Carpet Bombing Doctrine;high;M564038;x
9002039;Head of State;ムハンマド・アリ・ジンナー;47;SD;Powerhungry Demagogue;high;M59042;x
9002040;Head of State;クワジャ・ナジムッディン;48;SD;Barking Buffoon;high;M564040;x
9002041;Head of State;ゴラム・ムハンマド;51;SD;Benevolent Gentleman;high;M564041;x
9002042;Head of Government;リアカット・アリ・カーン;47;SD;Backroom Backstabber;high;M59052;x
9002043;Head of Government;クワジャ・ナジムッディン;47;SD;Corporate Suit;high;M564040;x
9002044;Head of Government;モハンマド・アリ・ボグラ;53;SD;Ambitious Union Boss;high;M564044;x
9002045;Foreign Minister;チャウドリ・モハンマド・アリ;51;SD;Biased Intellectual;high;M564045;x
9002046;Foreign Minister;フセイン・スラワンディ;53;SD;Apologetic Clerk;high;M564046;x
9002047;Minister of Armament;アブドゥル・ワハブ・カーン;52;SD;Infantry Proponent;high;M564047;x
9002048;Minister of Security;モウルヴィ・タミザッディン・カーン;51;SD;Silent Lawyer;high;M564048;x
9002049;Head of Military Intelligence;アブドゥル・ワハブ・カーン;49;SD;Logistics Specialist;high;M564047;x
9002050;Head of State;アブドゥル・アジズ・アル・サウド;36;PA;Ruthless Powermonger;high;M63001;x
9002051;Head of Government;サウド・アル・サウド;36;PA;Backroom Backstabber;high;M63002;x
9002052;Foreign Minister;ファイサル・アル・サウド;36;PA;Apologetic Clerk;high;M63003;x
9002053;Minister of Armament;ファイサル・アル・サウド;36;PA;Resource Industrialist;high;M63003;x
9002054;Minister of Security;ハーリド・アル・サウド;36;PA;Crooked Kleptocrat;high;M63005;x
9002055;Head of Military Intelligence;ハーリド・アル・サウド;36;PA;Logistics Specialist;high;M63005;x
9002056;Chief of Staff;サウド・アル・サウド;36;PA;School of Manoeuvre;high;M63002;x
9002057;Chief of Army;ファイサル・アル・サウド;36;PA;Guns and Butter Doctrine;high;M63003;x
9002058;Chief of Navy;ファイサル・アル・サウド;36;PA;Open Seas Doctrine;high;M63003;x
9002059;Chief of Air Force;ファイサル・サウド;36;PA;Army Aviation Doctrine;high;M63003;x
9002060;Foreign Minister;ヒューバート・スコット＝ペイン;39;SC;General Staffer;high;M63031;x
9002061;Foreign Minister;チャールズ・ロード・パルムーア;41;SC;Apologetic Clerk;high;M63032;x
9002062;Foreign Minister;ハリー・セントジョン・フィルビー;44;PA;Ideological Crusader;high;M63033;x
9002063;Foreign Minister;サウド・アル・サウド;45;PA;Biased Intellectual;high;M63002;x
9002064;Minister of Armament;G・G・アイメ＝ムレイ;37;SC;Administrative Genius;high;M63035;x
9002065;Minister of Armament;ハリー・セントジョン・フィルビー;38;PA;Infantry Proponent;high;M63033;x
9002066;Minister of Armament;アルトゥール・J・サルター;39;SC;Theoretical Scientist;high;M63037;x
9002067;Minister of Armament;マルコム・デ・レ・ヴィンジ;40;SC;Resource Industrialist;high;M63038;x
9002068;Minister of Armament;ジェフリー・ジョージ・ノックス;41;SC;Tank Proponent;high;M63039;x
9002069;Minister of Armament;サリー・アル・ラージー;45;PA;laissez-faire capitalist;high;M63040;x
9002070;Minister of Security;ヒューバート・スコット＝ペイン;38;SC;Silent Lawyer;high;M63031;x
9002071;Minister of Security;ハリー・セントジョン・フィルビー;41;PA;Compassionate Gentleman;high;M63033;x
9002072;Minister of Security;ジェームズ・パワー・カルネ;42;SC;Efficient Sociopath;high;M63043;x
9002073;Minister of Security;アルウィン・パーカー;43;SC;Man of the People;high;M63044;x
9002074;Minister of Security;スレイマン・アル・オリャン;45;PA;Back Stabber;high;M63045;x
9002075;Head of Military Intelligence;サー・エリック・フラートン;37;SC;Naval Intelligence Specialist;high;M63046;x
9002076;Head of Military Intelligence;ハリー・セントジョン・フィルビー;39;PA;Dismal Enigma;high;M63033;x
9002077;Head of Military Intelligence;ヒューバート・スコット＝ペイン;41;SC;Political Specialist;high;M63031;x
9002078;Head of Military Intelligence;ファイサル・アル・サウド;45;PA;Industrial Specialist;high;M63003;x
9002079;Chief of Staff;サー・エリック・フラートン;36;SC;School of Psychology;high;M63046;x
9002080;Chief of Staff;ウィリアム・キャンベル＝ライス;37;SC;School of Defence;high;M63051;x
9002081;Chief of Staff;T・E・ショー;38;SC;School of Fire Support;high;M63052;x
9002082;Chief of Staff;T・R・S・スマイス＝クーパー;40;SC;School of Mass Combat;high;M63053;x
9002083;Chief of Staff;ファイサル・アル・サウド;45;PA;School of Manoeuvre;high;M63003;x
9002084;Chief of Army;ウィリアム・キャンベル＝ライス;38;SC;Static Defence Doctrine;high;M63051;x
9002085;Chief of Army;T・E・ショー;39;SC;Elastic Defence Doctrine;high;M63052;x
9002086;Chief of Army;T・R・S・スマイス＝クーパー;41;SC;Decisive Battle Doctrine;high;M63053;x
9002087;Chief of Navy;サー・エリック・フラートン;37;SC;Indirect Approach Doctrine;high;M63046;x
9002088;Chief of Navy;フィリップ・ゴードン＝リー;41;SC;Open Seas Doctrine;high;M63060;x
9002089;Chief of Air Force;サー・エリック・フラートン;38;SC;Naval Aviation Doctrine;high;M63046;x
9002090;Chief of Air Force;T・E・ショー;39;SC;Army Aviation Doctrine;high;M63052;x
9002091;Chief of Air Force;アルトゥール・ドーキンス;41;SC;Air Superiority Doctrine;high;M63064;x
9002092;Chief of Air Force;バッサム・アブ・ハーダー;45;PA;Vertical Envelopment Doctrine;high;M63065;x
9002093;Head of State;ケマル・アタトゥルク;36;PA;Resigned Generalissimo;high;M12001;x
9002094;Head of Government;ムスタファ・イスメット;36;PA;Political Protege;high;M12002;x
9002095;Foreign Minister;テヴフィク・ルスタ・アラス;36;PA;Biased Intellectual;high;M12003;x
9002096;Minister of Armament;ゼカイ・アパイディン;36;SC;Resource Industrialist;high;M12004;x
9002097;Minister of Security;シュクル・カヤ;36;SC;Man of the People;high;M12005;x
9002098;Head of Military Intelligence;シュクル・アリ・オーゲル;36;PA;Industrial Specialist;high;M12006;x
9002099;Chief of Staff;フェヴジ・チャクマク;36;PA;School of Defence;high;M12007;x
9002100;Chief of Army;メフメト・ヌリ・ヤムト;36;PA;Static Defence Doctrine;high;M12008;x
9002101;Chief of Navy;メフメト・アリ・ウンゲン;36;PA;Base Control Doctrine;high;M12009;x
9002102;Chief of Air Force;アリ・オルルンガト;36;PA;Army Aviation Doctrine;high;M12010;x
9002103;Head of State;イスメト・イノヌ;38;SC;Pig-headed Isolationist;high;M12031;x
9002104;Head of Government;マフムド・セラル・バイヤー;38;SC;Silent Workhorse;high;M12032;x
9002105;Head of Government;レフィク・サイダム;39;ML;Smiling Oilman;high;M12024;x
9002106;Head of Government;シュクル・サラコグル;42;ML;Flamboyant Tough Guy;high;M12034;x
9002107;Foreign Minister;シュクル・サラコグル;38;SC;Biased Intellectual;high;M12034;x
9002108;Foreign Minister;サイード・メネメンショグル;42;ML;Great Compromiser;high;M12036;x
9002109;Foreign Minister;ハッサン・サカ;44;SC;Ideological Crusader;high;M12038;x
9002110;Foreign Minister;ネジメティン・サディク・サダク;47;SC;General Staffer;high;M12039;x
9002111;Foreign Minister;レフェト・ベレ;36;PA;General Staffer;high;M12040;x
9002112;Foreign Minister;ムスタファ・イスメット;37;SC;Great Compromiser;high;M12002;x
9002113;Foreign Minister;アリ・フェフティ・オキャル;37;ML;Biased Intellectual;high;M12013;x
9002114;Foreign Minister;アブドゥルハリク・レンダ;43;ML;Apologetic Clerk;high;M12043;x
9002115;Minister of Armament;ヌルラー・エサト・スメール;43;ML;Corrupt Kleptocrat;high;M12045;x
9002116;Minister of Armament;アドナン・メンデレス;46;ML;Theoretical Scientist;high;M12046;x
9002117;Minister of Armament;イスメト・イノヌ;36;SC;Administrative Genius;high;M12031;x
9002118;Minister of Armament;フアド・カリスター;36;SC;Infantry Proponent;high;M12048;x
9002119;Minister of Armament;カジム・オザルプ;36;SC;Military Entrepreneur;high;M12049;x
9002120;Minister of Armament;テヴフィク・ルスタ・アラス;39;ML;Theoretical Scientist;high;M12050;x
9002121;Minister of Armament;メフメト・グナルタイ;40;SC;Tank Proponent;high;M12051;x
9002122;Minister of Armament;ムニル・ブルセン;46;ML;laissez-faire capitalist;high;M12052;x
9002123;Minister of Armament;ムスタファ・レンダ;38;ML;Military Entrepreneur;high;M12054;x
9002124;Minister of Security;フスヌ・チャキール;43;ML;Crooked Kleptocrat;high;M12056;x
9002125;Minister of Security;ヒルミ・ウラン;44;ML;Crime Fighter;high;M12057;x
9002126;Minister of Security;メムドゥー・タグマク;46;ML;Prince of Terror;high;M12059;x
9002127;Minister of Security;アドナン・メンデレス;47;ML;Back Stabber;high;M12046;x
9002128;Minister of Security;アブドゥル・ナジ・ティナズ;38;ML;Silent Lawyer;high;M12061;x
9002129;Minister of Security;マフムド・セラル・バイヤー;36;SC;Back Stabber;high;M12032;x
9002130;Minister of Security;アッバス・セヴァト;39;SD;Crooked Kleptocrat;high;M12025;x
9002131;Minister of Security;サフェト・アリカン;40;SC;Crime Fighter;high;M12058;x
9002132;Minister of Security;アリ・リザ・トゥーレル;40;ML;Efficient Sociopath;high;M12065;x
9002133;Minister of Security;オルハン・ゴカイ;41;ML;Silent Lawyer;high;M12015;x
9002134;Minister of Security;メフメト・レセプ・ペーカー;41;SC;Compassionate Gentleman;high;M12067;x
9002135;Head of Military Intelligence;ムスタファ・レンダ;38;SC;Dismal Enigma;high;M12054;x
9002136;Head of Military Intelligence;アリ・ルザ・アルトゥンカル;43;ML;Logistics Specialist;high;M12069;x
9002137;Head of Military Intelligence;モヌターズ・オクメン;46;ML;Industrial Specialist;high;M12070;x
9002138;Head of Military Intelligence;メフメト・レセプ・ペーカー;47;ML;Industrial Specialist;high;M12067;x
9002139;Head of Military Intelligence;フアド・コプルル;38;ML;Naval Intelligence Specialist;high;M12026;x
9002140;Chief of Staff;アブドゥル・ナジ・ティナズ;38;SC;School of Fire Support;high;M12061;x
9002141;Chief of Staff;アリ・オルルンガト;43;ML;School of Mass Combat;high;M12010;x
9002142;Chief of Staff;アブドゥラーマン・グルマン;46;ML;School of Manoeuvre;high;M12075;x
9002143;Chief of Army;ムスタファ・エルデルフン;43;ML;Armoured Spearhead Doctrine;high;M12077;x
9002144;Chief of Army;セミル・トゥーデムル;46;ML;Decisive Battle Doctrine;high;M12078;x
9002145;Chief of Navy;アリ・ファウト・セベソイ;38;SC;Indirect Approach Doctrine;high;M12079;x
9002146;Chief of Navy;ヴェービ・コック;43;ML;Decisive Naval Battle Doctrine;high;M12080;x
9002147;Chief of Navy;アフメト・エイダム・ボラク;46;ML;Base Control Doctrine;high;M12081;x
9002148;Chief of Air Force;エルカン・ガタリ;43;ML;Army Aviation Doctrine;high;M12083;x
9002149;Chief of Air Force;メムドゥー・タグマク;46;ML;Air Superiority Doctrine;high;M12059;x
9002150;Head of State;ニハール・アトシーズ;36;FA;Ruthless Powermonger;high;M12011;x
9002151;Head of Government;ゼキ・ヴェリディ・トガン;36;FA;Old General;high;M12012;x
9002152;Foreign Minister;アリ・フェフティ・オキャル;36;PA;Ideological Crusader;high;M12013;x
9002153;Minister of Armament;サディ・オズベク;36;FA;Air to Sea Proponent;high;M12014;x
9002154;Head of Military Intelligence;アリ・フェフティ・オキャル;36;SC;Dismal Enigma;high;M12013;x
9002155;Chief of Staff;ムスタファ・イスメット;36;PA;School of Defence;high;M12002;x
9002156;Chief of Army;アルパルスラン・トゥルケス;36;FA;Guns and Butter Doctrine;high;M12018;x
9002157;Chief of Navy;ラウフ・オルバイ;36;FA;Base Control Doctrine;high;M12019;x
9002158;Chief of Air Force;サディ・オズベク;36;PA;Naval Aviation Doctrine;high;M12014;x
9002159;Head of State;セフィク・フスヌ;36;ST;Stern Imperialist;high;M12021;x
9002160;Head of Government;ペルテヴ・ナイリ・ボラタヴ;36;ST;Naive Optimist;high;M12022;x
9002161;Foreign Minister;ナジム・ヒクメット・ラン;36;ST;The Cloak N Dagger Schemer;high;M12023;x
9002162;Minister of Armament;レフィク・サイダム;36;LWR;Infantry Proponent;high;M12024;x
9002163;Chief of Staff;アッバス・セヴァト;36;LWR;School of Manoeuvre;high;M12025;x
9002164;Chief of Army;ペルテヴ・ナイリ・ボラタヴ;36;LWR;Elastic Defence Doctrine;high;M12022;x
9002165;Chief of Navy;イスマエル・エリム;36;LE;Decisive Naval Battle Doctrine;high;M12029;x
9002166;Chief of Air Force;レフィク・サイダム;36;LE;Air Superiority Doctrine;high;M12024;x
9002167;Head of State;マフムド・セラル・バイヤー;50;ML;Barking Buffoon;high;M12032;x
9002168;Head of Government;メフメト・レセプ・ペーカー;46;SC;Political Protege;high;M12067;x
9002169;Head of Government;ハッサン・サカ;47;SC;Happy Amateur;high;M12038;x
9002170;Head of Government;メフメト・グナルタイ;49;SC;Silent Workhorse;high;M12051;x
9002171;Head of Government;アドナン・メンデレス;50;ML;Ambitious Union Boss;high;M12046;x
9002172;Foreign Minister;メフメト・フアト・キョプリュリュ;50;ML;Iron Fisted Brute;high;M12090;x
9002173;Minister of Armament;ファイク・アフメト・バルトチュ;47;SC;Battle Fleet Proponent;high;M12091;x
9002174;Minister of Armament;イスマエル・エリム;49;SC;Resource Industrialist;high;M12029;x
9002175;Minister of Armament;サメト・アーオルー;50;ML;Theoretical Scientist;high;M12093;x
9002176;Minister of Armament;ファトゥン・リュスチュ・ゾルル;52;ML;Administrative Genius;high;M12094;x
9002177;Minister of Security;レフク・コラルタン;50;ML;Silent Lawyer;high;M12095;x
9002178;Head of State;ムハンメド・ザヒール;36;FA;Autocratic Charmer;high;M54001;x
9002179;Head of Government;ムハンメド・ハシム;36;FA;Happy Amateur;high;M54002;x
9002180;Foreign Minister;ハジ・ファイズ・ムハンメド・ジケリア;36;FA;Ideological Crusader;high;M54003;x
9002182;Minister of Security;ムハンメド・ハシム;36;FA;Crooked Kleptocrat;high;M54002;x
9002183;Head of Military Intelligence;シャー・マフムード・ガージ;36;FA;Dismal Enigma;high;M54006;x
9002184;Chief of Staff;モハンメド・ダウド;36;FA;School of Psychology;high;M54007;x
9002185;Chief of Army;モハンメド・ダウド;36;FA;Elastic Defence Doctrine;high;M54007;x
9002186;Chief of Navy;ムハンメド・ザヒール;36;FA;Indirect Approach Doctrine;high;M54009;x
9002187;Chief of Air Force;モハンメド・ダウド;36;FA;Army Aviation Doctrine;high;M54007;x
9002188;Head of State;ムハンメド・ザヒール;39;SC;Benevolent Gentleman;high;M54001;x
9002189;Head of State;ムハンメド・ザヒール;46;PA;Autocratic Charmer;high;M54001;x
9002190;Head of Government;ムハンメド・ハシム;39;SC;Happy Amateur;high;M54002;x
9002191;Head of Government;シャー・マフムード・ガージ;46;PA;Old General;high;M54006;x
9002193;Foreign Minister;アマヌラー;36;FA;Ideological Crusader;high;M54011;x
9002194;Foreign Minister;モハンメド・ダウド;39;SC;Great Compromiser;high;M54007;x
9002195;Foreign Minister;ワジール・アクバル・カーン;42;SC;General Staffer;high;M54018;x
9002196;Foreign Minister;アリ・ムハンメド・カーン;39;SC;Biased Intellectual;high;M54020;x
9002197;Foreign Minister;モハンメド・エテマディ・カーン;44;SC;The Cloak N Dagger Schemer;high;M54016;x
9002198;Foreign Minister;アサドゥラー・セライ・カーン;45;PA;Iron Fisted Brute;high;M54031;x
9002199;Minister of Armament;モハンメド・ダウド;37;FA;Air to Ground Proponent;high;M54007;x
9002200;Minister of Armament;イタロ・セルジェンテ;38;FA;Tank Proponent;high;M54033;x
9002201;Minister of Armament;ボルトロ・ベルロッティ;39;FA;Administrative Genius;high;M54034;x
9002202;Minister of Armament;アサドゥラー・セライ・カーン;39;SC;Infantry Proponent;high;M54031;x
9002203;Minister of Armament;ハジ・ファイズ・ムハンメド・ジケリア;40;SC;laissez-faire capitalist;high;M54003;x
9002204;Minister of Armament;ナシルラー・フサイン;40;SC;Battle Fleet Proponent;high;M54019;x
9002205;Minister of Armament;フェルッチオ・セラフィニ;40;SC;Air Superiority Proponent;high;M54038;x
9002206;Minister of Armament;アマヌラー;36;SC;Corrupt Kleptocrat;high;M54011;x
9002207;Minister of Armament;マッシモ・ピロッティ;41;SC;Theoretical Scientist;high;M54040;x
9002208;Minister of Armament;ポンペオ・アロイシ;43;SC;Military Entrepreneur;high;M54041;x
9002209;Minister of Armament;シャー・ワリ・カーン;44;SC;Strategic Air Proponent;high;M54042;x
9002210;Minister of Armament;モハンメド・エテマディ・カーン;45;PA;Submarine Proponent;high;M54016;x
9002211;Minister of Armament;ムハンメド・ノウロズ;46;PA;Resource Industrialist;high;M54044;x
9002212;Minister of Armament;アリ・ムハンメド・カーン;47;PA;Air to Sea Proponent;high;M54020;x
9002213;Minister of Security;カルロ・ガルバッソ;38;FA;Prince of Terror;high;M54046;x
9002214;Minister of Security;グラム・ファルク・ウスマン;39;FA;Crime Fighter;high;M54047;x
9002215;Minister of Security;アリ・ムハンメド・カーン;39;SC;Efficient Sociopath;high;M54020;x
9002216;Minister of Security;ムハンメド・ザヒール;41;SC;Man of the People;high;M54009;x
9002217;Minister of Security;リッチ・A・ブサッティ;43;SC;Silent Lawyer;high;M54050;x
9002218;Minister of Security;アブドゥル・マジド・ザブリ;45;PA;Crooked Kleptocrat;high;M54004;x
9002219;Minister of Security;ムハンメド・ゴバール;46;PA;Back Stabber;high;M54015;x
9002220;Minister of Security;アサドゥラー・セライ・カーン;47;PA;Compassionate Gentleman;high;M54031;x
9002221;Head of Military Intelligence;ピエトロ・ストッパニ;37;FA;Industrial Specialist;high;M54054;x
9002222;Head of Military Intelligence;カルロ・シャンザール;38;FA;Technical Specialist;high;M54055;x
9002223;Head of Military Intelligence;カルロ・エンリコ・バルドゥッジ;39;SC;Political Specialist;high;M54056;x
9002224;Head of Military Intelligence;アリ・ムハンメド・カーン;40;SC;Naval Intelligence Specialist;high;M54020;x
9002225;Head of Military Intelligence;アブドゥル・マジド・ザブリ;43;SC;Dismal Enigma;high;M54004;x
9002226;Head of Military Intelligence;モハンメド・エテマディ・カーン;45;PA;Logistics Specialist;high;M54016;x
9002227;Chief of Staff;シャー・マフムード・ガージ;36;FA;School of Psychology;high;M54006;x
9002228;Chief of Staff;ワジール・アクバル・カーン;39;SC;School of Defence;high;M54018;x
9002229;Chief of Staff;ナシルラー・フサイン;43;SC;School of Fire Support;high;M54019;x
9002230;Chief of Staff;ゴラム・ワリ;44;SC;School of Manoeuvre;high;M54063;x
9002231;Chief of Army;レナート・バルドルチ;37;FA;Armoured Spearhead Doctrine;high;M54065;x
9002232;Chief of Army;アサドゥラー・セライ・カーン;39;SC;Elastic Defence Doctrine;high;M54031;x
9002233;Chief of Army;ワジール・アクバル・カーン;42;SC;Static Defence Doctrine;high;M54018;x
9002234;Chief of Army;ゴラム・ワリ;43;SC;Guns and Butter Doctrine;high;M54063;x
9002235;Chief of Army;ナシルラー・フサイン;45;PA;Decisive Battle Doctrine;high;M54019;x
9002236;Chief of Navy;ムハンメド・ハシム;39;SC;Base Control Doctrine;high;M54002;x
9002237;Chief of Navy;モハンメド・エテマディ・カーン;43;SC;Indirect Approach Doctrine;high;M54016;x
9002238;Chief of Navy;アリ・ムハンメド・カーン;44;SC;Power Projection Doctrine;high;M54020;x
9002239;Chief of Navy;ナシルラー・フサイン;45;PA;Decisive Naval Battle Doctrine;high;M54019;x
9002240;Chief of Navy;シャー・ワリ・カーン;46;PA;Open Seas Doctrine;high;M54042;x
9002241;Chief of Air Force;ゴラム・ワリ;37;FA;Vertical Envelopment Doctrine;high;M54063;x
9002242;Chief of Air Force;シャー・ワリ・カーン;38;FA;Carpet Bombing Doctrine;high;M54042;x
9002243;Chief of Air Force;フェルッチオ・セラフィニ;39;FA;Air Superiority Doctrine;high;M54038;x
9002244;Chief of Air Force;ムハンメド・ザヒール;39;SC;Army Aviation Doctrine;high;M54009;x
9002245;Chief of Air Force;アリ・ムハンメド・カーン;45;PA;Naval Aviation Doctrine;high;M54020;x
9002246;Head of State;アマヌラー;36;PA;Resigned Generalissimo;high;M54011;x
9002247;Head of Government;ムハンメド・ゴバール;36;PA;Backroom Backstabber;high;M54012;x
9002248;Minister of Armament;アブドゥル・ハディ・ダワイ;36;PA;Laissez-Faire Capitalist;high;M54014;x
9002249;Foreign Minister;モハメド・マイワンドワル;51;PA;Ideological Crusader;high;M54080;x
9002250;Head of State;レザ・パーラヴィ;36;PA;Resigned Generalissimo;high;M53001;x
9002251;Head of Government;マームッド・ジャム;36;PA;Silent Workhorse;high;M53002;x
9002252;Foreign Minister;イノヤトゥラー・カーン・サミ;36;PA;Great Compromiser;high;M53003;x
9002253;Minister of Armament;アーマッド・カーン・ナクジャーヴァン;36;PA;Battle Fleet Proponent;high;M53004;x
9002254;Minister of Security;アリ・アクバー・デイヴァ;36;PA;Back Stabber;high;M53005;x
9002255;Head of Military Intelligence;レザ・ミザニ;36;PA;Naval Intelligence Specialist;high;M53006;x
9002256;Chief of Staff;レザ・パーラヴィ;36;PA;School of Defence;high;M53001;x
9002257;Chief of Army;アブドレザ・アフカーミ;36;PA;Static Defence Doctrine;high;M53008;x
9002258;Chief of Navy;アーマッド・ミラ・コスラヴァニ;36;PA;Indirect Approach Doctrine;high;M53009;x
9002259;Chief of Air Force;アーマッド・カーン・ナクジャーヴァン;36;PA;Naval Aviation Doctrine;high;M53004;x
9002260;Head of State;モハンメド・レザ・パーラヴィ;41;SC;Benevolent Gentleman;high;M53011;x
9002261;Head of State;モハンメド・レザ・パーラヴィ;41;PA;Autocratic Charmer;high;M53011;x
9002262;Head of Government;アーマッド・マティン＝ダフタリー;39;FA;Naive Optimist;high;M53033;x
9002263;Head of Government;アリ・カーン・マンソウア;40;PA;Old General;high;M53034;x
9002264;Head of Government;モハンメド・アリ・フォロウヒ;41;SC;Political Protege;high;M53015;x
9002265;Head of Government;アリ・ゾハイリ;43;SL;Smiling Oilman;high;M53036;x
9002266;Head of Government;アハミード・カワン・アズ・サルタナ;42;SC;Happy Amateur;high;M53037;x
9002267;Head of Government;モハンメド・サイド・マラゲイ;44;SC;Silent Workhorse;high;M53038;x
9002268;Head of Government;セイド・モルテザ・カーン・バヤト;44;SL;FLamboyant Tough Guy;high;M53039;x
9002269;Head of Government;イブラヒム・ハキミ・アル・ムルク;45;PA;Backroom Backstabber;high;M53040;x
9002270;Head of Government;ムーシン・サダル・アル・アラフ;45;SC;Corporate Suit;high;M53041;x
9002271;Foreign Minister;ムスタファ・アディル;37;PA;Biased Intellectual;high;M53042;x
9002272;Foreign Minister;ミリア・ムーシン・カーン;38;PA;Ideological Crusader;high;M53043;x
9002273;Foreign Minister;アリ・ゾハイリ;39;PA;Iron Fisted Brute;high;M53036;x
9002274;Foreign Minister;ムザファー・アラム;39;PA;Apologetic Clerk;high;M53045;x
9002275;Foreign Minister;イブラヒム・アラム;40;FA;The Cloak N Dagger Schemer;high;M53046;x
9002276;Foreign Minister;アマリ・ジャワド;40;FA;Biased Intellectual;high;M53047;x
9002277;Foreign Minister;アリ・ゾハイリ;41;SL;The Cloak N Dagger Schemer;high;M53036;x
9002278;Foreign Minister;モハンメド・サイド・マラゲイ;42;SC;Great Compromiser;high;M53038;x
9002279;Foreign Minister;ナスルラ・インティザム;44;SL;Biased Intellectual;high;M53051;x
9002280;Foreign Minister;アヌシャーヴァン・セパーボディ;45;PA;Apologetic Clerk;high;M53052;x
9002281;Foreign Minister;アブル・カシム・ナジム;45;SC;The Cloak N Dagger Schemer;high;M53053;x
9002282;Foreign Minister;アハミード・カワン・アズ・サルタナ;46;SC;Ideological Crusader;high;M53037;x
9002283;Foreign Minister;モハンメド・モッサデク;46;SL;The Cloak N Dagger Schemer;high;M53013;x
9002284;Minister of Armament;レザ・ミザニ;37;PA;Resource Industrialist;high;M53006;x
9002285;Minister of Armament;ミルザ・リザ・アルファ・ドウレー;37;PA;Infantry Proponent;high;M53057;x
