##### ―ユニット― #####;;;;;;;;;;X 
##### ―陸上兵器― #####;;;;;;;;;;X
#### 戦術歩行戦闘機/改修機;;;;;;;;;;X
## 第一世代;;;;;;;;;;X
MODEL_JAP_0_7;TSF-TYPE77/F-15SEJ 月虹;;;;;;;;;;X
MODEL_JAP_0_8;TSF-TYPE77/F-15SEJ 月虹;;;;;;;;;;X
MODEL_JAP_0_9;TSF-TYPE77/F-15SEJ 月虹;;;;;;;;;;X
MODEL_USA_0_5;F-15_Strike Eagle;;;;;;;;;;X
MODEL_USA_0_6;F-15_Strike Eagle;;;;;;;;;;X
MODEL_USA_0_7;F-15_Strike Eagle;;;;;;;;;;X
MODEL_USA_0_8;F-15_Strike Eagle;;;;;;;;;;X
MODEL_USA_0_9;F-15_Strike Eagle;;;;;;;;;;X
MODEL_SOV_0_5;Su-37_Cheruminatoru;;;;;;;;;;X
MODEL_SOV_0_6;Su-37_Cheruminatoru;;;;;;;;;;X
MODEL_SOV_0_7;Su-37_Cheruminatoru;;;;;;;;;;X
MODEL_SOV_0_8;Su-37_Cheruminatoru;;;;;;;;;;X
MODEL_SOV_0_9;Su-37_Cheruminatoru;;;;;;;;;;X
MODEL_U01_0_5;Mirage 2000;;;;;;;;;;X
MODEL_U01_0_6;Mirage 2000;;;;;;;;;;X
MODEL_U01_0_7;Mirage 2000;;;;;;;;;;X
MODEL_U01_0_8;Mirage 2000;;;;;;;;;;X
MODEL_U01_0_9;Mirage 2000;;;;;;;;;;X
MODEL_U02_0_5;Mirage_2000;;;;;;;;;;X
MODEL_U02_0_6;Mirage_2000;;;;;;;;;;X
MODEL_U02_0_7;Mirage_2000;;;;;;;;;;X
MODEL_U02_0_8;Mirage_2000;;;;;;;;;;X
MODEL_U02_0_9;Mirage_2000;;;;;;;;;;X
MODEL_U04_0_5;MiG-29_Fulcrum;;;;;;;;;;X
MODEL_U04_0_6;MiG-29_Fulcrum;;;;;;;;;;X
MODEL_U04_0_7;MiG-29_Fulcrum;;;;;;;;;;X
MODEL_U04_0_8;MiG-29_Fulcrum;;;;;;;;;;X
MODEL_U04_0_9;MiG-29_Fulcrum;;;;;;;;;;X
MODEL_U05_0_5;殲撃11型;;;;;;;;;;X
MODEL_U05_0_6;殲撃11型;;;;;;;;;;X
MODEL_U05_0_7;殲撃11型;;;;;;;;;;X
MODEL_U05_0_8;殲撃11型;;;;;;;;;;X
MODEL_U05_0_9;殲撃11型;;;;;;;;;;X
## 第三世代;;;;;;;;;;X
MODEL_JAP_0_10;TSF-TYPE02 紫電;;;;;;;;;;X
MODEL_JAP_0_11;TSF-TYPE02 紫電;;;;;;;;;;X
MODEL_JAP_0_12;TSF-TYPE02 紫電;;;;;;;;;;X
MODEL_JAP_0_13;TSF-TYPE02 紫電;;;;;;;;;;X
MODEL_JAP_0_14;TSF-TYPE02 紫電;;;;;;;;;;X
MODEL_USA_0_10;F-22_Raptor;;;;;;;;;;X
MODEL_USA_0_11;F-22_Raptor;;;;;;;;;;X
MODEL_USA_0_12;F-22_Raptor;;;;;;;;;;X
MODEL_USA_0_13;F-22_Raptor;;;;;;;;;;X
MODEL_USA_0_14;F-22_Raptor;;;;;;;;;;X
MODEL_SOV_0_10;MiG-35_Super_Fulcrum;;;;;;;;;;X
MODEL_SOV_0_11;MiG-35_Super_Fulcrum;;;;;;;;;;X
MODEL_SOV_0_12;MiG-35_Super_Fulcrum;;;;;;;;;;X
MODEL_SOV_0_13;MiG-35_Super_Fulcrum;;;;;;;;;;X
MODEL_SOV_0_14;MiG-35_Super_Fulcrum;;;;;;;;;;X
MODEL_U02_0_10;Rafale;;;;;;;;;;X
MODEL_U02_0_11;Rafale;;;;;;;;;;X
MODEL_U02_0_12;Rafale;;;;;;;;;;X
MODEL_U02_0_13;Rafale;;;;;;;;;;X
MODEL_U02_0_14;Rafale;;;;;;;;;;X
MODEL_U05_0_10;殲撃20型;;;;;;;;;;X
MODEL_U05_0_11;殲撃20型;;;;;;;;;;X
MODEL_U05_0_12;殲撃20型;;;;;;;;;;X
MODEL_U05_0_13;殲撃20型;;;;;;;;;;X
MODEL_U05_0_14;殲撃20型;;;;;;;;;;X
## 第四世代;;;;;;;;;;X
MODEL_JAP_0_15;TSF-TYPE07-RE 大鷹;;;;;;;;;;X
MODEL_JAP_0_16;TSF-TYPE07-RE 大鷹;;;;;;;;;;X
MODEL_JAP_0_17;TSF-TYPE07-RE 大鷹;;;;;;;;;;X
MODEL_JAP_0_18;TSF-TYPE07-RE 大鷹;;;;;;;;;;X
MODEL_JAP_0_19;TSF-TYPE07-RE 大鷹;;;;;;;;;;X
MODEL_USA_0_15;F-32_Excalibur;;;;;;;;;;X
MODEL_USA_0_16;F-32_Excalibur;;;;;;;;;;X
MODEL_USA_0_17;F-32_Excalibur;;;;;;;;;;X
MODEL_USA_0_18;F-32_Excalibur;;;;;;;;;;X
MODEL_USA_0_19;F-32_Excalibur;;;;;;;;;;X
MODEL_SOV_0_15;T-50;;;;;;;;;;X
MODEL_SOV_0_16;T-50;;;;;;;;;;X
MODEL_SOV_0_17;T-50;;;;;;;;;;X
MODEL_SOV_0_18;T-50;;;;;;;;;;X
MODEL_SOV_0_19;T-50;;;;;;;;;;X
MODEL_U01_0_15;F-32_Excalibur;;;;;;;;;;X
MODEL_U01_0_16;F-32_Excalibur;;;;;;;;;;X
MODEL_U01_0_17;F-32_Excalibur;;;;;;;;;;X
MODEL_U01_0_18;F-32_Excalibur;;;;;;;;;;X
MODEL_U01_0_19;F-32_Excalibur;;;;;;;;;;X
MODEL_U02_0_15;F-32_Excalibur;;;;;;;;;;X
MODEL_U02_0_16;F-32_Excalibur;;;;;;;;;;X
MODEL_U02_0_17;F-32_Excalibur;;;;;;;;;;X
MODEL_U02_0_18;F-32_Excalibur;;;;;;;;;;X
MODEL_U02_0_19;F-32_Excalibur;;;;;;;;;;X
MODEL_U05_0_15;殲撃26型;;;;;;;;;;X
MODEL_U05_0_16;殲撃26型;;;;;;;;;;X
MODEL_U05_0_17;殲撃26型;;;;;;;;;;X
MODEL_U05_0_18;殲撃26型;;;;;;;;;;X
MODEL_U05_0_19;殲撃26型;;;;;;;;;;X
## 第五世代;;;;;;;;;;X
MODEL_JAP_0_20;TSF-TYPE23-RE 心神;;;;;;;;;;X
MODEL_JAP_0_21;TSF-TYPE23-RE 心神;;;;;;;;;;X
MODEL_JAP_0_22;TSF-TYPE23-RE 心神;;;;;;;;;;X
MODEL_JAP_0_23;TSF-TYPE23-RE 心神;;;;;;;;;;X
MODEL_JAP_0_24;TSF-TYPE23-RE 心神;;;;;;;;;;X
MODEL_USA_0_20;F-37_Standalone;;;;;;;;;;X
MODEL_USA_0_21;F-37_Standalone;;;;;;;;;;X
MODEL_USA_0_22;F-37_Standalone;;;;;;;;;;X
MODEL_USA_0_23;F-37_Standalone;;;;;;;;;;X
MODEL_USA_0_24;F-37_Standalone;;;;;;;;;;X
MODEL_SOV_0_20;MiG-37_Free_Style;;;;;;;;;;X
MODEL_SOV_0_21;MiG-37_Free_Style;;;;;;;;;;X
MODEL_SOV_0_22;MiG-37_Free_Style;;;;;;;;;;X
MODEL_SOV_0_23;MiG-37_Free_Style;;;;;;;;;;X
MODEL_SOV_0_24;MiG-37_Free_Style;;;;;;;;;;X
MODEL_U01_0_20;F-37_Standalone;;;;;;;;;;X
MODEL_U01_0_21;F-37_Standalone;;;;;;;;;;X
MODEL_U01_0_22;F-37_Standalone;;;;;;;;;;X
MODEL_U01_0_23;F-37_Standalone;;;;;;;;;;X
MODEL_U01_0_24;F-37_Standalone;;;;;;;;;;X
MODEL_U02_0_20;F-37_Standalone;;;;;;;;;;X
MODEL_U02_0_21;F-37_Standalone;;;;;;;;;;X
MODEL_U02_0_21;F-37_Standalone;;;;;;;;;;X
MODEL_U02_0_23;F-37_Standalone;;;;;;;;;;X
MODEL_U02_0_24;F-37_Standalone;;;;;;;;;;X
MODEL_U05_0_20;殲撃30型;;;;;;;;;;X
MODEL_U05_0_21;殲撃30型;;;;;;;;;;X
MODEL_U05_0_22;殲撃30型;;;;;;;;;;X
MODEL_U05_0_23;殲撃30型;;;;;;;;;;X
MODEL_U05_0_24;殲撃30型;;;;;;;;;;X
## 第六世代;;;;;;;;;;X
MODEL_JAP_0_25;TSF-TYPE31-RE 瑞風;;;;;;;;;;X
MODEL_JAP_0_26;TSF-TYPE31-RE 瑞風;;;;;;;;;;X
MODEL_JAP_0_27;TSF-TYPE31-RE 瑞風;;;;;;;;;;X
MODEL_JAP_0_28;TSF-TYPE31-RE 瑞風;;;;;;;;;;X
MODEL_JAP_0_29;TSF-TYPE31-RE 瑞風;;;;;;;;;;X
MODEL_USA_0_25;F-45_Stratofortress;;;;;;;;;;X
MODEL_USA_0_26;F-45_Stratofortress;;;;;;;;;;X
MODEL_USA_0_27;F-45_Stratofortress;;;;;;;;;;X
MODEL_USA_0_28;F-45_Stratofortress;;;;;;;;;;X
MODEL_USA_0_29;F-45_Stratofortress;;;;;;;;;;X
MODEL_SOV_0_25;MiG-50_Gray_Fox;;;;;;;;;;X
MODEL_SOV_0_26;MiG-50_Gray_Fox;;;;;;;;;;X
MODEL_SOV_0_27;MiG-50_Gray_Fox;;;;;;;;;;X
MODEL_SOV_0_28;MiG-50_Gray_Fox;;;;;;;;;;X
MODEL_SOV_0_29;MiG-50_Gray_Fox;;;;;;;;;;X
MODEL_U01_0_25;F-45_Stratofortress;;;;;;;;;;X
MODEL_U01_0_26;F-45_Stratofortress;;;;;;;;;;X
MODEL_U01_0_27;F-45_Stratofortress;;;;;;;;;;X
MODEL_U01_0_28;F-45_Stratofortress;;;;;;;;;;X
MODEL_U01_0_29;F-45_Stratofortress;;;;;;;;;;X
MODEL_U02_0_25;F-45_Stratofortress;;;;;;;;;;X
MODEL_U02_0_26;F-45_Stratofortress;;;;;;;;;;X
MODEL_U02_0_27;F-45_Stratofortress;;;;;;;;;;X
MODEL_U02_0_28;F-45_Stratofortress;;;;;;;;;;X
MODEL_U02_0_29;F-45_Stratofortress;;;;;;;;;;X
MODEL_U05_0_25;殲撃34型;;;;;;;;;;X
MODEL_U05_0_26;殲撃34型;;;;;;;;;;X
MODEL_U05_0_27;殲撃34型;;;;;;;;;;X
MODEL_U05_0_28;殲撃34型;;;;;;;;;;X
MODEL_U05_0_29;殲撃34型;;;;;;;;;;X
##;;;;;;;;;;X
##;;;;;;;;;;X
##;;;;;;;;;;X
### 無人機/斯衛軍/戦略合神機;;;;;;;;;;X
## 無人機＿第四～第六世代;;;;;;;;;;X
## 斯衛軍_R型;;;;;;;;;;X
MODEL_JAP_1_0;TSF-TYPE82R/F-4J改 瑞鶴;;;;;;;;;;X
MODEL_JAP_1_1;TSF-TYPE82R/F-4J改 瑞鶴改;;;;;;;;;;X
MODEL_JAP_1_2;TSF-TYPE00R 武御雷;;;;;;;;;;X
MODEL_JAP_1_3;TSF-TYPE06R 天叢雲;;;;;;;;;;X
MODEL_JAP_1_4;TSF-TYPE13R 月読;;;;;;;;;;X
MODEL_JAP_1_5;TSF-TYPE25R 八咫烏;;;;;;;;;;X
MODEL_USA_1_2;F-22 StrikeRaptor;;;;;;;;;;X
## 斯衛軍_F型;;;;;;;;;;X
MODEL_JAP_1_7;TSF-TYPE82F/F-4J改 瑞鶴;;;;;;;;;;X
MODEL_JAP_1_8;TSF-TYPE82F/F-4J改 瑞鶴改;;;;;;;;;;X
MODEL_JAP_1_9;TSF-TYPE00F 武御雷;;;;;;;;;;X
MODEL_JAP_1_10;TSF-TYPE06F 天叢雲;;;;;;;;;;X
MODEL_JAP_1_11;TSF-TYPE13F 月読;;;;;;;;;;X
MODEL_JAP_1_12;TSF-TYPE25F 八咫烏;;;;;;;;;;X
## 斯衛軍_A型;;;;;;;;;;X
MODEL_JAP_1_14;TSF-TYPE82A/F-4J改 瑞鶴;;;;;;;;;;X
MODEL_JAP_1_15;TSF-TYPE82F/F-4J改 瑞鶴改;;;;;;;;;;X
MODEL_JAP_1_16;TSF-TYPE00A 武御雷;;;;;;;;;;X
MODEL_JAP_1_17;TSF-TYPE06A 天叢雲;;;;;;;;;;X
MODEL_JAP_1_18;TSF-TYPE13A 月読;;;;;;;;;;X
MODEL_JAP_1_19;TSF-TYPE25A 八咫烏;;;;;;;;;;X
MODEL_USA_1_16;YF-23N;;;;;;;;;;X
## 斯衛軍_C型;;;;;;;;;;X
MODEL_JAP_1_21;TSF-TYPE82C/F-4J改 瑞鶴;;;;;;;;;;X
MODEL_JAP_1_22;TSF-TYPE82F/F-4J改 瑞鶴改;;;;;;;;;;X
MODEL_JAP_1_23;TSF-TYPE00C 武御雷;;;;;;;;;;X
MODEL_JAP_1_24;TSF-TYPE06C 天叢雲;;;;;;;;;;X
MODEL_JAP_1_25;TSF-TYPE13C 月読;;;;;;;;;;X
MODEL_JAP_1_26;TSF-TYPE25C 八咫烏;;;;;;;;;;X
## 戦略合神機;;;;;;;;;;X
MODEL_JAP_1_30;SCG-TYPE12 火之迦具鎚;;;;;;;;;;X
MODEL_JAP_1_31;SCG-TYPE18 軻遇突智;;;;;;;;;;X
MODEL_JAP_1_32;SCG-TYPE24 火遠理命;;;;;;;;;;X
MODEL_JAP_1_33;SCG-TYPE30 火須勢理命;;;;;;;;;;X
MODEL_JAP_1_34;SCG-TYPE35 火牟須比;;;;;;;;;;X
##;;;;;;;;;;X
##;;;;;;;;;;X
##;;;;;;;;;;X
### 戦略航空機動要塞/全環境適応型戦術機;;;;;;;;;;X
MODEL_JAP_2_25;XG-70b 凄乃皇弐型;;;;;;;;;;X
MODEL_JAP_2_26;XG-70d 凄乃皇四型;;;;;;;;;;X
MODEL_JAP_2_27;XG-70E 凄乃皇伍型;;;;;;;;;;X
MODEL_JAP_2_28;XG-70F 凄乃皇六型;;;;;;;;;;X
MODEL_JAP_2_29;XG-70E 凄乃皇伍型;;;;;;;;;;X
##;;;;;;;;;;X
##;;;;;;;;;;X
##;;;;;;;;;;X
### 機械化装甲歩兵;;;;;;;;;;X
MODEL_JAP_3_0;45年式機械化歩兵;;;;;;;;;;X
MODEL_JAP_3_1;69年式機械化装甲歩兵;;;;;;;;;;X
MODEL_JAP_3_2;75年式機械化装甲歩兵;;;;;;;;;;X
MODEL_JAP_3_3;84年式機械化装甲歩兵;;;;;;;;;;X
MODEL_JAP_3_4;90年式機械化装甲歩兵;;;;;;;;;;X
MODEL_JAP_3_5;98年式機械化装甲歩兵;;;;;;;;;;X
MODEL_JAP_3_6;04年式機械化装甲歩兵;;;;;;;;;;X
MODEL_JAP_3_7;09年式機械化装甲歩兵;;;;;;;;;;X
MODEL_JAP_3_8;14年式機械化装甲歩兵;;;;;;;;;;X
MODEL_JAP_3_9;21年式機械化装甲歩兵;;;;;;;;;;X
##;;;;;;;;;;X
##;;;;;;;;;;X
##;;;;;;;;;;X
### 歩兵戦闘車;;;;;;;;;;X
## 有人機;;;;;;;;;;X
MODEL_JAP_4_0;Mk.Ⅲ バレンタイン;;;;;;;;;;X
MODEL_JAP_4_1;73式歩兵戦闘車;;;;;;;;;;X
MODEL_JAP_4_2;78式歩兵戦闘車;;;;;;;;;;X
MODEL_JAP_4_3;84式歩兵戦闘車;;;;;;;;;;X
MODEL_JAP_4_4;90式歩兵戦闘車;;;;;;;;;;X
MODEL_JAP_4_5;98式歩兵戦闘車;;;;;;;;;;X
MODEL_JAP_4_6;09式歩兵戦闘車;;;;;;;;;;X
MODEL_JAP_4_7;18式歩兵戦闘車;;;;;;;;;;X
MODEL_JAP_4_8;26式歩兵戦闘車;;;;;;;;;;X
MODEL_JAP_4_9;35式歩兵戦闘車;;;;;;;;;;X
MODEL_USA_4_0;M2ブラッドレー;;;;;;;;;;X
MODEL_USA_4_1;M2ブラッドレー;;;;;;;;;;X
MODEL_USA_4_2;M2ブラッドレー;;;;;;;;;;X
MODEL_USA_4_3;M2ブラッドレー;;;;;;;;;;X
MODEL_USA_4_4;M2ブラッドレー;;;;;;;;;;X
MODEL_USA_4_5;LAV-25;;;;;;;;;;X
MODEL_USA_4_6;LAV-25;;;;;;;;;;X
MODEL_USA_4_7;LAV-25;;;;;;;;;;X
MODEL_USA_4_8;LAV-25;;;;;;;;;;X
MODEL_USA_4_9;LAV-25;;;;;;;;;;X
MODEL_SOV_4_0;BMP-2;;;;;;;;;;X
MODEL_SOV_4_1;BMP-3;;;;;;;;;;X
MODEL_SOV_4_2;BMP-3M;;;;;;;;;;X
MODEL_SOV_4_3;BMP-3F;;;;;;;;;;X
MODEL_SOV_4_4;BTR-T;;;;;;;;;;X
MODEL_SOV_4_5;BTR-T;;;;;;;;;;X
MODEL_SOV_4_6;BTR-T;;;;;;;;;;X
MODEL_SOV_4_7;BTR-T;;;;;;;;;;X
MODEL_SOV_4_8;BTR-T;;;;;;;;;;X
MODEL_SOV_4_9;BTR-T;;;;;;;;;;X
MODEL_U02_4_0;マルダー1A1;;;;;;;;;;X
MODEL_U02_4_1;マルダー1A2;;;;;;;;;;X
MODEL_U02_4_2;ウォーリア装甲戦闘車;;;;;;;;;;X
MODEL_U02_4_3;ウォーリア装甲戦闘車;;;;;;;;;;X
MODEL_U02_4_4;AMX-10P;;;;;;;;;;X
MODEL_U02_4_5;プーマ装甲歩兵戦闘車;;;;;;;;;;X
MODEL_U02_4_6;プーマ装甲歩兵戦闘車;;;;;;;;;;X
MODEL_U02_4_7;プーマ装甲歩兵戦闘車;;;;;;;;;;X
MODEL_U02_4_8;プーマ装甲歩兵戦闘車;;;;;;;;;;X
MODEL_U02_4_9;プーマ装甲歩兵戦闘車;;;;;;;;;;X
MODEL_USA_4_11;機甲騎兵連隊Ⅰ;;;;;;;;;;x
MODEL_USA_4_12;機甲騎兵連隊Ⅱ;;;;;;;;;;x
MODEL_USA_4_13;機甲騎兵連隊Ⅲ;;;;;;;;;;x
MODEL_USA_4_14;機甲騎兵連隊Ⅳ;;;;;;;;;;x
MODEL_USA_4_15;機甲騎兵連隊Ⅴ;;;;;;;;;;x
MODEL_USA_4_16;機甲騎兵連隊Ⅵ;;;;;;;;;;x
MODEL_USA_4_17;機甲騎兵連隊Ⅶ;;;;;;;;;;x
MODEL_USA_4_18;機甲騎兵連隊Ⅷ;;;;;;;;;;x
MODEL_USA_4_19;機甲騎兵連隊Ⅸ;;;;;;;;;;x
MODEL_USA_4_20;機甲騎兵連隊Ⅹ;;;;;;;;;;x
MODEL_JAP_4_11;戦車連隊戦闘団Ⅰ;;;;;;;;;;x
MODEL_JAP_4_12;戦車連隊戦闘団Ⅱ;;;;;;;;;;x
MODEL_JAP_4_13;戦車連隊戦闘団Ⅲ;;;;;;;;;;x
MODEL_JAP_4_14;戦車連隊戦闘団Ⅳ;;;;;;;;;;x
MODEL_JAP_4_15;戦車連隊戦闘団Ⅴ;;;;;;;;;;x
MODEL_JAP_4_16;戦車連隊戦闘団Ⅵ;;;;;;;;;;x
MODEL_JAP_4_17;戦車連隊戦闘団Ⅶ;;;;;;;;;;x
MODEL_JAP_4_18;戦車連隊戦闘団Ⅷ;;;;;;;;;;x
MODEL_JAP_4_19;戦車連隊戦闘団Ⅸ;;;;;;;;;;x
MODEL_JAP_4_20;戦車連隊戦闘団Ⅹ;;;;;;;;;;x
MODEL_U02_4_11;近衛騎兵連隊Ⅰ;;;;;;;;;;x
MODEL_U02_4_12;近衛騎兵連隊Ⅱ;;;;;;;;;;x
MODEL_U02_4_13;近衛騎兵連隊Ⅲ;;;;;;;;;;x
MODEL_U02_4_14;近衛騎兵連隊Ⅳ;;;;;;;;;;x
MODEL_U02_4_15;近衛騎兵連隊Ⅴ;;;;;;;;;;x
MODEL_U02_4_16;近衛騎兵連隊Ⅵ;;;;;;;;;;x
MODEL_U02_4_17;近衛騎兵連隊Ⅶ;;;;;;;;;;x
MODEL_U02_4_18;近衛騎兵連隊Ⅷ;;;;;;;;;;x
MODEL_U02_4_19;近衛騎兵連隊Ⅸ;;;;;;;;;;x
MODEL_U02_4_20;近衛騎兵連隊Ⅹ;;;;;;;;;;x
MODEL_SOV_4_11;親衛戦車連隊Ⅰ;;;;;;;;;;x
MODEL_SOV_4_12;親衛戦車連隊Ⅱ;;;;;;;;;;x
MODEL_SOV_4_13;親衛戦車連隊Ⅲ;;;;;;;;;;x
MODEL_SOV_4_14;親衛戦車連隊Ⅳ;;;;;;;;;;x
MODEL_SOV_4_15;親衛戦車連隊Ⅴ;;;;;;;;;;x
MODEL_SOV_4_16;親衛戦車連隊Ⅵ;;;;;;;;;;x
MODEL_SOV_4_17;親衛戦車連隊Ⅶ;;;;;;;;;;x
MODEL_SOV_4_18;親衛戦車連隊Ⅷ;;;;;;;;;;x
MODEL_SOV_4_19;親衛戦車連隊Ⅸ;;;;;;;;;;x
MODEL_SOV_4_20;親衛戦車連隊Ⅹ;;;;;;;;;;x
MODEL_U04_4_0;バイオニクス歩兵戦闘車;;;;;;;;;;X
MODEL_U04_4_1;バイオニクス歩兵戦闘車;;;;;;;;;;X
MODEL_U04_4_2;バイオニクス歩兵戦闘車;;;;;;;;;;X
MODEL_U04_4_3;バイオニクス歩兵戦闘車;;;;;;;;;;X
MODEL_U04_4_4;バイオニクス歩兵戦闘車;;;;;;;;;;X
MODEL_U04_4_5;バイオニクス歩兵戦闘車;;;;;;;;;;X
MODEL_U04_4_6;バイオニクス歩兵戦闘車;;;;;;;;;;X
MODEL_U04_4_7;バイオニクス歩兵戦闘車;;;;;;;;;;X
MODEL_U04_4_8;バイオニクス歩兵戦闘車;;;;;;;;;;X
MODEL_U04_4_9;バイオニクス歩兵戦闘車;;;;;;;;;;X
## 無人機;;;;;;;;;;X
MODEL_JAP_4_32;14式無人戦闘車両;;;;;;;;;;X
MODEL_JAP_4_33;20式無人戦闘車両;;;;;;;;;;X
MODEL_JAP_4_34;25式無人戦闘車両;;;;;;;;;;X
MODEL_USA_4_32;LAV-25無人戦闘車両;;;;;;;;;;X
MODEL_USA_4_33;LAV-25無人戦闘車両;;;;;;;;;;X
MODEL_USA_4_34;LAV-25無人戦闘車両;;;;;;;;;;X
MODEL_SOV_4_32;BTR-T無人戦闘車両;;;;;;;;;;X
MODEL_SOV_4_33;BTR-T無人戦闘車両;;;;;;;;;;X
MODEL_SOV_4_34;BTR-T無人戦闘車両;;;;;;;;;;X
MODEL_U02_4_32;無人プーマ装甲歩兵戦闘車;;;;;;;;;;X
MODEL_U02_4_33;無人プーマ装甲歩兵戦闘車;;;;;;;;;;X
MODEL_U02_4_34;無人プーマ装甲歩兵戦闘車;;;;;;;;;;X
MODEL_U04_4_32;バイオニクス歩兵戦闘車無人型;;;;;;;;;;X
MODEL_U04_4_33;バイオニクス歩兵戦闘車無人型;;;;;;;;;;X
MODEL_U04_4_34;バイオニクス歩兵戦闘車無人型;;;;;;;;;;X
##;;;;;;;;;;X
##;;;;;;;;;;X
##;;;;;;;;;;X
### 戦車各種;;;;;;;;;;X
## 主力戦車;;;;;;;;;;X
MODEL_JAP_5_0;M4A3E8 シャーマン;;;;;;;;;;X
MODEL_JAP_5_1;73式戦車;;;;;;;;;;X
MODEL_JAP_5_2;73式戦車改;;;;;;;;;;X
MODEL_JAP_5_3;84式戦車;;;;;;;;;;X
MODEL_JAP_5_4;90式戦車;;;;;;;;;;X
MODEL_JAP_5_5;90式戦車改;;;;;;;;;;X
MODEL_JAP_5_6;09式戦車;;;;;;;;;;X
MODEL_JAP_5_7;18式戦車;;;;;;;;;;X
MODEL_JAP_5_8;26式戦車;;;;;;;;;;X
MODEL_JAP_5_9;35式戦車;;;;;;;;;;X
MODEL_USA_5_0;M46パットン;;;;;;;;;;X
MODEL_USA_5_1;M47パットン;;;;;;;;;;X
MODEL_USA_5_2;M48パットン;;;;;;;;;;X
MODEL_USA_5_3;M60パットン;;;;;;;;;;X
MODEL_USA_5_4;M1エイブラムス;;;;;;;;;;X
MODEL_USA_5_5;M1エイブラムス;;;;;;;;;;X
MODEL_USA_5_6;M1エイブラムス;;;;;;;;;;X
MODEL_USA_5_7;M1エイブラムス;;;;;;;;;;X
MODEL_USA_5_8;M1エイブラムス;;;;;;;;;;X
MODEL_USA_5_9;M1エイブラムス;;;;;;;;;;X
