#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X;
#  ========================;;;;;;;;;;;X;
#####;;;;;;;;;;;X;
################################# ユニット・旅団名称 #################################;;;;;;;;;;;X;
#####;;;;;;;;;;;X;
NAME_BALLISTIC_MISSILE;ミサイル;;;;;;;;;;X;
NAME_ICBM;大陸間弾道ミサイル;;;;;;;;;;X;
NAME_ARTILLERY;自走式榴弾砲;;;;;;;;;;X;
NAME_SP_ARTILLERY;自走荷電粒子砲;;;;;;;;;;X;
NAME_ROCKET_ARTILLERY;MLRS;;;;;;;;;;X;
NAME_SP_ROCKET_ARTILLERY;自走ロケット砲;;;;;;;;;;X;
NAME_TANK_DESTROYER;VBL装甲車;;;;;;;;;;X;
NAME_HEAVY_ARMOR;兵士級;;;;;;;;;;X;
NAME_SUPER_HEAVY_ARMOR;光線級;;;;;;;;;;X;
NAME_ARMORED_CAR;多脚運搬車両;;;;;;;;;;X;
NAME_POLICE;憲兵;;;;;;;;;;X;
NAME_ANTITANK;自走電子投射砲;;;;;;;;;;X;
NAME_ANTIAIR;自走式対空砲;;;;;;;;;;X;
NAME_ENGINEER;工兵;;;;;;;;;;X;
NAME_LIGHT_ARMOR_BRI;軽戦車;;;;;;;;;;X;
NAME_CAS;戦闘ヘリ;;;;;;;;;;X;
NAME_CAG;艦載戦術機隊;;;;;;;;;;X;
NAME_NAVAL_ASW;対潜兵装;;;;;;;;;;X;
NAME_NAVAL_ANTI_AIR_S;対潜ヘリ;;;;;;;;;;X;
NAME_NAVAL_RADAR_S;対艦兵装;;;;;;;;;;X;
NAME_NAVAL_FIRE_CONTROLL_S;対地兵装;;;;;;;;;;X;
NAME_NAVAL_IMPROVED_HULL_S;V/STOL;;;;;;;;;;X;
NAME_NAVAL_TORPEDOES_S;艦載戦術機;;;;;;;;;;X;
NAME_NAVAL_ANTI_AIR_L;対空兵装;;;;;;;;;;X;
NAME_NAVAL_RADAR_L;艦載レーダー;;;;;;;;;;X;
NAME_NAVAL_FIRE_CONTROLL_L;火器管制システム;;;;;;;;;;X;
NAME_NAVAL_IMPROVED_HULL_L;強化型船体;;;;;;;;;;X;
NAME_NAVAL_TORPEDOES_L;迎撃システム;;;;;;;;;;X;
NAME_NAVAL_MINES;水雷;;;;;;;;;;X;
NAME_NAVAL_SA_L;副装備;;;;;;;;;;X;
NAME_NAVAL_SPOTTER_L;主力偵察機;;;;;;;;;;X;
NAME_NAVAL_SPOTTER_S;偵察機;;;;;;;;;;X;
NAME_B_U01;ヘリ母航空隊;;;;;;;;;;X;
NAME_B_U02;拠点防衛用特種兵装;;;;;;;;;;X;
NAME_B_U03;随伴用無人戦術機群;;;;;;;;;;X;
NAME_B_U04;戦闘ヘリ;;;;;;;;;;X;
NAME_B_U05;輸送ヘリ;;;;;;;;;;X;
NAME_B_U06;コストダウンパーツ;;;;;;;;;;X;
NAME_B_U07;性能向上パーツ;;;;;;;;;;X;
NAME_B_U08;重砲戦フレーム;;;;;;;;;;X;
NAME_B_U09;高機動フレーム;;;;;;;;;;X;
NAME_B_U10;重装甲フレーム;;;;;;;;;;X;
NAME_B_U11;カスタムフレーム;;;;;;;;;;X;
NAME_B_U12;電磁投射砲;;;;;;;;;;X;
NAME_B_U13;艦載電磁投射砲;;;;;;;;;;X;
NAME_B_U14;-----;;;;;;;;;;X;
NAME_B_U15;-----;;;;;;;;;;X;
NAME_B_U16;-----;;;;;;;;;;X;
NAME_B_U17;-----;;;;;;;;;;X;
NAME_B_U18;-----;;;;;;;;;;X;
NAME_B_U19;-----;;;;;;;;;;X;
NAME_B_U20;-----;;;;;;;;;;X;
#####;;;;;;;;;;;X;
################################# 略称 #################################;;;;;;;;;;;X;
#####;;;;;;;;;;;X;
SNAME_ARTILLERY;自走榴弾;;;;;;;;;;X;
SNAME_SP_ARTILLERY;自走荷粒子砲;;;;;;;;;;X;
SNAME_ROCKET_ARTILLERY;MLRS;;;;;;;;;;X;
SNAME_SP_ROCKET_ARTILLERY;?????;;;;;;;;;;X;
SNAME_TANK_DESTROYER;VBL装甲車;;;;;;;;;;X;
SNAME_HEAVY_ARMOR;兵士級;;;;;;;;;;X;
SNAME_SUPER_HEAVY_ARMOR;光線級;;;;;;;;;;X;
SNAME_ARMORED_CAR;多脚運搬車両;;;;;;;;;;X;
SNAME_ANTITANK;自走式電磁投射砲;;;;;;;;;;X;
SNAME_ANTIAIR;自走式対空砲;;;;;;;;;;X;
SNAME_ENGINEER;?????;;;;;;;;;;X;
SNAME_LIGHT_ARMOR_BRI;?????;;;;;;;;;;X;
SNAME_POLICE;憲兵;;;;;;;;;;X;
SNAME_CAS;戦闘ヘリ;;;;;;;;;;X;
SNAME_CAG;艦載戦術機隊;;;;;;;;;;X;
SNAME_INFANTRY;戦/改;;;;;;;;;;X;
SNAME_CAVALRY;斯衛戦機;;;;;;;;;;X;
SNAME_MOTORIZED;要塞/特殊;;;;;;;;;;X;
SNAME_MECHANIZED;機歩/艦載;;;;;;;;;;X;
SNAME_LIGHT_ARMOR;歩戦;;;;;;;;;;X;
SNAME_ARMOR;主戦;;;;;;;;;;X;
SNAME_PARATROOPER;戦術機;;;;;;;;;;X;
SNAME_MARINE;強襲;;;;;;;;;;X;
SNAME_BERGSJAEGER;戦術攻撃機;;;;;;;;;;X;
SNAME_GARRISON;担保;;;;;;;;;;X;
SNAME_HQ;指揮;;;;;;;;;;X;
SNAME_INTERCEPTOR;要撃戦闘機;;;;;;;;;;X;
SNAME_MULTI_ROLE;多用途戦闘機;;;;;;;;;;X;
SNAME_ESCORT;護衛戦闘機;;;;;;;;;;X;
SNAME_STRATEGIC_BOMBER;戦略爆撃機;;;;;;;;;;X;
SNAME_TACTICAL_BOMBER;戦術爆撃機;;;;;;;;;;X;
SNAME_NAVAL_BOMBER;攻撃機;;;;;;;;;;X;
SNAME_TRANSPORT_PLANE;輸送機;;;;;;;;;;X;
SNAME_HSSD;装甲駆逐艦;;;;;;;;;;X;
SNAME_HSST;再突入型駆逐艦;;;;;;;;;;X;
SNAME_BATTLESHIP;戦艦;;;;;;;;;;X;
SNAME_CRUISER;巡洋艦;;;;;;;;;;X;
SNAME_LIGHT_CRUISER;ミサイル艇;;;;;;;;;;X;
SNAME_HEAVY_CRUISER;巡洋艦;;;;;;;;;;X;
SNAME_BATTLECRUISER;ロケット砲艦;;;;;;;;;;X;
SNAME_DESTROYER;駆逐艦;;;;;;;;;;X;
SNAME_ESCORT_CARRIER;ヘリ空母;;;;;;;;;;X;
SNAME_CARRIER;空母;;;;;;;;;;X;
SNAME_SUBMARINE;潜水艦;;;;;;;;;;X;
SNAME_NUCLEAR_SUBMARINE;原子力潜水艦;;;;;;;;;;X;
SNAME_TRANSPORT;輸送艦/揚陸艦;;;;;;;;;;X;
SNAME_FLYING_BOMB;戦術ミサイル;;;;;;;;;;X;
SNAME_FLYING_ROCKET;戦略ミサイル;;;;;;;;;;X;
SNAME_MILITIA;練習機;;;;;;;;;;X;
SNAME_NAVAL_ASW;対潜兵装;;;;;;;;;;X;
SNAME_NAVAL_ANTI_AIR_S;対潜ヘリ;;;;;;;;;;X;
SNAME_NAVAL_RADAR_S;対艦兵装;;;;;;;;;;X;
SNAME_NAVAL_FIRE_CONTROLL_S;対地兵装;;;;;;;;;;X;
SNAME_NAVAL_IMPROVED_HULL_S;V/STOL;;;;;;;;;;X;
SNAME_NAVAL_TORPEDOES_S;艦載戦術機;;;;;;;;;;X;
SNAME_NAVAL_ANTI_AIR_L;対空兵装;;;;;;;;;;X;
SNAME_NAVAL_RADAR_L;艦載レーダー;;;;;;;;;;X;
SNAME_NAVAL_FIRE_CONTROLL_L;火器管制システム;;;;;;;;;;X;
SNAME_NAVAL_IMPROVED_HULL_L;強化型船体;;;;;;;;;;X;
SNAME_NAVAL_TORPEDOES_L;迎撃システム;;;;;;;;;;X;
SNAME_NAVAL_MINES;機雷;;;;;;;;;;X;
SNAME_NAVAL_SA_L;副武;;;;;;;;;;X;
SNAME_NAVAL_SPOTTER_L;偵機;;;;;;;;;;X;
SNAME_NAVAL_SPOTTER_S;偵機;;;;;;;;;;X;
SNAME_B_U01;軽空母航空隊;;;;;;;;;;X;
SNAME_B_U02;拠点防衛用特種兵装;;;;;;;;;;X;
SNAME_B_U03;随伴用無人戦術機群;;;;;;;;;;X;
SNAME_B_U04;戦闘ヘリ;;;;;;;;;;X;
SNAME_B_U05;輸送ヘリ;;;;;;;;;;X;
SNAME_B_U06;コストダウンパーツ;;;;;;;;;;X;
SNAME_B_U07;性能向上パーツ;;;;;;;;;;X;
SNAME_B_U08;重砲戦フレーム;;;;;;;;;;X;
SNAME_B_U09;高機動フレーム;;;;;;;;;;X;
SNAME_B_U10;重装甲フレーム;;;;;;;;;;X;
SNAME_B_U11;カスタムフレーム;;;;;;;;;;X;
SNAME_B_U12;電磁投射砲;;;;;;;;;;X;
SNAME_B_U13;艦載電磁投射砲;;;;;;;;;;X;
SNAME_B_U14;-----;;;;;;;;;;X;
SNAME_B_U15;-----;;;;;;;;;;X;
SNAME_B_U16;-----;;;;;;;;;;X;
SNAME_B_U17;-----;;;;;;;;;;X;
SNAME_B_U18;-----;;;;;;;;;;X;
SNAME_B_U19;-----;;;;;;;;;;X;
SNAME_B_U20;-----;;;;;;;;;;X;
#####;;;;;;;;;;;X;
################################# 部隊名称 #################################;;;;;;;;;;;X;
#####;;;;;;;;;;;X;
SDESC_INFANTRY;戦術機甲大隊;;;;;;;;;;X;
SDESC_CAVALRY;戦術機甲大隊;;;;;;;;;;X;
SDESC_MOTORIZED;機動要塞隊/特殊機;;;;;;;;;;X;
SDESC_MECHANIZED;機械化歩兵部隊;;;;;;;;;;X;
SDESC_LIGHT_ARMOR;装甲部隊;;;;;;;;;;X;
SDESC_ARMOR;機甲部隊;;;;;;;;;;X;
SDESC_PARATROOPER;戦術機甲大隊;;;;;;;;;;X;
SDESC_MARINE;戦術機甲大隊;;;;;;;;;;X;
SDESC_BERGSJAEGER;戦術機甲大隊;;;;;;;;;;X;
SDESC_GARRISON;支援部隊;;;;;;;;;;X;
SDESC_HQ;司令部;;;;;;;;;;X;
SDESC_CAS;襲撃航空隊;;;;;;;;;;X;
SDESC_INTERCEPTOR;要撃航空隊;;;;;;;;;;X;
SDESC_MULTI_ROLE;制空航空隊;;;;;;;;;;X;
SDESC_ESCORT;護衛戦闘航空隊;;;;;;;;;;X;
SDESC_STRATEGIC_BOMBER;戦略爆撃航空隊;;;;;;;;;;X;
SDESC_TACTICAL_BOMBER;戦術爆撃航空隊;;;;;;;;;;X;
SDESC_TRANSPORT_PLANE;輸送航空隊;;;;;;;;;;X;
SDESC_NAVAL_BOMBER;海上攻撃航空隊;;;;;;;;;;X;
SDESC_HSSD;軌道爆撃隊;;;;;;;;;;X;
SDESC_HSSD;軌道降下隊;;;;;;;;;;X;
SDESC_BATTLESHIP;戦艦;;;;;;;;;;X;
SDESC_CRUISER;巡洋艦;;;;;;;;;;X;
SDESC_LIGHT_CRUISER;ミサイル艇;;;;;;;;;;X;
SDESC_HEAVY_CRUISER;巡洋艦;;;;;;;;;;X;
SDESC_BATTLECRUISER;ロケット砲艦;;;;;;;;;;X;
SDESC_DESTROYER;駆逐艦;;;;;;;;;;X;
SDESC_ESCORT_CARRIER;ヘリ空母;;;;;;;;;;X;
SDESC_CARRIER;航空母艦;;;;;;;;;;X;
SDESC_SUBMARINE;潜水艦;;;;;;;;;;X;
SDESC_NUCLEAR_SUBMARINE;原子力潜水艦;;;;;;;;;;X;
SDESC_TRANSPORT;輸送艦隊;;;;;;;;;;X;
SDESC_MILITIA;訓練生部隊;;;;;;;;;;X;
SDESC_FLYING_BOMB;戦術ミサイル部隊;;;;;;;;;;X;
SDESC_FLYING_ROCKET;戦略ミサイル部隊;;;;;;;;;;X;
SDESC_NAVAL_ASW;対潜兵装;;;;;;;;;;X;
SDESC_NAVAL_ANTI_AIR_S;対潜ヘリ;;;;;;;;;;X;
SDESC_NAVAL_RADAR_S;対艦兵装;;;;;;;;;;X;
SDESC_NAVAL_FIRE_CONTROLL_S;対地兵装;;;;;;;;;;X;
SDESC_NAVAL_IMPROVED_HULL_S;V/STOL;;;;;;;;;;X;
SDESC_NAVAL_TORPEDOES_S;艦載戦術機;;;;;;;;;;X;
SDESC_NAVAL_ANTI_AIR_L;対空兵装;;;;;;;;;;X;
SDESC_NAVAL_RADAR_L;艦載レーダー;;;;;;;;;;X;
SDESC_NAVAL_FIRE_CONTROLL_L;射撃管制システム;;;;;;;;;;X;
SDESC_NAVAL_IMPROVED_HULL_L;強化型船体;;;;;;;;;;X;
SDESC_NAVAL_TORPEDOES_L;迎撃システム;;;;;;;;;;X;
SDESC_NAVAL_MINES;水雷;;;;;;;;;;X;
SDESC_NAVAL_SA_L;副装備;;;;;;;;;;X;
SDESC_NAVAL_SPOTTER_L;主力偵察機;;;;;;;;;;X;
SDESC_NAVAL_SPOTTER_S;偵察機;;;;;;;;;;X;
SDESC_B_U01;軽空母航空隊;;;;;;;;;;X;
SDESC_B_U02;拠点防衛用特種兵装;;;;;;;;;;X;
SDESC_B_U03;随伴用無人戦術機群;;;;;;;;;;X;
SDESC_B_U04;戦闘ヘリ;;;;;;;;;;X;
SDESC_B_U05;輸送ヘリ;;;;;;;;;;X;
SDESC_B_U06;コストダウンパーツ;;;;;;;;;;X;
SDESC_B_U07;性能向上パーツ;;;;;;;;;;X;
SDESC_B_U08;重砲戦フレーム;;;;;;;;;;X;
SDESC_B_U09;高機動フレーム;;;;;;;;;;X;
SDESC_B_U10;重装甲フレーム;;;;;;;;;;X;
SDESC_B_U11;カスタムフレーム;;;;;;;;;;X;
SDESC_B_U12;電磁投射砲;;;;;;;;;;X;
SDESC_B_U13;艦載電磁投射砲;;;;;;;;;;X;
SDESC_B_U14;-----;;;;;;;;;;X;
SDESC_B_U15;-----;;;;;;;;;;X;
SDESC_B_U16;-----;;;;;;;;;;X;
SDESC_B_U17;-----;;;;;;;;;;X;
SDESC_B_U18;-----;;;;;;;;;;X;
SDESC_B_U19;-----;;;;;;;;;;X;
SDESC_B_U20;-----;;;;;;;;;;X;
#####;;;;;;;;;;;X;
################################# ユニットの説明 #################################;;;;;;;;;;;X;
#####;;;;;;;;;;;X;
LDESC_INFANTRY;光線属種の登場により、無力化された航空兵力の空洞を埋める為に開発されたのが戦術歩行戦闘機です。その兵器特性である3次元機動と柔軟な任務適応能力──高い運動性や兵装の汎用性によって、設計時には予測もされなかった様々な評価を得るに至り、通常戦闘に於いても有効な対BETA兵器として運用されています。また、旧式機も改修をする等して現在も運用されています。;;;;;;;;;;X;
LDESC_CAVALRY;戦術歩行戦闘機の無人化仕様や特別仕様機です。その兵器特性である3次元機動と柔軟な任務適応能力──高い運動性や兵装の汎用性によって、設計時には予測もされなかった様々な評価を得るに至り、通常戦闘に於いても有効な対BETA兵器として運用されています。;;;;;;;;;;X;
LDESC_MOTORIZED;アメリカで1975年に始まったHI-MAERF計画が生み出されたのが、戦略航空機動要塞です。ML(ムアコック・レヒテ)型抗重力機関を備え、そこから発生する重力場(ラザフォード場)で機動制御及びBETAのレーザー兵器を無効化し、重力制御の際に生じる莫大な余剰電力を利用した荷電粒子砲による攻撃でBATEを殲滅します。;;;;;;;;;;X;
LDESC_MECHANIZED;機械化歩兵はハーフトラック（半装軌車）などの全地形型車両を装備しており、自動車化歩兵のように移動が道路上に限られることもなく、十分に戦車部隊と連携して活動できます。しかしその特別装備ゆえに、生産コストは高くなります。;;;;;;;;;;X;
LDESC_LIGHT_ARMOR;地上戦において真の攻撃力を発揮するのが戦車です。そのスピードと火力であらゆる敵を粉砕できます（ただし強固な塹壕に立てこもる歩兵は除きます）。これほど強力な戦車ですが、重くなるほどスピードが鈍ります。また戦場に展開している限り、定期的な給油を必要とするため、燃料の補給が滞るとほとんど使い物にならなくなります。;;;;;;;;;;X;
LDESC_ARMOR;地上戦において真の攻撃力を発揮するのが戦車です。そのスピードと火力であらゆる敵を粉砕できます（ただし強固な塹壕に立てこもる歩兵は除きます）。これほど強力な戦車ですが、重くなるほどスピードが鈍ります。また戦場に展開している限り、定期的な給油を必要とするため、燃料の補給が滞るとほとんど使い物にならなくなります。;;;;;;;;;;X;
LDESC_PARATROOPER;光線属種の登場により、無力化された航空兵力の空洞を埋め、対BETA戦の最終局面、即ちハイヴ攻略用の決戦兵器として開発されたのが戦術歩行戦闘機です。その兵器特性である3次元機動と柔軟な任務適応能力──高い運動性や兵装の汎用性によって、設計時には予測もされなかった様々な評価を得るに至り、通常戦闘に於いても有効な対BETA兵器として運用されています。;;;;;;;;;;X;
LDESC_MARINE;局地戦強襲攻撃機とは米国が海兵隊用に開発した特殊使用の戦術機です。橋頭堡を築く為に単独制圧能力が要求されている為、第一世代のような重火力重装甲が特徴となっています。;;;;;;;;;;X;
LDESC_BERGSJAEGER;戦術歩行攻撃機とは特殊戦を前提として設計された戦術機です。単独制圧能力が要求されている為、第一世代戦術機のコンセプトを極限まで突き詰めた重火力重装甲が特徴となっています。;;;;;;;;;;X;
LDESC_GARRISON;自走支援担保とは戦術機の輸送に使用される大型トレーラーです。自走整備支援担架と支援輸送車両を簡易ハンガーとすることで基地施設外での出撃準備、応急メンテナンスを行う事ができます。;;;;;;;;;;X;
LDESC_HQ;司令部は軍隊の頭脳であり、軍隊が活動するために欠かせない兵站管理や作戦計画を担当する参謀を抱えています。そのため司令部の近くで戦う部隊にはボーナスを与えられます。しかし司令部自体は戦闘能力は低いので、敵から守るようにしましょう。;;;;;;;;;;X;
LDESC_CAS;攻撃ヘリとは、武器を搭載し対地攻撃を主任務とする軍用のヘリコプターです。天候にもある程度その活動は左右されることになります。また、本格的な対空陣地相手には、やはり「力負け」してしまいます。;;;;;;;;;;X;
LDESC_INTERCEPTOR;迎撃機は敵爆撃機を撃破するために作られた、短距離戦闘機です。高速で運動性に優れているため、爆撃機の防御機銃からも俊敏な動きで逃れることができます。しかも強力な武装を備え、装甲の厚い重爆撃機さえも十分撃墜できます。敵戦闘機に対しては、爆撃機ほどの戦果を望めませんが、それでも互角に戦えます。;;;;;;;;;;X;
LDESC_MULTI_ROLE;すべての空軍において屋台骨となるのが戦闘機です。その役割は制空権を確保すること、つまり敵の爆撃機や戦闘機と戦うことです。与えられたいかなる任務もこなせる万能選手ですが、特に優れた長所は持ち合わせていません。;;;;;;;;;;X;
LDESC_ESCORT;護衛戦闘機は味方の爆撃機を護衛して、敵の迎撃機を近寄らせないために作られた長距離戦闘機です。こうした任務をこなすための戦術を訓練しており、爆撃機を護衛するとボーナスがもらえます。「制空権」任務では、あまり実力を発揮できません。;;;;;;;;;;X;
LDESC_STRATEGIC_BOMBER;戦略爆撃機は敵国の領土に大量の爆弾を投下し、工場とインフラを破壊することを目的とした大型航空機です。しかし長大な航続距離の代わりにスピードが遅いので、敵戦闘機の攻撃に対して脆弱です。;;;;;;;;;;X;
LDESC_TACTICAL_BOMBER;戦術爆撃機は中型の航空機で、戦闘機より大きいものの戦略爆撃機よりは小型です。戦車や歩兵といった敵地上部隊への攻撃を主な目的としています。ある程度の運動性能は備えているものの、敵戦闘機と空戦を行えば簡単に圧倒されてしまいます。;;;;;;;;;;X;
LDESC_TRANSPORT_PLANE;輸送機は人員や資材・装備を素早く遠方に運ぶために作られています。空挺部隊が降下を行うときも、輸送機を必要とします。;;;;;;;;;;X;
LDESC_BATTLESHIP;戦艦は海の女王です。敵主力艦に遠距離から砲弾を撃ち、海の底に葬り去るための海に浮かぶ巨大な砲台です。しかし今日では航空機や潜水艦の魚雷攻撃に対する脆弱を露呈し、さらに空母が出現したことで、その存在に終止符が打たれようとしています。;;;;;;;;;;X;
LDESC_LIGHT_CRUISER;軽巡洋艦は大型駆逐艦とほとんど大きさは変わりません。スピードと長い航続距離を伸ばすために、薄い装甲しか施していない場合がほとんどです。通常は、戦艦や空母などの主力艦を敵の航空機や潜水艦の攻撃から守る、護衛任務に使われます。;;;;;;;;;;X;
LDESC_HEAVY_CRUISER;重巡洋艦は軽巡洋艦よりもはるかに大きくて重装甲です。大口径の主砲により、陸上の敵を艦砲射撃できる能力を備えます。特に駆逐艦や軽巡洋艦といった敵の洋上艦には強いですが、航空機や潜水艦からの攻撃は受けやすいです。;;;;;;;;;;X;
LDESC_BATTLECRUISER;巡洋戦艦は、大口径の主砲と十分な装甲とともに、ある程度の高速性と長い航続距離を兼ね備えた、非常に大型の巡洋艦です。敵戦艦の追跡から逃れられるスピードと、船団護衛艦を打ち負かす攻撃力があることから、主に敵のシーレーンを攻撃するのに用いられます。;;;;;;;;;;X;
LDESC_DESTROYER;駆逐艦は洋上艦の中では最小かつ最速です。戦艦と比べれば装甲が薄いですが、そのスピードと運動性を生かし、艦隊の主力艦から離れた位置に強力な第1次防衛線を構築できます。小口径の主砲は、航空機との交戦において有効です。駆逐艦はたいてい集団で、船団護衛や対潜任務に用いられます。;;;;;;;;;;X;
LDESC_ESCORT_CARRIER;戦争後期に入り、重要性を増していった海軍艦船です。軽空母は輸送船団の護衛、敵潜水艦の掃討、さらに艦載機による強襲上陸作戦の支援といった任務を遂行でき非常に有用で費用対効果が高く、高価な艦隊空母を他の重要な任務に回せるようになりました。しかし軽空母自体にほとんど武装はなく、装甲も脆弱で、排水量も艦隊空母と比べ格段に少ないです。;;;;;;;;;;X;
LDESC_CARRIER;空母は一躍、海軍の最重要艦に躍り出てきました。搭載された航空機を通じて発揮される空母の攻撃能力は、敵の主力艦や陸上兵力にとって危険極まりません。しかし、空母自体には軽い装甲が施されているに過ぎず、他の海軍部隊や自らの航空機に守ってもらわなくてはなりません。;;;;;;;;;;X;
LDESC_SUBMARINE;潜水艦は水中を航行できるように作られているので、敵の海軍部隊に発見されることなく攻撃が行えます。主武装である魚雷は、空母、戦艦、輸送艦、さらには敵潜水艦などあらゆる種類の艦船を沈められる強力な兵器です。しかし潜水艦は航続距離の短さを弱点として抱え、それを改良するための新技術の研究には非常にコストがかかります。;;;;;;;;;;X;
LDESC_NUCLEAR_SUBMARINE;原子力潜水艦;;;;;;;;;;X;
LDESC_TRANSPORT;輸送艦は物資や資源を世界中に運ぶために使われるほか、陸上部隊の水上輸送にも使われます。輸送艦はまったく武装を備えておらず、十分な護衛がないと、他の海軍部隊や航空機の攻撃によって簡単に沈められてしまいます。;;;;;;;;;;X;
LDESC_MILITIA;練習機とは戦術機の練習用の機体です。主機出力こそ低めですが、武装を施せば実戦での使用も十分に耐えられます。高性能な練習機の主機を換装して実戦配備をしている国家もあります。;;;;;;;;;;X;
LDESC_NAVAL_BOMBER;攻撃機とは、軍用機の種類のひとつです。明確な定義こそありませんが戦闘機と同じ程度の大きさで爆撃機と同じように対地攻撃を主とする飛行機のことをさします。;;;;;;;;;;X;
LDESC_FLYING_BOMB;AL弾とはBETAの発するレーザーに対抗する為に開発された防御的兵器です。レーザーの迎撃により弾頭が蒸発すると、気化した重金属粒子が付近の大気中に充満し、敵レーザーを減衰させることにより無力化っさせます。総攻撃前の準備攻撃によく使用されます。;;;;;;;;;;X;
LDESC_FLYING_ROCKET;戦略ミサイルあるいは軌道爆撃は、遠く離れた目標へ爆薬の詰まった弾頭を撃ちこむための兵器です。そのスピードゆえ迎撃することは事実上不可能ですが、通常弾頭を使って敵を破壊しても、普通の攻撃より割高になります。敵に精神的ダメージ以上の効果を期待するには、核兵器のような物が必要です。;;;;;;;;;;X;
LDESC_HSSD;装甲駆逐艦とは衛星軌道上から地上目標に対して爆撃を行う宇宙船の一種です。地球全土を攻撃対象とすることが可能であり、また光線級からのレーザー照射にもある程度耐えることができます。;;;;;;;;;;X;
LDESC_HSST;再突入型駆逐艦とは戦術機が搭載された再突入殻を装備し、衛星軌道上からこれを投下する宇宙船の一種です。;;;;;;;;;;X;
LDESC_NAVAL_ASW;ソナーと対潜兵器を強化し、敵潜水艦の探知・撃沈能力を向上させます。;;;;;;;;;;X;
LDESC_NAVAL_ANTI_AIR_S;対空火器と目標照準システムを強化し、敵機との交戦能力を向上させます。;;;;;;;;;;X;
LDESC_NAVAL_RADAR_S;水上監視レーダーを強化し、敵海軍部隊や輸送船団の探知能力を向上させます。;;;;;;;;;;X;
LDESC_NAVAL_FIRE_CONTROLL_S;機械式計算機を用いて発射諸元の計算および修正を行うことで砲撃の射程と命中精度を向上させます。;;;;;;;;;;X;
LDESC_NAVAL_IMPROVED_HULL_S;重要箇所の装甲を強化し、水密区画を増やすことで、船の生存性を向上させます。;;;;;;;;;;X;
LDESC_NAVAL_TORPEDOES_S;魚雷目標照準システムを近代化し、最新型の魚雷を搭載することで、輸送船団襲撃がより効果的に行えます。;;;;;;;;;;X;
LDESC_NAVAL_ANTI_AIR_L;対空火器と目標照準システムを強化し、敵機との交戦能力を向上させます。;;;;;;;;;;X;
LDESC_NAVAL_RADAR_L;水上監視レーダーを強化し、敵海軍部隊や輸送船団の探知能力を向上させます。;;;;;;;;;;X;
LDESC_NAVAL_FIRE_CONTROLL_L;機械式計算機を用いて発射諸元の計算および修正を行うことで砲撃の射程と命中精度を向上させます。;;;;;;;;;;X;
LDESC_NAVAL_IMPROVED_HULL_L;重要箇所の装甲を強化し、水密区画を増やすことで、船の生存性を向上させます。;;;;;;;;;;X;
